Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
0.0,,,,,,,,,,0.0
3.0,,,,,,,,,,-7.8113
6.0,,,,,,,,,,-9.1632
9.0,,,,,,,,,,0.7344
12.0,,,,,,,,,,-4.2947
15.0,,,,,,,,,,-3.6326
18.0,,,,,,,,,,-5.0366
21.0,,,,,,,,,,-2.4124
24.0,,,,,,,,,,-1.4728
27.0,,,,,,,,,,-1.0433
30.0,,,,,,,,,,-4.634
33.0,,,,,,,,,,-2.7185
36.0,,,,,,,,,,-8.1813
39.0,,,,,,,,,,3.0538
42.0,,,,,,,,,,-9.3395
45.0,,,,,,,,,,-2.4256
48.0,,,,,,,,,,-2.3819
51.0,,,,,,,,,,0.6453
54.0,,,,,,,,,,-6.0423
57.0,,,,,,,,,,3.4538
60.0,,,,,,,,,,-10.0798
63.0,,,,,,,,,,-6.9546
66.0,,,,,,,,,,-4.9337
69.0,,,,,,,,,,-0.6679
72.0,,,,,,,,,,-7.3629
75.0,,,,,,,,,,-3.7967
78.0,,,,,,,,,,-4.0261
81.0,,,,,,,,,,-9.9585
84.0,,,,,,,,,,2.8858
87.0,,,,,,,,,,-9.7113
90.0,,,,,,,,,,-7.3549
93.0,,,,,,,,,,-6.0973
96.0,,,,,,,,,,-3.9335
99.0,,,,,,,,,,-5.1478
102.0,,,,,,,,,,-3.7555
105.0,,,,,,,,,,-12.0539
108.0,,,,,,,,,,-2.9813
111.0,,,,,,,,,,-4.1611
114.0,,,,,,,,,,-3.9839
117.0,,,,,,,,,,-4.4938
120.0,,,,,,,,,,-4.9797
123.0,,,,,,,,,,-9.9314
126.0,,,,,,,,,,-0.638
129.0,,,,,,,,,,-4.4561
132.0,,,,,,,,,,-8.0551
135.0,,,,,,,,,,-8.4834
138.0,,,,,,,,,,-7.2277
141.0,,,,,,,,,,3.1882
144.0,,,,,,,,,,-8.7665
147.0,,,,,,,,,,-5.9367
150.0,,,,,,,,,,-5.1566
153.0,,,,,,,,,,-6.8203
156.0,,,,,,,,,,-5.1391
159.0,,,,,,,,,,-4.1971
162.0,,,,,,,,,,-1.158
165.0,,,,,,,,,,-9.6891
168.0,,,,,,,,,,-2.5794
171.0,,,,,,,,,,-6.7893
174.0,,,,,,,,,,0.4903
