Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.057,,,,,,,250.0,0.039,3.86,0.0036,1.4226,0.0009,
5.0,,1.474,,,,,,,278.0,0.1512,1.1,0.0009,0.39,0.0012,
10.0,,2.215,,,,,,,306.0,0.1158,1.53,0.0073,0.5604,0.0022,
15.0,,2.445,,,,,,,334.0,0.1292,1.46,0.0066,0.5003,0.0039,
20.0,,2.619,,,,,,,362.0,0.1185,1.54,0.0129,0.5617,0.0043,
25.0,,2.815,,,,,,,390.0,0.1178999999999999,1.5,0.013,0.6054,0.0032,
30.0,,2.619,,,,,,,418.0,0.1119,1.57,0.0177,0.7288,0.0036,
35.0,,2.6,,,,,,,369.0,0.1249,1.53,0.0157,1.0822,0.003,
40.0,,2.708,,,,,,,318.0,0.1498,1.96,0.0155,1.2926,0.0032,
45.0,,3.1,,,,,,,272.0,0.1803,2.48,0.0121,1.1258,0.0022,
50.0,,4.583,,,,,,,233.0,0.2054,2.22,0.0102,0.9151,0.0012,
55.0,,6.084,,,,,,,202.0,0.2048,2.27,0.0101,0.8419,0.0011,
60.0,,6.473,,,,,,,188.0,0.2027,2.04,0.0095,0.7682,0.001,
65.0,,6.341,,,,,,,186.0,0.1932,1.85,0.01,0.7387,0.0011,
70.0,,5.667999999999999,,,,,,,200.0,0.1924,1.69,0.0092,0.6822,0.0011,
75.0,,5.082,,,,,,,252.0,0.1694999999999999,1.72,0.0106,0.5778,0.001,
80.0,,4.669,,,,,,,363.0,0.1226,1.73,0.0126,0.4024,0.0015,
85.0,,4.176,,,,,,,466.0,0.0721,1.45,0.0221,0.3623,0.0024,
90.0,,2.882,,,,,,,378.0,0.0216,1.45,0.072,0.6982,0.0069,
95.0,,1.154,,,,,,,296.0,0.0039,2.44,0.4174,2.7925,0.0403,
100.0,,0.415,,,,,,,218.0,-0.0062,1.06,2.0173,10.7879,0.1045,
105.0,,0.214,,,,,,,148.0,-0.0046,,2.0317,7.1481,0.0765,
110.0,,0.1169999999999999,,,,,,,84.0,0.0017,,1.1038,2.7764,0.0382,
115.0,,0.069,,,,,,,30.0,-0.0,,1.9331,1.2034,0.0613,
120.0,,0.038,,,,,,,-7.0,0.0015,,1.0805,0.1339,0.0394,
125.0,,0.013,,,,,,,-15.0,0.0011,,1.402,,0.0487,
130.0,,0.008,,,,,,,0.0,-0.0027,,0.8808,,0.0524,
135.0,,0.008,,,,,,,0.0,-0.0034,,0.8784,,0.0504,
140.0,,0.006,,,,,,,0.0,0.0002,,1.6639,,0.2167,
145.0,,0.0,,,,,,,1.0,-0.001,,0.3776,2.4822,0.0482,
150.0,,0.006,,,,,,,1.0,0.0033,,0.0412,,0.0147,
155.0,,0.0,,,,,,,2.0,0.0062,,0.0215,,0.0075,
160.0,,0.0,,,,,,,2.0,-0.0029,,0.1354,,0.0461,
165.0,,0.001,,,,,,,2.0,-0.0165,,0.1353,,0.0458,
