Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,0.7,0.0,0.0
5.0,,,,,,,,,5.083,2.3,0.0,0.0
10.0,,,,,,,,,4.482,4.6,0.01,0.0
15.0,,,,,,,,,4.482,4.3,0.01,0.0
20.0,,,,,,,,,13.486,111.4,0.01,0.0
25.0,,,,,,,,,4.583,227.3,0.04,0.001
30.0,,,,,,,,,0.097,146.8,1.51,0.028
35.0,,,,,,,,,0.065,102.3,1.97,0.034
40.0,,,,,,,,,0.066,109.6,1.94,0.032
45.0,,,,,,,,,0.062,128.8,2.19,0.04
50.0,,,,,,,,,0.043,136.8,3.18,0.049
55.0,,,,,,,,,0.053,130.0,2.57,0.04
60.0,,,,,,,,,0.061,111.0,2.06,0.035
65.0,,,,,,,,,0.05,93.7,2.31,0.025
70.0,,,,,,,,,0.046,78.7,2.25,0.045
75.0,,,,,,,,,0.029,65.2,3.14,0.087
80.0,,,,,,,,,0.019,52.1,4.32,0.141
85.0,,,,,,,,,0.028,43.0,2.59,0.097
90.0,,,,,,,,,0.029,35.8,2.2,0.105
95.0,,,,,,,,,0.019,30.3,2.99,0.181
100.0,,,,,,,,,0.008,26.2,6.11,0.432
105.0,,,,,,,,,0.003,21.6,170.4,15.762
110.0,,,,,,,,,0.005,20.0,165.64,15.624
115.0,,,,,,,,,0.011,19.6,3.81,0.321
120.0,,,,,,,,,0.003,19.2,150.47,13.791
125.0,,,,,,,,,0.002,18.3,153.82,18.834
130.0,,,,,,,,,0.024,18.2,1.64,0.159
135.0,,,,,,,,,0.013,16.6,2.93,0.285
