Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,,,,
5.0,,,,,,,,,,,,
10.0,,,,,,,,,,,,
15.0,,,,,,,,,,,,
20.0,,,,,,,,,,,,
25.0,,,,,,,,,0.0,69.1,0.0,0.0
30.0,,,,,,,,,0.046,134.8,2.68,0.055
35.0,,,,,,,,,0.027,68.6,3.49,0.114
40.0,,,,,,,,,0.04,37.9,1.74,0.076
45.0,,,,,,,,,0.042,26.4,1.43,0.091
50.0,,,,,,,,,0.017,20.9,3.19,0.249
55.0,,,,,,,,,0.002,22.1,184.16,14.902
60.0,,,,,,,,,0.015,29.0,3.95,0.249
65.0,,,,,,,,,0.041,34.7,1.54,0.093
70.0,,,,,,,,,0.042,39.7,1.55,0.076
75.0,,,,,,,,,0.016,33.5,3.79,0.192
80.0,,,,,,,,,0.003,32.1,213.76,12.701
90.0,,,,,,,,,0.009,27.5,6.12,0.428
95.0,,,,,,,,,0.021,22.5,2.46,0.21
100.0,,,,,,,,,0.023,19.8,2.12,0.188
105.0,,,,,,,,,0.025,18.9,1.86,0.182
110.0,,,,,,,,,0.022,18.5,2.02,0.176
115.0,,,,,,,,,0.022,17.0,1.94,0.173
120.0,,,,,,,,,0.022,15.2,1.85,0.163
125.0,,,,,,,,,0.006,15.2,6.65,0.697
130.0,,,,,,,,,0.016,8.8,2.22,0.26
135.0,,,,,,,,,0.021,10.2,1.59,0.224
140.0,,,,,,,,,0.013,9.9,2.53,0.33
145.0,,,,,,,,,0.003,10.2,120.94,13.4
150.0,,,,,,,,,0.005,10.4,123.6,14.557
155.0,,,,,,,,,0.009,10.2,3.73,0.482
160.0,,,,,,,,,0.005,11.1,120.39,16.297
165.0,,,,,,,,,0.0,10.8,121.7,17.13
170.0,,,,,,,,,0.0,10.4,122.2,17.034
175.0,,,,,,,,,0.0,10.9,121.5,15.55
180.0,,,,,,,,,0.0,9.4,121.41,15.255
185.0,,,,,,,,,0.004,10.9,122.67,16.629
190.0,,,,,,,,,0.024,9.7,1.44,0.194
195.0,,,,,,,,,0.028,10.8,1.25,0.167
