Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
513.0,,,,,,,,,18.09568871533628,456.4547
516.0,,,,,,,,,18.15355634563633,462.0897
519.0,,,,,,,,,17.85823015873016,450.0274
522.0,,,,,,,,,18.10434571890145,448.2636
525.0,,,,,,,,,17.999893561275957,439.687
528.0,,,,,,,,,18.46763033639943,452.1393
531.0,,,,,,,,,18.44357122288347,461.1483
534.0,,,,,,,,,18.22567307653859,455.7931
537.0,,,,,,,,,18.407655963042966,455.0483
540.0,,,,,,,,,18.480166068607403,452.6883
543.0,,,,,,,,,18.850177081213108,463.0546
546.0,,,,,,,,,19.06297417617174,479.1612
549.0,,,,,,,,,18.70763445707101,473.1273
552.0,,,,,,,,,18.83981786754585,470.8598
555.0,,,,,,,,,18.60713585731552,455.6962
558.0,,,,,,,,,18.652472168614796,442.6642
561.0,,,,,,,,,19.214995411028685,456.4061
564.0,,,,,,,,,19.41483892593056,480.7483
567.0,,,,,,,,,18.92574144366918,480.6457
570.0,,,,,,,,,18.83712331372953,475.3209
573.0,,,,,,,,,18.354053564220223,445.5887
576.0,,,,,,,,,19.29649111768284,460.0187
579.0,,,,,,,,,19.34263048593641,475.9467
582.0,,,,,,,,,18.851322586768884,466.7267
585.0,,,,,,,,,18.887893281087933,458.8927
588.0,,,,,,,,,19.31710504217171,471.5711
591.0,,,,,,,,,19.088712316150485,472.5468
594.0,,,,,,,,,19.187139721666146,477.3108
597.0,,,,,,,,,19.412903047485173,491.6473
600.0,,,,,,,,,19.1917197899517,491.926
603.0,,,,,,,,,19.012659532711396,479.5392
606.0,,,,,,,,,19.295603280663244,477.352
609.0,,,,,,,,,19.61717632746125,486.9709
612.0,,,,,,,,,19.79526422291207,501.8436
615.0,,,,,,,,,19.31388127276606,488.8691
618.0,,,,,,,,,19.37302181090708,476.4446
621.0,,,,,,,,,19.66265304015691,476.1803
624.0,,,,,,,,,19.618897487341165,472.3073
627.0,,,,,,,,,19.86600181549137,479.2812
630.0,,,,,,,,,19.988018376971866,491.6253
633.0,,,,,,,,,20.131935444479023,511.0673
636.0,,,,,,,,,19.501502207285014,497.8558
639.0,,,,,,,,,19.663977249125274,492.3152
642.0,,,,,,,,,19.726298034436702,488.8512
645.0,,,,,,,,,19.91133703317742,492.9609
648.0,,,,,,,,,19.619617449527425,480.5531
651.0,,,,,,,,,20.34974587555209,501.2875
654.0,,,,,,,,,19.95417129522333,499.3691
657.0,,,,,,,,,20.006929931586555,496.8581
660.0,,,,,,,,,20.13746840050964,497.8687
663.0,,,,,,,,,20.48791696726441,514.0193
666.0,,,,,,,,,20.19743680465464,513.7622
669.0,,,,,,,,,19.846530661370885,494.6847
672.0,,,,,,,,,20.266666666666666,495.368
675.0,,,,,,,,,20.49307392806933,505.8121
678.0,,,,,,,,,20.599434790880554,519.7155
681.0,,,,,,,,,20.304429148585964,515.6391
684.0,,,,,,,,,20.28567654229065,506.7504
687.0,,,,,,,,,20.52785674832673,505.4451
690.0,,,,,,,,,20.784462505427086,512.231
693.0,,,,,,,,,20.79113076314813,515.3456
696.0,,,,,,,,,20.82394868139701,517.1232
699.0,,,,,,,,,20.9927494570078,525.7928
702.0,,,,,,,,,20.643403514237896,516.8138
705.0,,,,,,,,,20.791731782371237,516.2088
708.0,,,,,,,,,20.746984698832563,514.8385
711.0,,,,,,,,,20.88574208193709,521.6778
714.0,,,,,,,,,20.656907706983745,517.5361
717.0,,,,,,,,,20.80185119231031,519.8237
720.0,,,,,,,,,20.84159863239124,521.7986
723.0,,,,,,,,,21.136138437833356,534.9768
726.0,,,,,,,,,20.75106444496374,523.9208
729.0,,,,,,,,,21.184122804560356,529.3764
732.0,,,,,,,,,21.209397748248065,530.8585
735.0,,,,,,,,,21.186500494973806,526.4803
738.0,,,,,,,,,21.189290136447777,518.521
741.0,,,,,,,,,21.39055166259007,517.7198
744.0,,,,,,,,,21.647795209079952,527.9421
747.0,,,,,,,,,21.50645221392349,530.9771
750.0,,,,,,,,,21.27060287104682,523.1994
753.0,,,,,,,,,21.22963582364984,515.3855
756.0,,,,,,,,,21.01806819040899,500.436
759.0,,,,,,,,,21.56760206216628,515.4053
762.0,,,,,,,,,21.223713564116103,518.4932
765.0,,,,,,,,,21.039767232060857,517.7508
768.0,,,,,,,,,21.183177166440714,529.6917
771.0,,,,,,,,,20.703269594003302,522.8383
774.0,,,,,,,,,20.540749529990418,512.4157
777.0,,,,,,,,,20.685590277777777,512.3407
780.0,,,,,,,,,20.729749714671502,515.8308
783.0,,,,,,,,,20.929613244802507,528.929
786.0,,,,,,,,,20.87769901599589,537.2166
789.0,,,,,,,,,20.28182257847125,511.6252
792.0,,,,,,,,,21.16858659802108,526.2934
795.0,,,,,,,,,20.741415644480195,515.7353
798.0,,,,,,,,,20.755792226434085,503.1972
801.0,,,,,,,,,21.251245439599803,513.1772
804.0,,,,,,,,,21.24642717942055,523.308
807.0,,,,,,,,,20.945087019360447,520.2613
810.0,,,,,,,,,21.1912887006302,532.3061
813.0,,,,,,,,,20.770578113159893,526.2766
816.0,,,,,,,,,20.522068602516043,510.7594
819.0,,,,,,,,,20.605434184256147,501.5816
822.0,,,,,,,,,20.95028069008283,510.154
825.0,,,,,,,,,21.128398253498805,527.9374
828.0,,,,,,,,,20.861200865828028,531.994
831.0,,,,,,,,,20.296238645912528,507.2233
834.0,,,,,,,,,20.702457561871352,502.8275
837.0,,,,,,,,,20.674293259807992,497.8866
840.0,,,,,,,,,20.693437147747677,495.6699
843.0,,,,,,,,,21.158060794808343,519.0432
846.0,,,,,,,,,20.642549683311007,520.8074
849.0,,,,,,,,,20.41639294897955,515.2873
852.0,,,,,,,,,20.237731991822663,504.8707
855.0,,,,,,,,,20.61564610922033,516.692
858.0,,,,,,,,,20.312216356760167,515.6053
861.0,,,,,,,,,20.304870215591468,515.2706
864.0,,,,,,,,,20.21701472085038,510.4776
867.0,,,,,,,,,20.277970499590825,507.9733
870.0,,,,,,,,,20.13080990477424,497.2149
873.0,,,,,,,,,20.49352107633535,503.7246
876.0,,,,,,,,,20.392552535114145,505.6884
879.0,,,,,,,,,20.100973443424184,495.1714
882.0,,,,,,,,,20.136822256365598,490.1665
885.0,,,,,,,,,20.5360600806922,510.5244
888.0,,,,,,,,,20.087356500758844,516.1848
891.0,,,,,,,,,19.335465490448456,492.7218
894.0,,,,,,,,,19.31789729100077,479.2751
897.0,,,,,,,,,19.444632641073717,483.3119
900.0,,,,,,,,,18.92932629061989,473.4092
903.0,,,,,,,,,18.90796663332124,474.4179
906.0,,,,,,,,,18.454709425206985,464.5198
909.0,,,,,,,,,17.96688733647879,442.1094
912.0,,,,,,,,,18.05793619175672,435.1457
915.0,,,,,,,,,18.097278791341125,440.3267
918.0,,,,,,,,,17.7981614353395,441.042
921.0,,,,,,,,,17.20261195852122,422.6957
924.0,,,,,,,,,16.86737185390458,399.2878
927.0,,,,,,,,,17.2481410103353,404.531
930.0,,,,,,,,,16.76858105975482,398.4567
933.0,,,,,,,,,16.606373051574433,396.8508
936.0,,,,,,,,,16.271385965712767,392.2722
939.0,,,,,,,,,15.721485166758798,375.4102
942.0,,,,,,,,,15.330421352798306,355.3607
945.0,,,,,,,,,15.099360153953256,340.5253
948.0,,,,,,,,,14.916939602593375,333.8426
951.0,,,,,,,,,14.532694193170574,327.5771
954.0,,,,,,,,,13.94044184869922,314.1144
957.0,,,,,,,,,13.469897420290376,300.966
960.0,,,,,,,,,12.722491779888507,278.204
963.0,,,,,,,,,12.369873684603329,265.1903
966.0,,,,,,,,,11.646988331163737,247.8351
969.0,,,,,,,,,11.18545939246545,239.1619
972.0,,,,,,,,,10.324108921850788,223.8432
975.0,,,,,,,,,9.732167250160574,215.1607
978.0,,,,,,,,,8.492497640552406,186.2668
981.0,,,,,,,,,7.766936653887913,161.675
984.0,,,,,,,,,7.0442608778215865,140.962
987.0,,,,,,,,,5.910028202625014,108.9691
990.0,,,,,,,,,5.320276497695852,86.3566
993.0,,,,,,,,,4.551593778335775,65.2562
996.0,,,,,,,,,4.114895104895105,52.9587
999.0,,,,,,,,,3.279271795936732,37.8992
1002.0,,,,,,,,,2.6725010085963445,25.8348
1005.0,,,,,,,,,2.323248257675645,19.7346
1008.0,,,,,,,,,1.656611292308083,13.0536
1011.0,,,,,,,,,1.063324016285689,16.6625
1014.0,,,,,,,,,1.087274586413013,17.2258
1017.0,,,,,,,,,2.0127430699213904,17.0268
