Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.009000000000000001,,,,,,,0.0,0.0,0.0
3.0,,0.015,,,,,,,0.147,0.11,-0.81
6.0,,0.004,,,,,,,0.143,0.11,-0.804
9.0,,0.009000000000000001,,,,,,,0.138,0.11,-0.848
12.0,,0.011000000000000001,,,,,,,0.133,0.12,-0.905
15.0,,0.015,,,,,,,0.129,0.12,-0.906
18.0,,0.006,,,,,,,0.124,0.13,-0.934
21.0,,0.013000000000000001,,,,,,,0.119,0.14,-0.977
24.0,,0.013999999999999999,,,,,,,0.115,0.15,-0.961
27.0,,0.11599999999999999,,,,,,,0.111,0.35,-0.947
30.0,,0.637,,,,,,,0.108,1.17,-0.948
33.0,,1.5130000000000001,,,,,,,0.106,1.92,-0.954
36.0,,2.299,,,,,,,0.103,2.57,-0.98
39.0,,2.846,,,,,,,0.101,3.03,-0.987
42.0,,3.088,,,,,,,0.098,3.17,-1.023
45.0,,3.043,,,,,,,0.096,3.14,-1.03
48.0,,2.7860000000000005,,,,,,,0.094,2.94,-1.082
51.0,,2.468,,,,,,,0.092,2.69,-1.14
54.0,,2.099,,,,,,,0.09,2.39,-1.148
57.0,,1.715,,,,,,,0.089,2.11,-1.165
60.0,,1.377,,,,,,,0.088,1.84,-1.198
63.0,,1.1320000000000001,,,,,,,0.086,1.66,-1.244
66.0,,0.966,,,,,,,0.086,1.52,-1.244
69.0,,0.86,,,,,,,0.082,1.45,-1.281
72.0,,0.795,,,,,,,0.079,1.43,-1.369
75.0,,0.745,,,,,,,0.074,1.42,-1.469
78.0,,0.698,,,,,,,0.07,1.43,-1.579
81.0,,0.677,,,,,,,0.066,1.44,-1.641
84.0,,0.654,,,,,,,0.063,1.46,-1.736
87.0,,0.638,,,,,,,0.062,1.41,-1.769
90.0,,0.6070000000000001,,,,,,,0.061,1.39,-1.814
93.0,,0.603,,,,,,,0.059,1.4,-1.845
96.0,,0.5820000000000001,,,,,,,0.058,1.4,-1.835
99.0,,0.5910000000000001,,,,,,,0.057,1.4,-1.869
102.0,,0.5650000000000001,,,,,,,0.056,1.42,-1.989
105.0,,0.5670000000000001,,,,,,,0.055,1.42,-1.98
108.0,,0.556,,,,,,,0.055,1.39,-2.019
111.0,,0.523,,,,,,,0.055,1.34,-2.047
114.0,,0.48700000000000004,,,,,,,0.054,1.3,-2.076
117.0,,0.451,,,,,,,0.053,1.3,-2.07
120.0,,0.467,,,,,,,0.053,1.28,-2.118
123.0,,0.44799999999999995,,,,,,,0.053,1.25,-2.133
126.0,,0.434,,,,,,,0.052,1.22,-2.209
129.0,,0.41500000000000004,,,,,,,0.052,1.22,-2.16
132.0,,0.409,,,,,,,0.052,1.18,-2.224
135.0,,0.405,,,,,,,0.052,1.18,-2.224
138.0,,0.409,,,,,,,0.052,1.19,-2.19
141.0,,0.413,,,,,,,0.051,1.2,-2.237
144.0,,0.413,,,,,,,0.051,1.22,-2.27
147.0,,0.41500000000000004,,,,,,,0.05,1.23,-2.315
150.0,,0.436,,,,,,,0.049,1.26,-2.323
153.0,,0.43100000000000005,,,,,,,0.049,1.27,-2.297
156.0,,0.441,,,,,,,0.049,1.29,-2.288
159.0,,0.452,,,,,,,0.048,1.3,-2.334
162.0,,0.44200000000000006,,,,,,,0.048,1.31,-2.424
165.0,,0.44200000000000006,,,,,,,0.048,1.31,-2.398
168.0,,0.459,,,,,,,0.048,1.32,-2.46
171.0,,0.46299999999999997,,,,,,,0.047,1.34,-2.461
174.0,,0.446,,,,,,,0.046,1.33,-2.446
177.0,,0.446,,,,,,,0.046,1.35,-2.539
