Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.0,,,,,,,0.0,0.0,24.78,0.0,99.99,0.1358,0.0037
5.0,,0.006999999999999999,,,,,,,0.0,0.0,99.99,0.0,99.99,0.1648,0.0
10.0,,0.645,,,,,,,434.6,0.22940000000000002,0.87,0.0043,0.7409,0.0236,0.0
15.0,,2.812,,,,,,,868.15,0.2745,0.71,0.0056,0.5596,0.12,0.0
20.0,,3.772,,,,,,,1236.45,0.2621,0.71,0.0063,0.5203,0.0905,0.0
25.0,,3.792,,,,,,,1459.12,0.2144,0.77,0.0244,0.5445,0.1038,0.0
30.0,,3.583,,,,,,,1888.62,0.1637,0.88,0.0278,0.6074,0.0943,0.0
35.0,,3.147,,,,,,,2232.08,0.12490000000000001,1.04,0.0438,0.6734,0.0703,0.0
40.0,,2.7,,,,,,,2314.85,0.1003,1.11,0.0508,0.6986,0.047,0.0
45.0,,2.241,,,,,,,2197.44,0.0784,1.21,0.0494,0.763,0.0364,0.0
50.0,,1.805,,,,,,,2024.86,0.061,1.31,0.0497,0.8143,0.0312,0.0
55.0,,1.4640000000000002,,,,,,,1721.17,0.0526,1.4,0.0334,0.8577,0.0302,0.0001
60.0,,1.227,,,,,,,1553.74,0.043899999999999995,1.59,0.0004,0.9987,0.0336,0.0
65.0,,1.09,,,,,,,1190.45,0.041100000000000005,1.69,0.0,1.0697,0.0325,0.0
70.0,,1.018,,,,,,,958.11,0.0404,1.49,0.0045,0.9747,0.0285,0.0001
75.0,,0.996,,,,,,,903.36,0.04,1.56,0.0,1.0999,0.0285,0.0
80.0,,0.97,,,,,,,867.51,0.0385,1.74,0.0,1.0338,0.029,0.0001
85.0,,0.927,,,,,,,779.27,0.0444,1.47,0.0089,0.9192,0.0243,0.0
