Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.068,,,,,,,0.0,0.0,0.0
3.0,,0.269,,,,,,,0.117,0.52,0.0
6.0,,0.938,,,,,,,0.121,0.51,0.0
9.0,,1.4980000000000002,,,,,,,0.124,3.2,0.254
12.0,,1.733,,,,,,,0.125,3.3,0.251
15.0,,1.7790000000000001,,,,,,,0.123,3.36,0.26
18.0,,1.787,,,,,,,0.122,3.41,0.272
21.0,,1.794,,,,,,,0.118,3.51,0.267
24.0,,1.7790000000000001,,,,,,,0.113,3.74,0.288
27.0,,1.7630000000000001,,,,,,,0.11,4.04,0.306
30.0,,1.7890000000000001,,,,,,,0.105,4.08,0.283
33.0,,1.889,,,,,,,0.102,4.05,0.248
36.0,,1.855,,,,,,,0.099,4.21,0.225
39.0,,1.7,,,,,,,0.098,4.46,0.227
42.0,,1.721,,,,,,,0.096,5.01,0.254
45.0,,1.9369999999999998,,,,,,,0.096,5.55,0.288
48.0,,2.373,,,,,,,0.094,6.78,0.295
51.0,,2.841,,,,,,,0.093,7.59,0.283
54.0,,3.522,,,,,,,0.089,8.4,0.25
57.0,,3.96,,,,,,,0.086,8.88,0.246
60.0,,4.111000000000001,,,,,,,0.083,9.2,0.233
63.0,,4.181,,,,,,,0.08,9.48,0.226
66.0,,4.104,,,,,,,0.078,9.55,0.22
69.0,,3.986,,,,,,,0.076,9.49,0.22
72.0,,3.852,,,,,,,0.071,9.65,0.232
75.0,,3.713,,,,,,,0.066,9.64,0.211
78.0,,3.4789999999999996,,,,,,,0.06,10.24,0.241
81.0,,3.2510000000000003,,,,,,,0.056,10.82,0.279
84.0,,3.1060000000000003,,,,,,,0.053,11.22,0.335
87.0,,3.132,,,,,,,0.049,10.66,0.335
90.0,,3.096,,,,,,,0.045,10.3,0.327
93.0,,2.719,,,,,,,0.04,9.28,0.255
96.0,,2.093,,,,,,,0.034,8.42,0.184
99.0,,1.426,,,,,,,0.029,7.52,0.12
102.0,,0.8140000000000001,,,,,,,0.026,6.52,0.102
105.0,,0.438,,,,,,,0.023,5.85,0.088
108.0,,0.261,,,,,,,0.019,5.82,0.086
111.0,,0.122,,,,,,,0.016,0.0,0.0
114.0,,0.10800000000000001,,,,,,,0.011,0.0,0.0
117.0,,0.032,,,,,,,0.009,0.0,0.0
120.0,,0.032,,,,,,,0.006,0.0,0.0
123.0,,0.01,,,,,,,0.005,0.0,0.0
126.0,,0.039,,,,,,,0.004,0.0,0.0
129.0,,0.025,,,,,,,0.004,0.0,0.0
132.0,,0.035,,,,,,,0.004,0.0,0.0
135.0,,0.027999999999999997,,,,,,,0.004,0.0,0.0
138.0,,0.035,,,,,,,0.003,0.0,0.0
141.0,,0.06,,,,,,,0.003,0.0,0.0
144.0,,0.081,,,,,,,0.002,0.0,0.0
147.0,,0.046,,,,,,,0.002,0.0,0.0
