Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
183.0,,,,,,,,,0.105,95.0,1.05,0.024
186.0,,,,,,,,,0.105,95.1,1.04,0.024
189.0,,,,,,,,,0.104,94.4,1.02,0.024
192.0,,,,,,,,,0.104,93.7,1.03,0.025
195.0,,,,,,,,,0.103,91.7,1.04,0.025
198.0,,,,,,,,,0.103,90.4,1.05,0.025
201.0,,,,,,,,,0.103,92.4,1.04,0.025
204.0,,,,,,,,,0.103,92.1,1.04,0.025
207.0,,,,,,,,,0.103,91.7,1.06,0.025
210.0,,,,,,,,,0.102,94.6,1.04,0.025
213.0,,,,,,,,,0.101,92.7,1.06,0.025
216.0,,,,,,,,,0.101,93.5,1.06,0.026
219.0,,,,,,,,,0.1,92.1,1.06,0.026
222.0,,,,,,,,,0.1,91.8,1.08,0.026
225.0,,,,,,,,,0.1,90.4,1.08,0.025
228.0,,,,,,,,,0.1,92.4,1.08,0.026
231.0,,,,,,,,,0.1,92.3,1.08,0.026
234.0,,,,,,,,,0.1,91.2,1.09,0.027
237.0,,,,,,,,,0.099,91.2,1.06,0.026
240.0,,,,,,,,,0.099,91.2,1.09,0.026
243.0,,,,,,,,,0.1,93.0,1.08,0.026
246.0,,,,,,,,,0.1,92.3,1.06,0.026
249.0,,,,,,,,,0.101,92.0,1.05,0.026
252.0,,,,,,,,,0.101,91.1,1.05,0.026
255.0,,,,,,,,,0.101,90.4,1.05,0.025
258.0,,,,,,,,,0.101,92.3,1.06,0.025
261.0,,,,,,,,,0.101,92.3,1.04,0.025
264.0,,,,,,,,,0.102,91.3,1.04,0.026
267.0,,,,,,,,,0.103,90.3,1.02,0.025
270.0,,,,,,,,,0.103,89.1,1.03,0.025
273.0,,,,,,,,,0.103,89.5,1.0,0.025
276.0,,,,,,,,,0.103,88.8,1.04,0.025
279.0,,,,,,,,,0.103,90.6,1.0,0.026
282.0,,,,,,,,,0.103,90.1,1.02,0.026
285.0,,,,,,,,,0.103,89.4,1.0,0.026
288.0,,,,,,,,,0.103,88.4,1.01,0.025
291.0,,,,,,,,,0.103,88.0,0.99,0.026
294.0,,,,,,,,,0.103,86.7,1.01,0.026
297.0,,,,,,,,,0.102,87.1,1.02,0.027
300.0,,,,,,,,,0.102,88.5,1.02,0.025
303.0,,,,,,,,,0.102,87.4,1.01,0.026
306.0,,,,,,,,,0.102,87.8,1.01,0.026
309.0,,,,,,,,,0.102,85.4,1.01,0.026
312.0,,,,,,,,,0.102,87.1,1.0,0.026
315.0,,,,,,,,,0.102,85.9,1.01,0.026
318.0,,,,,,,,,0.101,86.6,1.01,0.026
321.0,,,,,,,,,0.101,87.0,1.0,0.026
324.0,,,,,,,,,0.102,88.5,1.01,0.026
327.0,,,,,,,,,0.102,86.7,0.98,0.026
330.0,,,,,,,,,0.102,85.8,0.99,0.026
333.0,,,,,,,,,0.102,85.5,0.99,0.026
336.0,,,,,,,,,0.102,85.6,0.99,0.026
339.0,,,,,,,,,0.101,84.9,0.99,0.026
342.0,,,,,,,,,0.101,84.6,1.0,0.027
345.0,,,,,,,,,0.1,84.3,1.01,0.027
348.0,,,,,,,,,0.099,84.8,1.02,0.027
351.0,,,,,,,,,0.099,83.9,1.02,0.026
354.0,,,,,,,,,0.099,85.9,1.02,0.027
357.0,,,,,,,,,0.098,84.6,1.02,0.027
360.0,,,,,,,,,0.097,85.7,1.03,0.027
363.0,,,,,,,,,0.097,85.5,1.03,0.027
366.0,,,,,,,,,0.097,85.1,1.03,0.027
369.0,,,,,,,,,0.097,86.8,1.03,0.027
372.0,,,,,,,,,0.097,85.7,1.03,0.027
375.0,,,,,,,,,0.097,83.1,1.02,0.027
378.0,,,,,,,,,0.097,84.2,1.03,0.027
381.0,,,,,,,,,0.096,84.9,1.04,0.028
384.0,,,,,,,,,0.097,84.9,1.04,0.027
387.0,,,,,,,,,0.097,85.0,1.03,0.027
390.0,,,,,,,,,0.097,84.8,1.02,0.028
393.0,,,,,,,,,0.098,85.5,1.02,0.028
396.0,,,,,,,,,0.097,85.3,1.02,0.028
399.0,,,,,,,,,0.097,84.8,1.02,0.027
402.0,,,,,,,,,0.097,83.3,1.04,0.028
405.0,,,,,,,,,0.098,84.6,1.03,0.027
408.0,,,,,,,,,0.098,86.1,1.01,0.027
411.0,,,,,,,,,0.098,84.0,1.01,0.027
414.0,,,,,,,,,0.098,83.0,1.02,0.027
417.0,,,,,,,,,0.097,83.7,1.04,0.028
420.0,,,,,,,,,0.096,83.8,1.03,0.028
423.0,,,,,,,,,0.095,83.9,1.04,0.028
426.0,,,,,,,,,0.095,83.5,1.03,0.029
429.0,,,,,,,,,0.093,82.2,1.04,0.03
432.0,,,,,,,,,0.093,82.2,1.06,0.029
435.0,,,,,,,,,0.093,82.9,1.06,0.029
438.0,,,,,,,,,0.093,82.8,1.05,0.029
441.0,,,,,,,,,0.093,81.3,1.03,0.03
444.0,,,,,,,,,0.094,81.2,1.03,0.029
447.0,,,,,,,,,0.094,82.3,1.02,0.028
450.0,,,,,,,,,0.095,81.3,1.02,0.029
453.0,,,,,,,,,0.095,81.4,1.03,0.03
456.0,,,,,,,,,0.095,81.2,1.03,0.029
459.0,,,,,,,,,0.095,82.9,1.02,0.029
462.0,,,,,,,,,0.094,82.4,1.03,0.03
465.0,,,,,,,,,0.094,81.1,1.04,0.029
468.0,,,,,,,,,0.094,81.7,1.04,0.029
471.0,,,,,,,,,0.093,81.4,1.04,0.03
474.0,,,,,,,,,0.094,82.7,1.03,0.029
477.0,,,,,,,,,0.094,80.5,1.05,0.029
480.0,,,,,,,,,0.094,81.0,1.05,0.029
483.0,,,,,,,,,0.094,82.7,1.03,0.029
486.0,,,,,,,,,0.094,81.4,1.04,0.03
489.0,,,,,,,,,0.093,82.9,1.06,0.03
492.0,,,,,,,,,0.093,82.5,1.05,0.03
495.0,,,,,,,,,0.094,82.3,1.02,0.03
498.0,,,,,,,,,0.093,80.2,1.04,0.03
501.0,,,,,,,,,0.094,82.5,1.03,0.03
504.0,,,,,,,,,0.094,81.2,1.02,0.029
507.0,,,,,,,,,0.094,80.2,1.03,0.029
510.0,,,,,,,,,0.094,80.3,1.03,0.029
513.0,,,,,,,,,0.094,81.3,1.03,0.03
516.0,,,,,,,,,0.094,81.9,1.01,0.03
519.0,,,,,,,,,0.094,80.0,1.04,0.029
522.0,,,,,,,,,0.093,80.2,1.03,0.03
525.0,,,,,,,,,0.094,80.1,1.04,0.029
528.0,,,,,,,,,0.094,80.4,1.03,0.029
531.0,,,,,,,,,0.095,81.6,1.01,0.029
534.0,,,,,,,,,0.096,80.5,1.01,0.028
537.0,,,,,,,,,0.097,81.1,1.0,0.028
540.0,,,,,,,,,0.097,80.6,1.02,0.028
543.0,,,,,,,,,0.096,80.4,1.01,0.028
546.0,,,,,,,,,0.096,80.8,1.01,0.029
549.0,,,,,,,,,0.095,80.6,1.03,0.029
552.0,,,,,,,,,0.095,82.3,1.03,0.029
555.0,,,,,,,,,0.095,82.3,1.02,0.029
558.0,,,,,,,,,0.095,81.4,1.02,0.029
561.0,,,,,,,,,0.095,81.9,1.02,0.029
564.0,,,,,,,,,0.095,80.9,1.01,0.029
567.0,,,,,,,,,0.096,81.4,1.03,0.029
570.0,,,,,,,,,0.097,82.4,1.02,0.028
573.0,,,,,,,,,0.097,82.7,1.01,0.028
576.0,,,,,,,,,0.097,81.9,1.02,0.028
579.0,,,,,,,,,0.097,82.5,1.01,0.028
582.0,,,,,,,,,0.097,82.7,1.02,0.028
585.0,,,,,,,,,0.096,81.5,1.02,0.028
588.0,,,,,,,,,0.097,82.2,1.03,0.028
591.0,,,,,,,,,0.097,82.2,1.0,0.027
594.0,,,,,,,,,0.097,82.2,1.0,0.027
597.0,,,,,,,,,0.097,82.5,1.01,0.028
600.0,,,,,,,,,0.097,82.5,1.05,0.027
603.0,,,,,,,,,0.097,85.2,1.05,0.027
606.0,,,,,,,,,0.097,87.1,1.04,0.028
609.0,,,,,,,,,0.097,85.9,1.03,0.027
612.0,,,,,,,,,0.097,85.0,1.08,0.027
615.0,,,,,,,,,0.098,88.0,1.05,0.027
618.0,,,,,,,,,0.098,86.8,1.04,0.027
621.0,,,,,,,,,0.098,87.1,1.06,0.027
624.0,,,,,,,,,0.099,87.3,1.04,0.027
627.0,,,,,,,,,0.099,86.9,1.07,0.027
630.0,,,,,,,,,0.099,88.1,1.05,0.026
633.0,,,,,,,,,0.098,88.1,1.07,0.026
636.0,,,,,,,,,0.098,89.6,1.07,0.027
639.0,,,,,,,,,0.099,88.8,1.07,0.027
642.0,,,,,,,,,0.1,89.7,1.07,0.026
645.0,,,,,,,,,0.1,90.0,1.09,0.026
648.0,,,,,,,,,0.1,91.3,1.08,0.026
651.0,,,,,,,,,0.1,92.1,1.09,0.026
654.0,,,,,,,,,0.1,92.6,1.09,0.026
657.0,,,,,,,,,0.101,94.7,1.09,0.025
660.0,,,,,,,,,0.102,93.9,1.06,0.025
663.0,,,,,,,,,0.103,93.4,1.08,0.025
666.0,,,,,,,,,0.103,93.9,1.08,0.025
669.0,,,,,,,,,0.103,96.2,1.1,0.025
672.0,,,,,,,,,0.103,96.4,1.08,0.025
675.0,,,,,,,,,0.105,97.4,1.08,0.024
678.0,,,,,,,,,0.105,97.1,1.07,0.024
681.0,,,,,,,,,0.106,97.2,1.07,0.024
684.0,,,,,,,,,0.106,97.3,1.09,0.024
687.0,,,,,,,,,0.106,99.4,1.09,0.024
690.0,,,,,,,,,0.106,99.6,1.1,0.024
693.0,,,,,,,,,0.106,99.1,1.07,0.024
696.0,,,,,,,,,0.107,100.8,1.12,0.024
699.0,,,,,,,,,0.107,101.3,1.08,0.024
702.0,,,,,,,,,0.108,101.9,1.07,0.023
705.0,,,,,,,,,0.108,99.4,1.09,0.023
708.0,,,,,,,,,0.109,101.0,1.1,0.024
711.0,,,,,,,,,0.11,102.3,1.09,0.023
714.0,,,,,,,,,0.111,104.0,1.09,0.023
717.0,,,,,,,,,0.111,105.4,1.07,0.023
720.0,,,,,,,,,0.112,104.3,1.07,0.023
723.0,,,,,,,,,0.113,105.3,1.09,0.022
726.0,,,,,,,,,0.113,105.2,1.08,0.023
729.0,,,,,,,,,0.113,105.6,1.09,0.022
732.0,,,,,,,,,0.113,105.9,1.11,0.023
735.0,,,,,,,,,0.114,107.6,1.07,0.022
738.0,,,,,,,,,0.114,108.8,1.1,0.022
741.0,,,,,,,,,0.114,109.2,1.1,0.022
744.0,,,,,,,,,0.115,108.5,1.11,0.022
747.0,,,,,,,,,0.115,109.3,1.11,0.022
750.0,,,,,,,,,0.115,113.2,1.1,0.022
753.0,,,,,,,,,0.116,111.6,1.1,0.022
756.0,,,,,,,,,0.116,111.3,1.11,0.022
759.0,,,,,,,,,0.116,112.3,1.12,0.022
762.0,,,,,,,,,0.117,113.7,1.11,0.022
765.0,,,,,,,,,0.118,114.4,1.1,0.022
768.0,,,,,,,,,0.119,115.7,1.1,0.021
771.0,,,,,,,,,0.119,114.9,1.12,0.021
774.0,,,,,,,,,0.119,116.4,1.12,0.021
777.0,,,,,,,,,0.119,117.9,1.13,0.022
780.0,,,,,,,,,0.119,118.8,1.12,0.022
783.0,,,,,,,,,0.12,118.0,1.14,0.022
786.0,,,,,,,,,0.121,119.7,1.14,0.021
789.0,,,,,,,,,0.123,121.1,1.13,0.021
792.0,,,,,,,,,0.123,123.1,1.14,0.021
795.0,,,,,,,,,0.124,122.3,1.13,0.021
798.0,,,,,,,,,0.124,123.5,1.13,0.021
801.0,,,,,,,,,0.124,124.4,1.14,0.021
804.0,,,,,,,,,0.125,124.7,1.11,0.021
807.0,,,,,,,,,0.126,124.6,1.14,0.021
810.0,,,,,,,,,0.126,130.3,1.17,0.021
813.0,,,,,,,,,0.126,129.5,1.13,0.021
816.0,,,,,,,,,0.126,130.3,1.15,0.021
819.0,,,,,,,,,0.126,129.6,1.17,0.021
822.0,,,,,,,,,0.126,132.1,1.17,0.021
825.0,,,,,,,,,0.127,133.0,1.16,0.021
828.0,,,,,,,,,0.128,133.7,1.15,0.021
831.0,,,,,,,,,0.128,133.0,1.16,0.021
834.0,,,,,,,,,0.129,135.1,1.17,0.021
837.0,,,,,,,,,0.129,137.3,1.16,0.021
840.0,,,,,,,,,0.13,138.0,1.19,0.021
843.0,,,,,,,,,0.13,137.7,1.19,0.021
846.0,,,,,,,,,0.13,139.0,1.17,0.021
849.0,,,,,,,,,0.129,138.7,1.17,0.021
852.0,,,,,,,,,0.13,138.8,1.19,0.021
855.0,,,,,,,,,0.13,140.0,1.2,0.021
858.0,,,,,,,,,0.13,140.7,1.2,0.021
861.0,,,,,,,,,0.13,141.6,1.18,0.021
864.0,,,,,,,,,0.129,141.4,1.21,0.021
867.0,,,,,,,,,0.129,142.0,1.22,0.021
870.0,,,,,,,,,0.13,143.5,1.21,0.021
873.0,,,,,,,,,0.13,145.4,1.21,0.021
876.0,,,,,,,,,0.129,146.0,1.22,0.021
879.0,,,,,,,,,0.129,144.0,1.24,0.021
882.0,,,,,,,,,0.128,146.3,1.24,0.021
885.0,,,,,,,,,0.128,147.2,1.24,0.021
888.0,,,,,,,,,0.128,147.3,1.25,0.022
891.0,,,,,,,,,0.128,148.0,1.26,0.021
894.0,,,,,,,,,0.128,148.7,1.25,0.021
897.0,,,,,,,,,0.127,148.9,1.26,0.022
900.0,,,,,,,,,0.126,148.0,1.28,0.022
903.0,,,,,,,,,0.126,148.9,1.28,0.022
906.0,,,,,,,,,0.126,148.9,1.27,0.022
909.0,,,,,,,,,0.126,150.3,1.31,0.022
912.0,,,,,,,,,0.126,150.7,1.27,0.022
915.0,,,,,,,,,0.126,151.0,1.31,0.021
918.0,,,,,,,,,0.125,151.7,1.29,0.022
921.0,,,,,,,,,0.125,151.6,1.28,0.021
924.0,,,,,,,,,0.125,151.0,1.32,0.021
927.0,,,,,,,,,0.125,154.0,1.27,0.021
930.0,,,,,,,,,0.125,151.9,1.31,0.021
933.0,,,,,,,,,0.124,152.3,1.31,0.021
936.0,,,,,,,,,0.124,153.1,1.3,0.021
939.0,,,,,,,,,0.123,152.9,1.31,0.021
942.0,,,,,,,,,0.123,152.2,1.29,0.021
945.0,,,,,,,,,0.123,151.7,1.29,0.021
948.0,,,,,,,,,0.122,151.3,1.33,0.021
951.0,,,,,,,,,0.122,151.7,1.32,0.021
954.0,,,,,,,,,0.121,151.9,1.34,0.021
957.0,,,,,,,,,0.12,151.4,1.33,0.021
960.0,,,,,,,,,0.12,151.9,1.33,0.022
963.0,,,,,,,,,0.119,150.8,1.33,0.022
966.0,,,,,,,,,0.118,148.7,1.35,0.022
969.0,,,,,,,,,0.116,150.3,1.35,0.022
972.0,,,,,,,,,0.116,149.4,1.34,0.022
975.0,,,,,,,,,0.115,147.0,1.36,0.022
978.0,,,,,,,,,0.114,147.0,1.4,0.022
981.0,,,,,,,,,0.113,149.2,1.36,0.023
984.0,,,,,,,,,0.112,149.0,1.37,0.023
987.0,,,,,,,,,0.111,145.9,1.4,0.023
990.0,,,,,,,,,0.11,146.4,1.42,0.023
993.0,,,,,,,,,0.11,147.0,1.39,0.023
996.0,,,,,,,,,0.108,147.8,1.43,0.024
999.0,,,,,,,,,0.107,145.6,1.42,0.024
1002.0,,,,,,,,,0.105,146.1,1.44,0.025
1005.0,,,,,,,,,0.103,142.8,1.44,0.025
1008.0,,,,,,,,,0.102,141.7,1.48,0.026
1011.0,,,,,,,,,0.101,141.2,1.49,0.026
1014.0,,,,,,,,,0.1,141.4,1.46,0.026
1017.0,,,,,,,,,0.098,139.4,1.46,0.027
1020.0,,,,,,,,,0.097,137.0,1.51,0.027
1023.0,,,,,,,,,0.095,134.8,1.52,0.027
1026.0,,,,,,,,,0.094,136.0,1.53,0.028
1029.0,,,,,,,,,0.094,137.0,1.49,0.028
1032.0,,,,,,,,,0.093,134.9,1.51,0.028
1035.0,,,,,,,,,0.092,133.3,1.5,0.028
1038.0,,,,,,,,,0.091,131.7,1.53,0.028
1041.0,,,,,,,,,0.089,130.4,1.52,0.029
1044.0,,,,,,,,,0.088,129.3,1.55,0.03
1047.0,,,,,,,,,0.087,128.1,1.53,0.03
1050.0,,,,,,,,,0.086,126.8,1.53,0.031
1053.0,,,,,,,,,0.084,123.5,1.56,0.031
1056.0,,,,,,,,,0.082,123.5,1.57,0.032
1059.0,,,,,,,,,0.081,123.2,1.57,0.033
1062.0,,,,,,,,,0.079,121.5,1.59,0.034
1065.0,,,,,,,,,0.078,118.2,1.58,0.035
1068.0,,,,,,,,,0.077,116.6,1.61,0.036
1071.0,,,,,,,,,0.075,115.8,1.57,0.036
1074.0,,,,,,,,,0.074,113.1,1.61,0.037
1077.0,,,,,,,,,0.072,112.0,1.61,0.038
1080.0,,,,,,,,,0.071,109.5,1.61,0.039
1083.0,,,,,,,,,0.069,107.5,1.6,0.04
1086.0,,,,,,,,,0.068,104.8,1.62,0.041
1089.0,,,,,,,,,0.066,102.4,1.61,0.043
1092.0,,,,,,,,,0.064,100.3,1.64,0.046
1095.0,,,,,,,,,0.063,99.9,1.68,0.047
1098.0,,,,,,,,,0.062,97.4,1.6,0.047
1101.0,,,,,,,,,0.06,96.1,1.6,0.051
1104.0,,,,,,,,,0.059,92.2,1.7,0.051
1107.0,,,,,,,,,0.058,90.8,1.7,0.051
1110.0,,,,,,,,,0.056,91.8,1.64,0.053
1113.0,,,,,,,,,0.055,88.4,1.68,0.056
1116.0,,,,,,,,,0.054,87.5,1.7,0.057
1119.0,,,,,,,,,0.052,85.3,1.7,0.059
1122.0,,,,,,,,,0.051,85.3,1.73,0.061
1125.0,,,,,,,,,0.049,81.0,1.77,0.066
1128.0,,,,,,,,,0.047,80.7,1.78,0.068
1131.0,,,,,,,,,0.046,78.3,1.8,0.071
1134.0,,,,,,,,,0.045,77.9,1.77,0.071
1137.0,,,,,,,,,0.044,75.7,1.81,0.073
1140.0,,,,,,,,,0.043,72.6,1.81,0.076
1143.0,,,,,,,,,0.042,71.9,1.84,0.081
1146.0,,,,,,,,,0.041,70.8,1.8,0.082
1149.0,,,,,,,,,0.04,68.3,1.83,0.084
1152.0,,,,,,,,,0.04,66.4,1.75,0.083
1155.0,,,,,,,,,0.039,65.0,1.81,0.087
1158.0,,,,,,,,,0.038,63.3,1.75,0.093
1161.0,,,,,,,,,0.038,61.7,1.77,0.097
1164.0,,,,,,,,,0.036,58.8,1.83,0.099
1167.0,,,,,,,,,0.035,58.3,1.87,0.105
1170.0,,,,,,,,,0.035,57.1,1.81,0.105
1173.0,,,,,,,,,0.034,57.2,1.9,0.117
1176.0,,,,,,,,,0.033,56.9,1.9,0.12
1179.0,,,,,,,,,0.032,57.1,1.87,0.122
1182.0,,,,,,,,,0.031,54.7,1.95,0.131
1185.0,,,,,,,,,0.031,53.9,1.9,0.143
1188.0,,,,,,,,,0.03,53.0,1.93,0.138
1191.0,,,,,,,,,0.03,52.7,1.96,0.138
1194.0,,,,,,,,,0.029,52.3,2.01,0.153
1197.0,,,,,,,,,0.028,50.7,2.07,0.157
1200.0,,,,,,,,,0.028,52.0,2.05,0.162
1203.0,,,,,,,,,0.027,52.1,1.99,0.165
1206.0,,,,,,,,,0.027,50.5,2.1,0.171
1209.0,,,,,,,,,0.027,49.9,2.11,0.171
1212.0,,,,,,,,,0.026,49.3,2.13,0.175
1215.0,,,,,,,,,0.026,48.8,2.19,0.173
1218.0,,,,,,,,,0.025,48.8,2.17,0.177
1221.0,,,,,,,,,0.025,49.1,2.12,0.184
1224.0,,,,,,,,,0.025,47.4,2.05,0.211
1227.0,,,,,,,,,0.026,46.3,2.02,0.212
1230.0,,,,,,,,,0.025,45.1,2.04,0.198
1233.0,,,,,,,,,0.025,45.2,2.03,0.199
1236.0,,,,,,,,,0.024,45.4,2.12,0.195
1239.0,,,,,,,,,0.024,44.7,2.16,0.209
1242.0,,,,,,,,,0.024,44.6,2.1,0.231
1245.0,,,,,,,,,0.024,44.6,2.09,0.221
1248.0,,,,,,,,,0.024,44.8,2.05,0.213
1251.0,,,,,,,,,0.024,44.5,2.13,0.233
1254.0,,,,,,,,,0.024,44.6,2.04,0.258
1257.0,,,,,,,,,0.023,44.7,2.09,0.237
1260.0,,,,,,,,,0.023,43.2,2.15,0.227
1263.0,,,,,,,,,0.022,42.1,2.2,0.25
1266.0,,,,,,,,,0.023,43.7,2.08,0.261
1269.0,,,,,,,,,0.023,43.4,2.15,0.245
1272.0,,,,,,,,,0.023,43.7,2.16,0.248
1275.0,,,,,,,,,0.023,43.2,1.99,0.247
1278.0,,,,,,,,,0.023,41.2,2.0,0.269
1281.0,,,,,,,,,0.022,39.6,2.1,0.298
1284.0,,,,,,,,,0.021,39.7,2.16,0.283
1287.0,,,,,,,,,0.021,39.5,2.27,0.309
1290.0,,,,,,,,,0.02,40.4,2.42,0.314
1293.0,,,,,,,,,0.02,42.1,2.41,0.316
1296.0,,,,,,,,,0.02,43.1,2.47,0.307
1299.0,,,,,,,,,0.02,43.6,2.42,0.293
1302.0,,,,,,,,,0.02,44.3,2.4,0.326
1305.0,,,,,,,,,0.02,43.1,2.35,0.341
1308.0,,,,,,,,,0.02,42.0,2.26,0.339
1311.0,,,,,,,,,0.02,39.9,2.22,0.327
1314.0,,,,,,,,,0.02,38.5,2.33,0.314
1317.0,,,,,,,,,0.019,40.2,2.36,0.34
1320.0,,,,,,,,,0.019,39.7,2.42,0.351
1323.0,,,,,,,,,0.019,40.0,2.34,0.355
1326.0,,,,,,,,,0.019,39.7,2.44,0.352
