Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.0017600000000000003,,,,,,,0.0,0.0,0.0
5.0,,-0.00792,,,,,,,0.0,0.0,0.0
10.0,,-0.0044,,,,,,,0.0,0.0,0.0
15.0,,-0.0044,,,,,,,0.0,0.0,0.0
20.0,,-0.0044,,,,,,,0.0,0.0,0.0
25.0,,0.0017600000000000003,,,,,,,0.0,0.0,0.0
30.0,,0.6556000000000001,,,,,,,0.0,0.0,0.0
35.0,,1.91576,,,,,,,0.0,0.0,0.0
40.0,,1.8594400000000002,,,,,,,0.0,0.0,0.0
45.0,,1.6632,,,,,,,0.0,0.0,0.0
50.0,,1.24608,,,,,,,0.0,0.0,0.0
55.0,,0.9037600000000001,,,,,,,0.0,0.0,0.0
60.0,,0.9785600000000001,,,,,,,0.014,8.92,0.72
65.0,,0.92928,,,,,,,0.033,3.53,0.304
70.0,,0.70224,,,,,,,0.044,2.32,0.185
75.0,,0.5931200000000001,,,,,,,0.046,2.01,0.149
80.0,,0.5825600000000001,,,,,,,0.048,1.85,0.127
85.0,,0.49544,,,,,,,0.046,1.74,0.124
90.0,,0.38016000000000005,,,,,,,0.023,3.08,0.209
95.0,,0.32912,,,,,,,0.027,2.39,0.166
100.0,,0.29128000000000004,,,,,,,0.051,1.16,0.084
105.0,,0.24552000000000002,,,,,,,0.029,1.84,0.159
110.0,,0.20592,,,,,,,0.002,183.25,17.981
115.0,,0.20064,,,,,,,0.005,175.55,16.042
120.0,,0.17512,,,,,,,0.025,1.86,0.158
125.0,,0.19360000000000002,,,,,,,0.041,1.11,0.101
130.0,,0.18128000000000002,,,,,,,0.026,1.7,0.162
135.0,,0.16720000000000002,,,,,,,0.001,166.89,16.519
140.0,,0.19096000000000002,,,,,,,0.003,174.96,15.558
145.0,,0.19448000000000001,,,,,,,0.025,1.92,0.151
150.0,,0.18216000000000002,,,,,,,0.03,1.54,0.143
155.0,,0.18304,,,,,,,0.017,2.76,0.249
160.0,,0.20416,,,,,,,0.009,5.28,0.413
165.0,,0.20768000000000003,,,,,,,0.006,7.79,0.619
170.0,,0.20768000000000003,,,,,,,0.009,5.62,0.497
175.0,,0.20768000000000003,,,,,,,0.014,3.59,0.327
180.0,,0.2068,,,,,,,0.015,3.32,0.248
185.0,,0.19360000000000002,,,,,,,0.018,2.82,0.238
190.0,,0.21736,,,,,,,0.019,2.68,0.226
195.0,,0.21296,,,,,,,0.015,3.5,0.27
200.0,,0.20768000000000003,,,,,,,0.012,4.14,0.305
205.0,,0.20504000000000003,,,,,,,0.013,3.92,0.309
210.0,,0.21736,,,,,,,0.01,5.34,0.443
215.0,,0.21912,,,,,,,0.026,1.98,0.159
220.0,,0.20416,,,,,,,0.036,1.43,0.115
