Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,0.2,0.0,0.0
6.0,,,,,,,,,0.0,1.4,0.0,0.0
12.0,,,,,,,,,0.0,0.0,0.0,0.0
18.0,,,,,,,,,0.0,1.5,0.0,0.0
24.0,,,,,,,,,0.0,14.9,0.0,0.0
30.0,,,,,,,,,0.0,214.8,0.0,0.0
36.0,,,,,,,,,0.0,102.2,0.0,0.0
42.0,,,,,,,,,0.0,61.4,0.0,0.0
48.0,,,,,,,,,0.0,46.8,0.0,0.0
54.0,,,,,,,,,0.0,39.9,0.0,0.0
60.0,,,,,,,,,0.0,50.0,0.0,0.0
66.0,,,,,,,,,0.0,55.1,0.0,0.0
72.0,,,,,,,,,0.009,55.1,8.75,0.206
78.0,,,,,,,,,0.016,49.6,4.61,0.067
84.0,,,,,,,,,0.022,44.7,3.28,0.058
90.0,,,,,,,,,0.022,42.7,3.07,0.063
96.0,,,,,,,,,0.019,39.8,3.3,0.06
102.0,,,,,,,,,0.017,36.5,3.67,0.085
108.0,,,,,,,,,0.016,36.0,3.78,0.111
114.0,,,,,,,,,0.016,36.9,3.63,0.077
120.0,,,,,,,,,0.014,33.3,4.26,0.111
126.0,,,,,,,,,0.014,34.6,4.37,0.139
132.0,,,,,,,,,0.015,34.3,3.84,0.077
138.0,,,,,,,,,0.014,30.4,4.11,0.107
144.0,,,,,,,,,0.012,31.4,4.89,0.129
150.0,,,,,,,,,0.013,31.3,4.49,0.146
156.0,,,,,,,,,0.015,31.0,3.72,0.143
162.0,,,,,,,,,0.013,29.2,4.35,0.141
168.0,,,,,,,,,0.011,29.6,5.03,0.152
174.0,,,,,,,,,0.013,28.6,4.26,0.134
180.0,,,,,,,,,0.013,28.9,4.31,0.132
186.0,,,,,,,,,0.012,28.6,4.39,0.104
192.0,,,,,,,,,0.012,27.4,4.72,0.134
198.0,,,,,,,,,0.012,30.4,4.5,0.111
204.0,,,,,,,,,0.013,27.5,4.31,0.135
210.0,,,,,,,,,0.01,27.6,5.33,0.133
216.0,,,,,,,,,0.011,29.1,4.86,0.138
222.0,,,,,,,,,0.015,28.0,3.67,0.107
228.0,,,,,,,,,0.013,28.3,4.06,0.154
234.0,,,,,,,,,0.012,27.3,4.62,0.179
240.0,,,,,,,,,0.014,28.5,3.8,0.106
246.0,,,,,,,,,0.014,28.0,3.88,0.107
252.0,,,,,,,,,0.01,29.1,5.39,0.171
258.0,,,,,,,,,0.009,28.0,5.84,0.173
264.0,,,,,,,,,0.013,29.1,4.09,0.126
270.0,,,,,,,,,0.013,27.4,4.1,0.139
276.0,,,,,,,,,0.009,28.4,5.75,0.182
282.0,,,,,,,,,0.012,28.5,4.36,0.162
288.0,,,,,,,,,0.014,28.3,3.81,0.131
294.0,,,,,,,,,0.012,29.0,4.74,0.176
300.0,,,,,,,,,0.013,28.3,4.33,0.136
306.0,,,,,,,,,0.013,27.2,4.06,0.136
312.0,,,,,,,,,0.01,26.7,5.16,0.179
318.0,,,,,,,,,0.01,28.2,5.34,0.178
324.0,,,,,,,,,0.013,28.9,4.05,0.165
330.0,,,,,,,,,0.015,28.4,3.78,0.155
336.0,,,,,,,,,0.013,26.9,4.09,0.131
342.0,,,,,,,,,0.012,27.1,4.46,0.163
348.0,,,,,,,,,0.011,28.6,4.75,0.196
354.0,,,,,,,,,0.013,24.8,4.19,0.141
360.0,,,,,,,,,0.013,27.9,4.25,0.116
366.0,,,,,,,,,0.011,25.9,5.01,0.162
372.0,,,,,,,,,0.013,27.7,4.11,0.164
378.0,,,,,,,,,0.013,26.7,4.42,0.153
384.0,,,,,,,,,0.009,27.4,6.07,0.239
390.0,,,,,,,,,0.011,25.1,4.83,0.121
396.0,,,,,,,,,0.014,27.0,3.99,0.16
402.0,,,,,,,,,0.013,26.4,4.33,0.165
408.0,,,,,,,,,0.013,26.7,4.33,0.166
414.0,,,,,,,,,0.011,26.6,4.93,0.164
420.0,,,,,,,,,0.01,25.7,5.32,0.22
426.0,,,,,,,,,0.012,25.2,4.59,0.173
