Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.024,,,,,,,0.0,0.0,0.0
3.0,,0.02,,,,,,,0.17,0.11,-0.002
6.0,,0.017,,,,,,,0.163,0.11,-0.002
9.0,,0.02,,,,,,,0.157,0.12,-0.002
12.0,,0.02,,,,,,,0.151,0.12,-0.002
15.0,,0.004,,,,,,,0.146,0.13,-0.002
18.0,,0.011000000000000001,,,,,,,0.142,0.14,0.0
21.0,,0.022000000000000002,,,,,,,0.138,0.15,0.007
24.0,,0.13699999999999998,,,,,,,0.134,0.43,0.013
27.0,,0.809,,,,,,,0.131,1.57,0.002
30.0,,1.835,,,,,,,0.128,2.43,-0.002
33.0,,2.6639999999999997,,,,,,,0.124,3.01,0.0
36.0,,3.21,,,,,,,0.122,3.34,0.002
39.0,,3.488,,,,,,,0.119,3.36,0.006
42.0,,3.325,,,,,,,0.116,2.98,0.011
45.0,,2.9010000000000002,,,,,,,0.113,2.59,0.016
48.0,,2.46,,,,,,,0.111,2.24,0.02
51.0,,2.197,,,,,,,0.109,2.13,0.022
54.0,,2.1109999999999998,,,,,,,0.107,2.12,0.024
57.0,,2.1390000000000002,,,,,,,0.105,2.19,0.027
60.0,,2.235,,,,,,,0.102,2.24,0.023
63.0,,2.247,,,,,,,0.101,2.22,0.019
66.0,,2.147,,,,,,,0.099,2.1,0.014
69.0,,1.96,,,,,,,0.093,2.01,0.005
72.0,,1.686,,,,,,,0.087,1.89,0.0
75.0,,1.412,,,,,,,0.083,1.71,-0.003
78.0,,1.17,,,,,,,0.08,1.56,0.0
81.0,,0.997,,,,,,,0.077,1.49,0.008
84.0,,0.913,,,,,,,0.074,1.47,0.012
87.0,,0.866,,,,,,,0.072,1.44,0.021
90.0,,0.821,,,,,,,0.071,1.44,0.025
93.0,,0.818,,,,,,,0.07,1.48,0.03
96.0,,0.8340000000000001,,,,,,,0.068,1.5,0.031
99.0,,0.813,,,,,,,0.067,1.51,0.031
102.0,,0.8390000000000001,,,,,,,0.067,1.59,0.03
105.0,,0.845,,,,,,,0.066,1.61,0.034
108.0,,0.848,,,,,,,0.066,1.61,0.037
111.0,,0.8490000000000001,,,,,,,0.066,1.6,0.035
114.0,,0.848,,,,,,,0.067,1.57,0.031
117.0,,0.843,,,,,,,0.067,1.57,0.03
120.0,,0.851,,,,,,,0.068,1.56,0.029
123.0,,0.851,,,,,,,0.069,1.55,0.028
126.0,,0.843,,,,,,,0.07,1.52,0.03
129.0,,0.836,,,,,,,0.07,1.52,0.028
132.0,,0.835,,,,,,,0.071,1.46,0.025
135.0,,0.8109999999999999,,,,,,,0.073,1.4,0.022
138.0,,0.823,,,,,,,0.074,1.41,0.02
141.0,,0.8109999999999999,,,,,,,0.076,1.39,0.019
144.0,,0.818,,,,,,,0.078,1.33,0.02
147.0,,0.8200000000000001,,,,,,,0.079,1.31,0.018
150.0,,0.821,,,,,,,0.081,1.28,0.018
153.0,,0.831,,,,,,,0.082,1.28,0.019
156.0,,0.812,,,,,,,0.084,1.24,0.021
159.0,,0.8240000000000001,,,,,,,0.084,1.23,0.023
162.0,,0.8270000000000001,,,,,,,0.085,1.25,0.022
165.0,,0.8390000000000001,,,,,,,0.087,1.23,0.021
168.0,,0.858,,,,,,,0.088,1.26,0.02
171.0,,0.888,,,,,,,0.09,1.27,0.017
174.0,,0.927,,,,,,,0.091,1.33,0.014
177.0,,0.975,,,,,,,0.091,1.38,0.01
180.0,,1.0590000000000002,,,,,,,0.092,1.47,0.008
183.0,,1.1320000000000001,,,,,,,0.091,1.54,0.004
186.0,,1.188,,,,,,,0.091,1.63,0.0
189.0,,1.2990000000000002,,,,,,,0.091,1.75,0.0
192.0,,1.3900000000000001,,,,,,,0.09,1.85,0.0
195.0,,1.4669999999999999,,,,,,,0.09,1.91,0.0
198.0,,1.591,,,,,,,0.09,2.06,0.0
201.0,,1.683,,,,,,,0.09,2.11,0.004
204.0,,1.774,,,,,,,0.089,2.2,0.007
207.0,,1.837,,,,,,,0.088,2.25,0.008
210.0,,1.8430000000000002,,,,,,,0.087,2.26,0.009
213.0,,1.837,,,,,,,0.087,2.21,0.007
216.0,,1.8019999999999998,,,,,,,0.086,2.21,0.008
219.0,,1.7680000000000002,,,,,,,0.085,2.18,0.006
222.0,,1.692,,,,,,,0.083,2.12,0.006
225.0,,1.6219999999999999,,,,,,,0.082,2.06,0.004
228.0,,1.551,,,,,,,0.08,2.05,0.0
231.0,,1.495,,,,,,,0.078,2.06,0.0
234.0,,1.449,,,,,,,0.076,2.03,0.0
237.0,,1.422,,,,,,,0.075,2.02,0.0
240.0,,1.413,,,,,,,0.073,2.06,0.0
243.0,,1.429,,,,,,,0.072,2.11,0.0
246.0,,1.42,,,,,,,0.07,2.09,-0.005
249.0,,1.431,,,,,,,0.068,2.16,-0.005
252.0,,1.451,,,,,,,0.066,2.24,-0.005
255.0,,1.453,,,,,,,0.065,2.25,-0.006
258.0,,1.48,,,,,,,0.063,2.33,-0.006
261.0,,1.521,,,,,,,0.062,2.45,-0.004
264.0,,1.551,,,,,,,0.061,2.49,-0.004
267.0,,1.58,,,,,,,0.06,2.55,-0.004
270.0,,1.5919999999999999,,,,,,,0.059,2.59,0.0
273.0,,1.608,,,,,,,0.058,2.63,0.0
276.0,,1.58,,,,,,,0.057,2.68,0.0
279.0,,1.567,,,,,,,0.055,2.72,0.0
282.0,,1.5719999999999998,,,,,,,0.053,2.85,0.0
285.0,,1.594,,,,,,,0.051,3.0,0.0
288.0,,1.588,,,,,,,0.05,2.98,0.0
291.0,,1.561,,,,,,,0.05,3.01,0.0
294.0,,1.517,,,,,,,0.049,2.95,0.0
297.0,,1.473,,,,,,,0.049,2.93,0.0
300.0,,1.445,,,,,,,0.048,2.91,0.0
303.0,,1.426,,,,,,,0.047,2.95,0.0
306.0,,1.387,,,,,,,0.046,2.92,0.0
309.0,,1.3559999999999999,,,,,,,0.045,2.92,0.0
312.0,,1.34,,,,,,,0.045,2.94,-0.004
315.0,,1.3090000000000002,,,,,,,0.044,2.95,-0.006
318.0,,1.2770000000000001,,,,,,,0.043,2.93,-0.008
321.0,,1.264,,,,,,,0.042,2.99,-0.008
324.0,,1.253,,,,,,,0.041,3.02,-0.01
327.0,,1.227,,,,,,,0.04,3.0,-0.013
330.0,,1.196,,,,,,,0.039,3.06,-0.013
333.0,,1.185,,,,,,,0.038,3.13,-0.012
336.0,,1.1440000000000001,,,,,,,0.037,3.09,-0.012
339.0,,1.122,,,,,,,0.036,3.12,-0.011
342.0,,1.115,,,,,,,0.036,3.11,-0.009
345.0,,1.098,,,,,,,0.035,3.14,-0.006
348.0,,1.081,,,,,,,0.035,3.1,-0.006
351.0,,1.041,,,,,,,0.034,3.13,-0.007
354.0,,1.0470000000000002,,,,,,,0.034,3.16,0.0
357.0,,1.0290000000000001,,,,,,,0.033,3.2,0.0
360.0,,1.011,,,,,,,0.032,3.23,0.0
363.0,,1.0090000000000001,,,,,,,0.032,3.25,0.0
366.0,,0.9870000000000001,,,,,,,0.032,3.24,0.0
369.0,,0.97,,,,,,,0.031,3.23,0.0
372.0,,0.9520000000000001,,,,,,,0.03,3.23,0.0
375.0,,0.92,,,,,,,0.03,3.24,0.0
378.0,,0.919,,,,,,,0.029,3.3,0.011
381.0,,0.8940000000000001,,,,,,,0.028,3.36,0.013
384.0,,0.898,,,,,,,0.028,3.35,0.02
387.0,,0.882,,,,,,,0.027,3.35,0.024
390.0,,0.845,,,,,,,0.027,3.26,0.027
393.0,,0.8270000000000001,,,,,,,0.026,3.31,0.025
396.0,,0.8059999999999999,,,,,,,0.026,3.31,0.023
399.0,,0.779,,,,,,,0.025,3.32,0.021
402.0,,0.747,,,,,,,0.024,3.27,0.021
405.0,,0.72,,,,,,,0.024,3.35,0.031
