Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,54.0,,,,,,,,,,,,,
5.0,54.0,,,,,,,,,,,,,
10.0,55.7,,,,,,,,,,,,,
15.0,57.3,,,,,,,,,,,,,
20.0,58.4,,,,,,,,,,,,,
25.0,51.9,,,,,,,,,,,,,
30.0,52.0,,,,,,,,,,,,,
35.0,51.8,,,,,,,,,,,,,
39.9,51.6,,,,,,,,,,,,,
45.0,53.2,,,,,,,,,,,,,
50.0,54.9,,,,,,,,,,,,,
54.9,51.5,,,,,,,,,,,,,
60.0,51.3,,,,,,,,,,,,,
65.0,51.0,,,,,,,,,,,,,
70.0,51.0,,,,,,,,,,,,,
75.0,50.7,,,,,,,,,,,,,
79.9,50.5,,,,,,,,,,,,,
85.0,50.3,,,,,,,,,,,,,
90.0,50.0,,,,,,,,,,,,,
94.9,49.8,,,,,,,,,,,,,
100.0,49.8,,,,,,,,,,,,,
105.0,49.6,,,,,,,,,,,,,
110.0,49.4,,,,,,,,,,,,,
115.0,49.2,,,,,,,,,,,,,
120.0,49.1,,,,,,,,,,,,,
125.0,49.0,,,,,,,,,,,,,
130.0,48.8,,,,,,,,,,,,,
135.0,48.5,,,,,,,,,,,,,
140.0,48.3,,,,,,,,,,,,,
145.0,48.2,,,,,,,,,,,,,
150.0,48.1,,,,,,,,,,,,,
155.0,48.0,,,,,,,,,,,,,
160.0,47.7,,,,,,,,,,,,,
164.9,47.6,,,,,,,,,,,,,
170.0,47.4,,,,,,,,,,,,,
175.0,47.2,,,,,,,,,,,,,
180.0,47.0,,,,,,,,,,,,,
185.0,46.8,0.063,,,,,,,844.0,1.01,0.0085,1.001,0.0554,
190.0,46.3,0.632,,,,,,,941.0,1.14,0.0062,0.7576,0.0745,
195.0,45.5,1.855,,,,,,,1038.0,0.98,0.0281,0.5967,0.0836,
200.0,44.9,2.57,,,,,,,1135.0,0.84,0.0257,0.5217,0.0813,
204.9,44.1,2.707,,,,,,,1231.0,0.82,0.0573,0.5056,0.0702,
210.0,43.4,2.539,,,,,,,1328.0,0.78,0.0594,0.5069,0.0739,
215.0,42.7,2.386,,,,,,,1426.0,0.79,0.0888,0.5111,0.0683,
220.0,42.1,2.233,,,,,,,1409.0,0.8,0.0957,0.5328,0.0721,
225.0,41.5,2.106,,,,,,,1380.0,0.76,0.1104,0.5046,0.0715,
230.0,41.0,1.961,,,,,,,1349.0,0.73,0.1152,0.4926,0.0639,
234.9,40.4,1.821,,,,,,,1304.0,0.73,0.1175,0.5179,0.0621,
240.0,39.9,1.6880000000000002,,,,,,,1279.0,0.7,0.1237,0.5055,0.0646,
245.0,39.4,1.5990000000000002,,,,,,,1242.0,0.74,0.1252,0.5244,0.0575,
250.0,39.0,1.531,,,,,,,1204.0,0.75,0.1318,0.5722,0.0532,
255.0,38.6,1.455,,,,,,,1158.0,0.77,0.1312,0.5407,0.0518,
260.0,38.2,1.41,,,,,,,1125.0,0.7,0.131,0.5319,0.0461,
265.0,37.8,1.361,,,,,,,1091.0,0.73,0.1302,0.5598,0.0485,
269.9,37.4,1.278,,,,,,,1073.0,0.72,0.1353,0.5019,0.0473,
275.0,37.0,1.239,,,,,,,1049.0,0.76,0.131,0.4991,0.0423,
279.9,36.7,1.223,,,,,,,1018.0,0.81,0.1453,0.5483,0.0446,
285.0,36.3,1.193,,,,,,,997.0,0.78,0.1389,0.5472,0.0421,
