Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,,,,
5.0,,,,,,,,,0.0,0.2,0.0,0.0
10.0,,,,,,,,,0.0,-0.2,0.0,0.0
15.0,,,,,,,,,0.0,0.5,0.0,0.0
20.0,,,,,,,,,0.0,1.2,0.0,0.0
25.0,,,,,,,,,0.0,1.4,0.0,0.0
30.0,,,,,,,,,0.0,1.2,0.0,0.0
35.0,,,,,,,,,0.0,0.9,0.0,0.0
40.0,,,,,,,,,0.0,2.1,0.0,0.0
45.0,,,,,,,,,0.0,0.5,0.0,0.0
50.0,,,,,,,,,0.0,0.7,0.0,0.0
55.0,,,,,,,,,0.0,0.0,0.0,0.0
60.0,,,,,,,,,0.0,0.5,0.0,0.0
65.0,,,,,,,,,0.003,0.5,82.09,2.694
70.0,,,,,,,,,0.008,1.6,2.79,0.112
75.0,,,,,,,,,0.011,0.5,2.1,0.095
80.0,,,,,,,,,0.01,0.5,2.4,0.125
85.0,,,,,,,,,0.01,0.5,2.4,0.032
90.0,,,,,,,,,0.01,0.0,2.46,0.145
95.0,,,,,,,,,0.01,-0.2,2.34,0.0
100.0,,,,,,,,,0.006,-0.5,3.5,0.131
105.0,,,,,,,,,0.002,0.5,82.4,3.322
110.0,,,,,,,,,,,,
115.0,,,,,,,,,,,,
120.0,,,,,,,,,,,,
125.0,,,,,,,,,,,,
130.0,,,,,,,,,,,,
