Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.009000000000000001,,,,,,,0.0,0.0,0.0
3.0,,-0.004,,,,,,,0.0,0.0,0.0
6.0,,-0.011000000000000001,,,,,,,0.0,0.0,0.0
9.0,,0.004,,,,,,,0.093,0.19,-0.006
12.0,,0.038,,,,,,,0.093,0.26,-0.002
15.0,,0.368,,,,,,,0.092,0.86,0.008
18.0,,1.351,,,,,,,0.091,2.28,0.041
21.0,,2.926,,,,,,,0.089,3.96,0.065
24.0,,4.381,,,,,,,0.087,4.8,0.067
27.0,,4.91,,,,,,,0.087,4.55,0.049
30.0,,4.446000000000001,,,,,,,0.087,3.81,0.034
33.0,,3.677,,,,,,,0.087,3.27,0.027
36.0,,3.0810000000000004,,,,,,,0.086,2.94,0.021
39.0,,2.6380000000000003,,,,,,,0.086,2.65,0.018
42.0,,2.315,,,,,,,0.085,2.47,0.014
45.0,,2.105,,,,,,,0.084,2.33,0.012
48.0,,1.949,,,,,,,0.084,2.23,0.01
51.0,,1.8840000000000001,,,,,,,0.084,2.2,0.009
54.0,,1.869,,,,,,,0.083,2.22,0.009
57.0,,1.8390000000000002,,,,,,,0.082,2.21,0.009
60.0,,1.826,,,,,,,0.082,2.23,0.01
63.0,,1.8119999999999998,,,,,,,0.081,2.24,0.009
66.0,,1.7830000000000001,,,,,,,0.08,2.21,0.008
69.0,,1.713,,,,,,,0.08,2.19,0.008
72.0,,1.666,,,,,,,0.079,2.18,0.006
75.0,,1.6340000000000001,,,,,,,0.078,2.2,0.006
78.0,,1.58,,,,,,,0.076,2.15,0.005
81.0,,1.574,,,,,,,0.075,2.24,0.003
84.0,,1.551,,,,,,,0.074,2.18,0.003
87.0,,1.547,,,,,,,0.073,2.24,0.004
90.0,,1.5419999999999998,,,,,,,0.073,2.2,0.0
93.0,,1.486,,,,,,,0.072,2.14,0.0
96.0,,1.439,,,,,,,0.071,2.12,0.0
99.0,,1.3719999999999999,,,,,,,0.07,2.05,0.0
102.0,,1.296,,,,,,,0.069,2.03,0.004
