Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
135.0,,1.112,,,,,,,860.34,0.059000000000000004,1.32,0.018,0.7872,0.0116,0.0
140.0,,1.171,,,,,,,765.17,0.0647,1.26,0.0149,0.8161,0.01,0.0001
145.0,,1.216,,,,,,,715.28,0.0745,1.13,0.0178,0.7442,0.0083,0.0
150.0,,1.2919999999999998,,,,,,,837.25,0.0722,1.23,0.0164,0.7864,0.0103,0.0
155.0,,1.377,,,,,,,1063.25,0.067,1.34,0.0143,0.828,0.012,0.0001
160.0,,1.431,,,,,,,962.38,0.0751,1.25,0.0169,0.7887,0.0134,0.0
165.0,,1.496,,,,,,,990.06,0.0824,1.16,0.0144,0.8012,0.0137,0.0
170.0,,1.571,,,,,,,1059.79,0.08310000000000001,1.19,0.0069,0.9139,0.0165,0.0001
175.0,,1.62,,,,,,,979.88,0.0954,1.14,0.0071,0.8965,0.0147,0.0
180.0,,1.7269999999999999,,,,,,,937.54,0.1142,1.03,0.0114,0.8226,0.0173,0.0
185.0,,1.933,,,,,,,1126.51,0.115,1.08,0.0088,0.8615,0.0348,0.0
190.0,,2.142,,,,,,,1261.3,0.12460000000000002,1.02,0.0101,0.8551,0.0412,0.0
195.0,,2.294,,,,,,,1131.9,0.15130000000000002,0.89,0.0146,0.7444,0.0387,0.0
200.0,,2.4490000000000003,,,,,,,1178.36,0.1624,0.86,0.0189,0.7101,0.0469,0.0
205.0,,2.632,,,,,,,1251.65,0.16670000000000001,0.85,0.015,0.7626,0.0525,0.0
210.0,,2.7689999999999997,,,,,,,1298.75,0.1739,0.84,0.0197,0.7359,0.0573,0.0
215.0,,2.862,,,,,,,1345.96,0.18309999999999998,0.8,0.0212,0.7014,0.0708,0.0
220.0,,2.969,,,,,,,1334.34,0.1981,0.75,0.0278,0.6385,0.0627,0.0
225.0,,3.0360000000000005,,,,,,,1374.29,0.2005,0.72,0.0268,0.6478,0.0702,0.0
230.0,,3.045,,,,,,,1486.0,0.1905,0.8,0.0297,0.6711,0.0755,0.0
235.0,,3.031,,,,,,,1460.78,0.1907,0.77,0.0238,0.7374,0.0593,0.0
240.0,,3.112,,,,,,,1352.28,0.19579999999999997,0.77,0.0266,0.7179,0.0625,0.0
245.0,,3.0530000000000004,,,,,,,1400.56,0.1997,0.75,0.0287,0.6905,0.074,0.0
250.0,,3.114,,,,,,,1406.85,0.1967,0.75,0.0334,0.6582,0.0654,0.0
255.0,,3.095,,,,,,,1428.04,0.192,0.75,0.0337,0.6628,0.0718,0.0
260.0,,3.067,,,,,,,1500.38,0.1907,0.75,0.0374,0.6319,0.0714,0.0
265.0,,3.025,,,,,,,1522.61,0.17920000000000003,0.78,0.0387,0.646,0.0673,0.0
270.0,,2.919,,,,,,,1461.78,0.1645,0.81,0.0395,0.6572,0.057,0.0
275.0,,2.7710000000000004,,,,,,,1419.66,0.1582,0.81,0.0407,0.6622,0.0506,0.0
280.0,,2.6610000000000005,,,,,,,1449.14,0.14250000000000002,0.87,0.0311,0.7411,0.0626,0.0
285.0,,2.524,,,,,,,1505.21,0.1322,0.96,0.0269,0.7924,0.0632,0.0
290.0,,2.5,,,,,,,1331.89,0.1429,0.88,0.0304,0.7166,0.051,0.0
295.0,,2.503,,,,,,,1325.96,0.1385,0.87,0.0314,0.7155,0.0509,0.0
300.0,,2.459,,,,,,,1494.56,0.1211,0.99,0.0222,0.802,0.0488,0.0
305.0,,2.345,,,,,,,1473.5,0.11449999999999999,1.04,0.0222,0.815,0.0434,0.0
310.0,,2.295,,,,,,,1438.25,0.1118,1.04,0.0236,0.781,0.041,0.0
315.0,,2.233,,,,,,,1403.42,0.106,1.1,0.0162,0.8589,0.0349,0.0
320.0,,2.18,,,,,,,1384.28,0.10650000000000001,1.17,0.0129,0.872,0.0294,0.0
325.0,,2.218,,,,,,,1366.65,0.1142,1.07,0.0194,0.7938,0.0318,0.0
330.0,,2.3280000000000003,,,,,,,1320.39,0.115,1.02,0.0176,0.7945,0.0377,0.0
335.0,,2.292,,,,,,,1497.23,0.1054,1.13,0.0123,0.8701,0.0464,0.0
340.0,,2.254,,,,,,,1519.18,0.1002,1.14,0.0111,0.8808,0.0339,0.0
345.0,,2.2390000000000003,,,,,,,1439.89,0.1032,1.07,0.0166,0.8176,0.0369,0.0
350.0,,2.193,,,,,,,1500.63,0.09970000000000001,1.07,0.0171,0.8155,0.0351,0.0
355.0,,2.1,,,,,,,1610.06,0.09,1.19,0.0103,0.8996,0.0363,0.0
360.0,,2.024,,,,,,,1593.73,0.0836,1.28,0.0025,0.9766,0.0297,0.0
365.0,,1.999,,,,,,,1541.94,0.0844,1.27,0.0079,0.9243,0.0326,0.0
370.0,,1.959,,,,,,,1487.83,0.0808,1.3,0.0093,0.9074,0.0262,0.0
375.0,,1.935,,,,,,,1396.41,0.08130000000000001,1.28,0.0089,0.911,0.0225,0.0
380.0,,1.8800000000000001,,,,,,,1342.14,0.085,1.21,0.0127,0.8528,0.0214,0.0
385.0,,1.859,,,,,,,1567.88,0.0701,1.43,0.0,1.0125,0.0275,0.0
390.0,,1.79,,,,,,,1546.25,0.0681,1.47,0.0,1.0021,0.0282,0.0
395.0,,1.7730000000000001,,,,,,,1284.5,0.0779,1.3,0.0123,0.8561,0.0218,0.0
400.0,,1.761,,,,,,,1356.25,0.0707,1.43,0.0033,0.9626,0.0192,0.0
405.0,,1.752,,,,,,,1427.3,0.0663,1.49,0.0,1.0589,0.0235,0.0
410.0,,1.72,,,,,,,1272.43,0.0736,1.36,0.004,0.9501,0.017,0.0
415.0,,1.695,,,,,,,1242.17,0.0718,1.38,0.0098,0.8806,0.0185,0.0
420.0,,1.691,,,,,,,1432.64,0.0639,1.52,0.0,1.0075,0.02,0.0001
425.0,,1.675,,,,,,,1323.9,0.06570000000000001,1.46,0.0064,0.9248,0.0156,0.0
430.0,,1.621,,,,,,,1298.15,0.0641,1.45,0.001,0.9877,0.0149,0.0001
435.0,,1.615,,,,,,,1456.89,0.058499999999999996,1.57,0.0,1.0625,0.0194,0.0
440.0,,1.581,,,,,,,1416.27,0.0592,1.54,0.0,1.048,0.0206,0.0
445.0,,1.5690000000000002,,,,,,,1343.73,0.059500000000000004,1.54,0.0,1.0333,0.0149,0.0
450.0,,1.5490000000000002,,,,,,,1372.27,0.0545,1.69,0.0,1.1037,0.0145,0.0
455.0,,1.537,,,,,,,1351.55,0.05280000000000001,1.71,0.0,1.142,0.0141,0.0001
460.0,,1.5430000000000001,,,,,,,1230.15,0.0579,1.6,0.0,1.0079,0.0135,0.0
465.0,,1.546,,,,,,,1158.43,0.0617,1.58,0.0,1.0057,0.0124,0.0
470.0,,1.524,,,,,,,1289.51,0.054400000000000004,1.73,0.0,1.0655,0.0127,0.0
475.0,,1.5390000000000001,,,,,,,1489.15,0.0455,2.0,0.0,1.2209,0.0145,0.0
480.0,,1.556,,,,,,,1410.61,0.050300000000000004,1.85,0.0,1.1793,0.013,0.0001
485.0,,1.521,,,,,,,1320.13,0.051500000000000004,1.81,0.0,1.1208,0.0109,0.0
490.0,,1.541,,,,,,,1248.81,0.052000000000000005,1.77,0.0,1.0797,0.011,0.0001
495.0,,1.512,,,,,,,1187.05,0.0521,1.78,0.0,1.0748,0.0123,0.0
500.0,,1.496,,,,,,,1295.54,0.0461,1.98,0.0,1.3011,0.0107,0.0
505.0,,1.4980000000000002,,,,,,,1210.96,0.050199999999999995,1.87,0.0,1.0744,0.0094,0.0001
510.0,,1.472,,,,,,,1219.61,0.050499999999999996,1.84,0.0,1.0489,0.009,0.0
515.0,,1.499,,,,,,,1321.0,0.0463,2.04,0.0,1.1309,0.0092,0.0001
520.0,,1.485,,,,,,,1197.59,0.049100000000000005,1.94,0.0,1.0537,0.0093,0.0
525.0,,1.4909999999999999,,,,,,,1244.94,0.045899999999999996,2.05,0.0,1.1509,0.0089,0.0
530.0,,1.482,,,,,,,1399.78,0.04,2.36,0.0,1.3823,0.0107,0.0001
535.0,,1.4909999999999999,,,,,,,1244.74,0.04650000000000001,2.04,0.0,1.2299,0.0101,0.0
540.0,,1.482,,,,,,,1093.64,0.0552,1.7,0.0,1.0604,0.0065,0.0
545.0,,1.4709999999999999,,,,,,,1075.27,0.0521,1.82,0.0,1.1484,0.0079,0.0
550.0,,1.502,,,,,,,1435.77,0.0418,2.29,0.0,1.375,0.0084,0.0001
555.0,,1.502,,,,,,,1344.92,0.0429,2.22,0.0,1.2279,0.0098,0.0
560.0,,1.5350000000000001,,,,,,,1156.08,0.050800000000000005,1.79,0.0005,0.9835,0.0069,0.0001
565.0,,1.496,,,,,,,1263.97,0.044800000000000006,2.09,0.0,1.21,0.0095,0.0
570.0,,1.4909999999999999,,,,,,,1641.27,0.0356,2.59,0.0,1.4579,0.0091,0.0
575.0,,1.485,,,,,,,1331.68,0.0398,2.2,0.0,1.2975,0.0076,0.0
580.0,,1.446,,,,,,,1145.5,0.04820000000000001,1.83,0.0,1.0419,0.006,0.0
585.0,,1.462,,,,,,,1053.36,0.0488,1.8,0.0,0.9997,0.0061,0.0
590.0,,1.432,,,,,,,1069.27,0.047,1.81,0.0,1.0453,0.0059,0.0
595.0,,1.4369999999999998,,,,,,,1202.81,0.0418,1.97,0.0,1.1766,0.0061,0.0001
600.0,,1.368,,,,,,,1446.85,0.031400000000000004,2.57,0.0,1.5561,0.0077,0.0
605.0,,1.3530000000000002,,,,,,,1627.43,0.027700000000000002,2.87,0.0,1.6691,0.0077,0.0001
610.0,,1.2919999999999998,,,,,,,1245.7,0.032,2.41,0.0,1.395,0.0071,0.0
615.0,,1.266,,,,,,,1104.36,0.0337,2.21,0.0,1.236,0.0063,0.0001
620.0,,1.201,,,,,,,1076.75,0.0342,2.13,0.0,1.1575,0.0059,0.0001
625.0,,1.163,,,,,,,955.85,0.035,2.06,0.0001,0.9983,0.0053,0.0
630.0,,1.105,,,,,,,851.18,0.031000000000000003,2.26,0.0,1.0773,0.0065,0.0001
635.0,,1.057,,,,,,,795.24,0.028399999999999998,2.39,0.0,1.104,0.006,0.0001
640.0,,1.01,,,,,,,634.04,0.030600000000000002,2.15,0.0043,0.8849,0.0054,0.0001
645.0,,0.937,,,,,,,718.24,0.026400000000000003,2.42,0.002,0.9546,0.0062,0.0
650.0,,0.89,,,,,,,632.76,0.0248,2.46,0.0025,0.9477,0.0066,0.0
655.0,,0.841,,,,,,,492.67,0.026099999999999998,2.35,0.003,0.933,0.0067,0.0
660.0,,0.7909999999999999,,,,,,,324.53,0.0201,2.91,0.0,1.079,0.0109,0.0002
665.0,,0.742,,,,,,,386.71,0.0192,2.87,0.0,1.039,0.0133,0.0
670.0,,0.7090000000000001,,,,,,,227.47,0.0227,2.38,0.0322,0.7516,0.0125,0.0001
675.0,,0.6509999999999999,,,,,,,0.0,0.02,2.49,0.0288,0.7162,0.0174,0.0001
680.0,,0.609,,,,,,,14.84,0.019,2.53,0.0577,0.6197,0.0193,0.0001
685.0,,0.5770000000000001,,,,,,,0.0,0.0255,1.75,0.0814,0.282,0.0174,0.0
690.0,,0.557,,,,,,,6.86,0.025400000000000002,1.7,0.1291,0.2444,0.0183,0.0
695.0,,0.519,,,,,,,21.56,0.0225,1.89,0.1462,0.2467,0.0236,0.0
700.0,,0.505,,,,,,,0.0,0.02,2.11,0.2362,0.1903,0.0257,0.0
705.0,,0.488,,,,,,,0.0,0.010900000000000002,3.9,0.2275,0.578,0.0425,0.0
710.0,,0.48600000000000004,,,,,,,0.0,0.0059,7.28,0.1589,0.8686,0.0813,0.0
715.0,,0.47600000000000003,,,,,,,0.0,0.0211,2.04,0.2858,0.151,0.017,0.0001
720.0,,0.47600000000000003,,,,,,,0.0,0.0294,1.44,0.2226,0.0976,0.0104,0.0
725.0,,0.452,,,,,,,0.0,0.0257,1.71,0.2808,0.0515,0.0105,0.0001
730.0,,0.449,,,,,,,0.0,0.0144,2.99,0.3615,0.3187,0.0172,0.0002
735.0,,0.438,,,,,,,0.0,0.0159,2.82,0.2732,0.4276,0.0139,0.0
740.0,,0.43200000000000005,,,,,,,0.0,0.0122,3.62,0.2729,0.5315,0.016,0.0001
745.0,,0.42100000000000004,,,,,,,0.0,0.013300000000000001,3.42,0.2578,0.5195,0.0129,0.0002
750.0,,0.423,,,,,,,0.0,0.0168,2.69,0.1935,0.4825,0.0134,0.0
755.0,,0.40700000000000003,,,,,,,0.0,0.0195,2.26,0.2385,0.2592,0.0129,0.0
760.0,,0.405,,,,,,,0.0,0.0102,4.24,0.232,0.5813,0.022,0.0004
765.0,,0.39799999999999996,,,,,,,19.69,0.0148,2.91,0.2301,0.3972,0.0133,0.0
770.0,,0.401,,,,,,,11.56,0.0117,3.03,0.211,0.5152,0.0142,0.0
775.0,,0.387,,,,,,,0.0,0.0098,4.55,0.3125,0.3937,0.0194,0.0005
780.0,,0.375,,,,,,,0.0,0.0147,3.01,0.297,0.0409,0.0122,0.0001
785.0,,0.394,,,,,,,0.0,0.0173,2.48,0.2409,0.0826,0.0093,0.0001
790.0,,0.368,,,,,,,0.0,0.0202,2.19,0.1941,0.0,0.0058,0.0
795.0,,0.36100000000000004,,,,,,,0.0,0.0199,2.28,0.1975,0.0,0.005,0.0002
800.0,,0.36200000000000004,,,,,,,0.0,0.010700000000000001,4.2,0.3096,0.0,0.0084,0.0004
805.0,,0.364,,,,,,,0.0,0.013000000000000001,3.43,0.2539,0.0,0.0064,0.0
810.0,,0.342,,,,,,,22.66,0.0191,2.34,0.1246,0.1193,0.0045,0.0
815.0,,0.35700000000000004,,,,,,,0.0,0.0113,3.9,0.2375,0.0,0.0077,0.0
820.0,,0.35600000000000004,,,,,,,0.0,0.0096,4.44,0.2418,0.0,0.0102,0.0004
825.0,,0.344,,,,,,,0.0,0.015300000000000001,2.82,0.1244,0.1803,0.0059,0.0001
830.0,,0.336,,,,,,,56.04,0.0096,4.41,0.1918,0.1173,0.0083,0.0
835.0,,0.324,,,,,,,0.0,0.0073,5.82,0.1846,0.3499,0.0104,0.0
840.0,,0.32799999999999996,,,,,,,0.0,0.013200000000000002,3.11,0.102,0.2643,0.0049,0.0001
845.0,,0.331,,,,,,,43.78,0.0129,,,,,
