Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
245.0,,1.5619999999999998,,,,,,,443.0,0.0861,,,1.1952,0.0198,
250.0,,1.6,,,,,,,469.0,0.0886999999999999,,,1.2366,0.0208,
255.0,,1.557,,,,,,,505.0,0.0886,,,,0.025,
260.0,,1.681,,,,,,,556.0,0.0986,,,,0.0395,
265.0,,1.785,,,,,,,579.0,0.1066,,,,0.0427,
270.0,,1.935,,,,,,,615.0,0.1135,,,,,
275.0,,2.124,,,,,,,646.0,0.1147,,,,,
280.0,,2.196,,,,,,,678.0,0.1043999999999999,,,,,
285.0,,2.289,,,,,,,729.0,0.0915,,,,,
290.0,,2.115,,,,,,,749.0,0.0983,,,,,
295.0,,1.916,,,,,,,807.0,0.0762,,,,,
300.0,,1.6330000000000002,,,,,,,887.0,0.0633,,,,,
305.0,,1.338,,,,,,,920.0,0.0432,,,,,
310.0,,1.096,,,,,,,931.0,0.0269,,,,,
315.0,,0.866,,,,,,,877.0,0.0237,,,,,
320.0,,0.715,,,,,,,,0.0188,,,,,
325.0,,0.5820000000000001,,,,,,,,0.0183,,,,,
330.0,,0.486,,,,,,,,0.0171,,,,,
335.0,,0.408,,,,,,,,0.0124,,,,,
340.0,,0.352,,,,,,,,0.01,,,,,
345.0,,0.289,,,,,,,,0.0098,,,,,
350.0,,0.221,,,,,,,,0.0113,,,,,
355.0,,0.174,,,,,,,,0.0056,,,,,
360.0,,0.161,,,,,,,,0.0005,,,,,
365.0,,0.158,,,,,,,,0.0027,,,,,
370.0,,0.161,,,,,,,,-0.0009,,,,,
375.0,,0.156,,,,,,,,0.0089,,,,,
380.0,,0.147,,,,,,,,0.008,,,,,
385.0,,0.15,,,,,,,,0.0036,,,,,
390.0,,0.153,,,,,,,,-0.008,,,,,
395.0,,0.15,,,,,,,,,,,,,
