Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.0,,,,,,,0.0,0.0,15.32,0.6335,0.0,0.1488,0.6995
5.0,,0.0,,,,,,,0.0,-5.28e-05,16.28,0.6851,0.0,0.1563,0.7017
10.0,,0.0,,,,,,,32.05,0.0009182999999999999,0.16,0.0071,0.0,0.0036,0.0076
15.0,,0.0,,,,,,,38.58,0.0022831,0.43,0.0027,0.0,0.0245,0.0031
20.0,,0.037000000000000005,,,,,,,446.8,0.0031916,1.32,0.0023,0.0,0.0312,0.0019
25.0,,1.6300000000000001,,,,,,,941.22,0.0033818,1.72,0.0018,0.0,0.0342,0.0016
30.0,,5.244,,,,,,,1052.31,0.0038441,2.02,0.0072,0.0,0.0288,0.0014
35.0,,7.215,,,,,,,1039.96,0.0042195,2.02,0.006,0.0,0.024,0.0011
40.0,,9.486,,,,,,,1054.3,0.0045342,2.11,0.0199,0.0,0.0219,0.001
45.0,,10.653,,,,,,,1039.52,0.0048314000000000005,2.1,0.0181,0.0,0.0199,0.0
50.0,,11.719000000000001,,,,,,,1024.64,0.0050844,2.19,0.0291,0.0,0.0187,0.0
55.0,,12.498,,,,,,,1019.39,0.0052574,2.26,0.0276,0.0,0.0177,0.0
60.0,,13.44,,,,,,,1074.74,0.0052911,2.27,0.0273,0.0,0.0175,0.0
65.0,,13.842,,,,,,,1117.54,0.0050842,2.32,0.0275,0.0,0.0177,0.0
70.0,,14.238,,,,,,,1240.07,0.0046942,2.38,0.0303,0.0,0.0194,0.0
75.0,,14.465,,,,,,,1314.04,0.0042026,2.37,0.0343,0.0,0.022,0.0
80.0,,13.809000000000001,,,,,,,1434.71,0.0037477,2.31,0.0394,0.0,0.0252,0.0
85.0,,12.683,,,,,,,1538.48,0.0033085,2.31,0.0455,0.0,0.0292,0.0
90.0,,11.360999999999999,,,,,,,1739.02,0.0027184,2.37,0.0568,0.0,0.0364,0.0
95.0,,10.644000000000002,,,,,,,2211.95,0.0019176000000000002,2.6,0.0862,0.0,0.0553,0.0
100.0,,9.269,,,,,,,3542.27,0.0009729000000000001,3.01,0.1817,0.0,0.1043,0.0
105.0,,7.258,,,,,,,8068.78,0.00026210000000000003,5.26,0.7422,0.0,0.2432,0.0
110.0,,4.156000000000001,,,,,,,9999.99,3.9e-05,15.55,5.27,0.0,1.1966,0.0
115.0,,1.7919999999999998,,,,,,,9999.99,9.600000000000001e-06,41.02,21.8433,0.0,4.252,0.0
120.0,,0.7320000000000001,,,,,,,9999.99,1.09e-05,30.42,16.908,0.0,3.3617,0.0
125.0,,0.429,,,,,,,2250.26,3.2000000000000005e-05,9.85,5.443,0.0,1.0298,0.199
130.0,,0.34,,,,,,,1119.09,5.9699999999999994e-05,4.83,1.4217,0.0,0.5094,0.1077
135.0,,0.282,,,,,,,1182.62,5.9699999999999994e-05,4.53,1.422,0.0,0.4553,0.1077
140.0,,0.217,,,,,,,0.0,-3.6000000000000003e-06,26.34,3.5037,0.0,2.8619,0.6466
145.0,,0.192,,,,,,,9999.99,5.6e-06,45.01,6.2379,0.0,4.1545,1.151
150.0,,0.17300000000000001,,,,,,,9999.99,2.5e-06,94.61,6.6513,0.0,8.7195,2.6485
155.0,,0.139,,,,,,,2057.23,4.07e-05,5.66,0.403,0.0,0.48,0.0
160.0,,0.11900000000000001,,,,,,,0.0,-2.5699999999999998e-05,21.76,1.0814,0.0,1.8086,0.0
165.0,,0.10400000000000001,,,,,,,0.0,-6.9e-06,20.57,1.0931,0.0,1.7022,0.6592
170.0,,0.08900000000000001,,,,,,,9999.99,3.6000000000000003e-06,53.43,2.39,0.0,4.4269,1.848
175.0,,0.08199999999999999,,,,,,,9999.99,3.5e-06,51.0,2.4639,0.0,4.2824,0.0
180.0,,0.077,,,,,,,8955.44,8.6e-06,20.7,0.7941,0.0,1.6404,0.0
185.0,,0.066,,,,,,,9999.99,6.9e-06,23.49,0.9876,0.0,1.9257,0.9615
190.0,,0.068,,,,,,,0.0,-1.9000000000000002e-06,16.65,0.5362,0.0,1.2729,0.6657
195.0,,0.055,,,,,,,0.0,-3.3e-06,16.99,0.5222,0.0,1.1991,0.6606
200.0,,0.054000000000000006,,,,,,,0.0,-3.4000000000000005e-06,16.27,0.4178,0.0,1.1549,0.6668
205.0,,0.054000000000000006,,,,,,,9999.99,3.8000000000000005e-06,45.04,1.1115,0.0,2.9397,1.7737
210.0,,0.042,,,,,,,0.0,-1.8000000000000001e-06,17.45,0.3317,0.0,1.0639,0.6706
215.0,,0.034,,,,,,,0.0,-3.85e-05,16.9,0.3294,0.0,1.0181,0.666
220.0,,0.038,,,,,,,8031.02,4.800000000000001e-06,34.7,0.5385,0.0,2.0284,1.379
225.0,,0.042,,,,,,,1508.23,2.36e-05,7.51,0.1105,0.0,0.4014,0.272
230.0,,0.036000000000000004,,,,,,,0.0,-8.6e-06,19.32,0.2181,0.0,0.9215,0.6456
235.0,,0.038,,,,,,,0.0,-1.38e-05,18.2,0.2196,0.0,0.8998,0.0
240.0,,0.036000000000000004,,,,,,,0.0,-8.000000000000001e-06,19.28,0.1997,0.0,0.8763,0.0
