Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
0.0,,,,,,,,,,0.0
3.0,,,,,,,,,,595.3495
6.0,,,,,,,,,92.76473752978248,724.1772
9.0,,,,,,,,,97.20902803507472,787.1015
12.0,,,,,,,,,117.53982688041,752.2784
15.0,,,,,,,,,149.39791811242193,753.4884
18.0,,,,,,,,,165.48874473752042,770.4494
21.0,,,,,,,,,164.72252823206654,774.5418
24.0,,,,,,,,,155.39763446362153,789.622
27.0,,,,,,,,,138.09648868500486,809.784
30.0,,,,,,,,,114.85905914828768,798.8907
33.0,,,,,,,,,95.61269570975828,808.5392
36.0,,,,,,,,,77.41331117322655,819.776
39.0,,,,,,,,,62.77300400332351,831.0518
42.0,,,,,,,,,52.62954441426872,862.3614
45.0,,,,,,,,,44.87284117154128,878.1974
48.0,,,,,,,,,39.86026172909529,871.437
51.0,,,,,,,,,37.2925494786586,860.1713
54.0,,,,,,,,,35.93179360255112,840.5776
57.0,,,,,,,,,36.80419139945522,882.3032
60.0,,,,,,,,,36.6138572724113,916.4778
63.0,,,,,,,,,35.89869039970175,905.1424
66.0,,,,,,,,,37.02375741678584,937.2268
69.0,,,,,,,,,36.84171947357967,945.9222
72.0,,,,,,,,,37.1344053846094,955.5648
75.0,,,,,,,,,37.23274084219865,956.8591
78.0,,,,,,,,,37.14947794587684,941.4495
81.0,,,,,,,,,37.66647710206452,940.5131
84.0,,,,,,,,,37.48768912389907,920.2253
87.0,,,,,,,,,38.18330820545654,924.3988
90.0,,,,,,,,,38.86602139582271,953.675
93.0,,,,,,,,,38.470911899092606,956.4792
96.0,,,,,,,,,38.169830271386864,938.6801
99.0,,,,,,,,,38.96614220112397,955.4576
102.0,,,,,,,,,38.48286816243581,944.8968
105.0,,,,,,,,,38.637838149289855,938.8106
108.0,,,,,,,,,38.98807915375997,946.5058
111.0,,,,,,,,,39.21004139731223,961.3714
114.0,,,,,,,,,39.45484617266031,984.0157
117.0,,,,,,,,,38.50683399803013,953.9375
120.0,,,,,,,,,39.426742881476684,962.8878
123.0,,,,,,,,,39.75560543567221,981.224
126.0,,,,,,,,,39.636070355312,986.5735
129.0,,,,,,,,,39.762804467122365,991.239
132.0,,,,,,,,,39.45619335347432,974.276
135.0,,,,,,,,,39.61544938950393,959.7318
138.0,,,,,,,,,40.29148810189268,973.0757
141.0,,,,,,,,,40.14408788929045,975.2685
144.0,,,,,,,,,40.31060211196796,982.2041
147.0,,,,,,,,,40.31712539225941,986.7052
150.0,,,,,,,,,41.055987993997,1025.8865
153.0,,,,,,,,,40.24459434994451,1022.5588
156.0,,,,,,,,,40.07174316225908,1009.0105
159.0,,,,,,,,,39.74463625654982,978.4732
162.0,,,,,,,,,40.47670674462653,983.0173
165.0,,,,,,,,,40.85065177816787,1005.3182
168.0,,,,,,,,,40.39015660315137,1004.3174
171.0,,,,,,,,,40.474203637299205,1006.8201
174.0,,,,,,,,,39.99201965641879,984.7235
177.0,,,,,,,,,40.85849018219695,1004.2118
180.0,,,,,,,,,40.44584401170417,1002.1469
183.0,,,,,,,,,40.726067616374,1012.6048
186.0,,,,,,,,,40.41730196091033,1006.2534
189.0,,,,,,,,,40.3189897555533,993.7623
192.0,,,,,,,,,40.72758887486256,1000.1474
195.0,,,,,,,,,40.64044232268122,1001.1204
198.0,,,,,,,,,40.17221425960681,978.1894
201.0,,,,,,,,,40.79215380726017,984.2698
204.0,,,,,,,,,41.21801243756733,1010.1051
207.0,,,,,,,,,40.29526451050589,989.3656
210.0,,,,,,,,,40.6905861588328,986.7223
213.0,,,,,,,,,41.28003346119318,1011.6085
216.0,,,,,,,,,41.2626085014932,1034.8786
219.0,,,,,,,,,40.71385116827328,1029.2828
222.0,,,,,,,,,40.49592636631876,1011.4951
225.0,,,,,,,,,40.68805360950351,1001.8416
