Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.008,,,,,,,0.0,0.0,0.0
3.0,,0.013999999999999999,,,,,,,0.125,0.14,-0.003
6.0,,0.012,,,,,,,0.122,0.16,0.004
9.0,,0.015,,,,,,,0.119,0.17,0.019
12.0,,0.077,,,,,,,0.118,0.32,0.034
15.0,,0.5820000000000001,,,,,,,0.116,1.32,0.014
18.0,,1.6600000000000001,,,,,,,0.113,2.55,0.006
21.0,,2.822,,,,,,,0.112,3.65,0.008
24.0,,3.8689999999999998,,,,,,,0.111,4.39,0.015
27.0,,4.347,,,,,,,0.11,4.3,0.025
30.0,,4.079,,,,,,,0.108,3.71,0.033
33.0,,3.447,,,,,,,0.106,3.06,0.032
36.0,,2.886,,,,,,,0.104,2.73,0.03
39.0,,2.6010000000000004,,,,,,,0.102,2.57,0.028
42.0,,2.45,,,,,,,0.102,2.44,0.025
45.0,,2.226,,,,,,,0.101,2.22,0.018
48.0,,2.037,,,,,,,0.1,2.12,0.014
51.0,,1.877,,,,,,,0.099,2.02,0.011
54.0,,1.711,,,,,,,0.098,1.87,0.007
57.0,,1.551,,,,,,,0.098,1.81,0.004
60.0,,1.453,,,,,,,0.098,1.74,0.0
63.0,,1.4069999999999998,,,,,,,0.098,1.7,0.0
66.0,,1.365,,,,,,,0.097,1.7,0.0
69.0,,1.374,,,,,,,0.095,1.73,-0.003
72.0,,1.341,,,,,,,0.094,1.68,-0.003
75.0,,1.326,,,,,,,0.094,1.71,-0.004
78.0,,1.3419999999999999,,,,,,,0.094,1.69,-0.003
81.0,,1.327,,,,,,,0.095,1.63,0.0
84.0,,1.298,,,,,,,0.096,1.61,0.0
87.0,,1.274,,,,,,,0.096,1.59,0.0
90.0,,1.2570000000000001,,,,,,,0.097,1.56,0.0
93.0,,1.253,,,,,,,0.098,1.52,0.002
96.0,,1.232,,,,,,,0.099,1.48,0.002
99.0,,1.215,,,,,,,0.1,1.46,0.003
102.0,,1.234,,,,,,,0.101,1.46,0.004
105.0,,1.229,,,,,,,0.102,1.41,0.004
108.0,,1.186,,,,,,,0.103,1.36,0.005
111.0,,1.18,,,,,,,0.105,1.34,0.006
114.0,,1.1720000000000002,,,,,,,0.106,1.31,0.004
117.0,,1.155,,,,,,,0.108,1.26,0.004
120.0,,1.151,,,,,,,0.11,1.23,0.006
123.0,,1.138,,,,,,,0.111,1.22,0.004
126.0,,1.139,,,,,,,0.113,1.21,0.003
129.0,,1.183,,,,,,,0.114,1.24,0.003
132.0,,1.218,,,,,,,0.115,1.29,0.002
135.0,,1.318,,,,,,,0.115,1.36,0.0
138.0,,1.46,,,,,,,0.116,1.5,0.0
141.0,,1.67,,,,,,,0.116,1.67,0.002
