Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
0.0,,,,,,,,,,0.0
3.0,,,,,,,,,,1.341
6.0,,,,,,,,,,-2.0302
9.0,,,,,,,,,,1.5671
12.0,,,,,,,,,,3.1237
15.0,,,,,,,,,,-0.9427
18.0,,,,,,,,,,37.4226
21.0,,,,,,,,,,138.399
24.0,,,,,,,,,0.1856267018664713,268.3727
27.0,,,,,,,,,0.178823778216431,332.6459
30.0,,,,,,,,,0.236289453206961,372.5314
33.0,,,,,,,,,0.3110950189990574,398.8436
36.0,,,,,,,,,0.376825642944982,422.8662
39.0,,,,,,,,,0.4272661376762979,443.2664
42.0,,,,,,,,,0.4637133589107381,461.5244
45.0,,,,,,,,,0.4882594123237911,478.5784
48.0,,,,,,,,,0.5023359858254468,489.2322
51.0,,,,,,,,,0.5127800766410189,490.1454
54.0,,,,,,,,,0.5377712024256698,501.1841
57.0,,,,,,,,,0.5695447100218394,518.2383
60.0,,,,,,,,,0.6079046679585653,532.8837
63.0,,,,,,,,,0.6520028746072795,536.9155
66.0,,,,,,,,,0.7141535665905555,546.9058
69.0,,,,,,,,,0.7726725632400119,550.2267
72.0,,,,,,,,,0.8357434370433366,551.4918
75.0,,,,,,,,,0.8994220667985119,551.2476
78.0,,,,,,,,,0.9830099669704132,571.9267
81.0,,,,,,,,,1.0312859989695975,570.0883
84.0,,,,,,,,,1.1065581538538745,573.3028
87.0,,,,,,,,,1.1817725051711894,579.7809
90.0,,,,,,,,,1.254112696784618,590.1976
93.0,,,,,,,,,1.2989616899391336,590.6384
96.0,,,,,,,,,1.3384906043122071,597.8035
99.0,,,,,,,,,1.342293179973662,610.9536
102.0,,,,,,,,,1.2750530939417315,604.3985
105.0,,,,,,,,,1.1927343965183737,607.983
108.0,,,,,,,,,1.0610086414837254,617.6613
111.0,,,,,,,,,0.894562603828443,634.5519
114.0,,,,,,,,,0.6957524934443331,634.7366
117.0,,,,,,,,,0.5146121248112729,640.0372
120.0,,,,,,,,,0.3579087988783873,649.5384
123.0,,,,,,,,,0.2461463757061684,659.8487
126.0,,,,,,,,,0.1929713982894039,651.813
129.0,,,,,,,,,0.2107383898097659,643.0769
132.0,,,,,,,,,0.2997529333952627,658.4658
135.0,,,,,,,,,0.4382176184576098,665.6984
138.0,,,,,,,,,0.6199761743297865,678.5328
141.0,,,,,,,,,0.8146537921066271,683.5606
144.0,,,,,,,,,1.0100735425690657,683.0188
147.0,,,,,,,,,1.190439754040208,675.3704
150.0,,,,,,,,,1.3628048990131674,673.8397
153.0,,,,,,,,,1.515842256547731,679.4484
156.0,,,,,,,,,1.6269702597658766,674.7114
159.0,,,,,,,,,1.7391597038279418,680.2271
162.0,,,,,,,,,1.8169170093011937,691.3947
165.0,,,,,,,,,1.8449052358249995,700.6963
168.0,,,,,,,,,1.8171128903106013,706.2013
171.0,,,,,,,,,1.7180476004579006,702.8263
174.0,,,,,,,,,1.5603156055082614,700.4884
177.0,,,,,,,,,1.3330981288338222,697.3315
180.0,,,,,,,,,1.067427775637085,710.8341
183.0,,,,,,,,,0.754843717429703,715.5538
186.0,,,,,,,,,0.4529084133538622,713.1336
189.0,,,,,,,,,0.1949538968110329,715.6068
192.0,,,,,,,,,0.0793295810274835,720.8777
195.0,,,,,,,,,0.078891979761869,718.1907
198.0,,,,,,,,,0.078992037692018,717.3275
201.0,,,,,,,,,0.0546012467094422,729.9107
204.0,,,,,,,,,0.11367282869967,731.8447
207.0,,,,,,,,,0.2862640938080446,723.7869
210.0,,,,,,,,,0.4520407956032231,725.6214
213.0,,,,,,,,,0.5616632158109124,726.319
216.0,,,,,,,,,0.5839757634278278,731.3066
219.0,,,,,,,,,0.4919482490141845,727.3813
222.0,,,,,,,,,0.2975786584172779,731.3835
225.0,,,,,,,,,0.1738701800418902,737.0081
228.0,,,,,,,,,0.1738870767708102,742.8209
231.0,,,,,,,,,0.174278446723441,752.0707
234.0,,,,,,,,,0.1728123003312884,748.6533
237.0,,,,,,,,,0.1733230109165684,749.6592
240.0,,,,,,,,,0.1734715633408941,751.9552
243.0,,,,,,,,,0.1735955486261871,755.3389
246.0,,,,,,,,,0.1738340909442456,760.8306
249.0,,,,,,,,,0.1733080377835135,761.7212
252.0,,,,,,,,,0.1734097033026329,763.5086
255.0,,,,,,,,,0.2922172741603789,755.9679
258.0,,,,,,,,,0.8005633899549859,759.9946
261.0,,,,,,,,,1.685272477442873,756.6201
264.0,,,,,,,,,2.8321247852021534,751.2194
267.0,,,,,,,,,4.336500476735854,768.6317
270.0,,,,,,,,,6.064591737512351,776.4891
273.0,,,,,,,,,8.107901351235384,784.1873
276.0,,,,,,,,,10.269193765377969,771.7104
279.0,,,,,,,,,12.829987769860685,772.0984
282.0,,,,,,,,,15.386830287937432,769.2415
285.0,,,,,,,,,18.07955695714276,773.3874
288.0,,,,,,,,,20.5971827689296,774.3964
291.0,,,,,,,,,22.7624569081807,759.3328
294.0,,,,,,,,,25.451736312585435,776.3874
297.0,,,,,,,,,27.175107854145736,781.711
300.0,,,,,,,,,28.49381612058103,771.1082
303.0,,,,,,,,,29.89768945998978,766.4183
306.0,,,,,,,,,31.27441493157165,780.1653
309.0,,,,,,,,,31.867417006347463,785.7071
312.0,,,,,,,,,32.052992288791195,773.5573
315.0,,,,,,,,,32.97708514520557,773.5237
318.0,,,,,,,,,32.97391356281435,772.9514
