Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,1.1,0.0,0.0
5.0,,,,,,,,,0.0,1.8,0.0,0.0
10.0,,,,,,,,,0.0,1.8,0.0,0.0
15.0,,,,,,,,,0.0,1.6,0.0,0.0
20.0,,,,,,,,,0.0,1.8,0.0,0.0
25.0,,,,,,,,,0.0,57.6,0.0,0.0
30.0,,,,,,,,,0.0,318.9,0.0,0.0
35.0,,,,,,,,,0.0,145.3,0.0,0.0
40.0,,,,,,,,,0.0,77.7,0.0,0.0
45.0,,,,,,,,,0.0,48.8,0.0,0.0
50.0,,,,,,,,,0.0,171.1,0.0,0.0
55.0,,,,,,,,,0.0,13.3,0.0,0.0
60.0,,,,,,,,,0.02,34.7,2.71,0.282
65.0,,,,,,,,,0.045,72.3,1.72,0.184
70.0,,,,,,,,,0.062,86.6,1.43,0.166
75.0,,,,,,,,,0.066,90.7,1.44,0.159
80.0,,,,,,,,,0.065,79.4,1.39,0.138
85.0,,,,,,,,,0.058,68.5,1.45,0.155
90.0,,,,,,,,,0.042,53.1,1.77,0.155
95.0,,,,,,,,,0.027,38.8,2.4,0.205
100.0,,,,,,,,,0.029,13.4,1.56,0.132
105.0,,,,,,,,,0.034,13.7,1.17,0.102
110.0,,,,,,,,,0.026,15.3,1.49,0.124
115.0,,,,,,,,,0.018,16.0,2.12,0.185
120.0,,,,,,,,,0.015,17.8,2.69,0.264
125.0,,,,,,,,,0.02,17.3,2.01,0.176
130.0,,,,,,,,,0.019,17.2,2.07,0.166
135.0,,,,,,,,,0.015,20.7,2.84,0.274
140.0,,,,,,,,,0.015,19.6,2.8,0.275
145.0,,,,,,,,,0.015,15.1,2.5,0.204
150.0,,,,,,,,,0.018,14.9,2.12,0.144
155.0,,,,,,,,,0.026,15.6,1.43,0.125
160.0,,,,,,,,,0.035,13.3,1.02,0.085
165.0,,,,,,,,,0.031,12.9,1.18,0.097
170.0,,,,,,,,,0.021,13.9,1.73,0.125
176.0,,,,,,,,,0.01,12.4,3.53,0.31
180.0,,,,,,,,,0.01,12.9,3.47,0.199
185.0,,,,,,,,,0.01,11.7,3.51,0.281
190.0,,,,,,,,,0.007,12.4,3.29,0.382
196.0,,,,,,,,,0.009,11.0,3.59,0.248
200.0,,,,,,,,,0.008,11.8,4.32,0.297
206.0,,,,,,,,,0.017,10.2,1.97,0.116
211.0,,,,,,,,,0.03,12.7,1.13,0.074
216.0,,,,,,,,,0.027,11.3,1.27,0.09
221.0,,,,,,,,,0.016,10.0,2.16,0.161
226.0,,,,,,,,,0.008,10.4,4.48,0.347
231.0,,,,,,,,,0.01,9.9,3.29,0.22
236.0,,,,,,,,,0.019,10.6,1.77,0.138
241.0,,,,,,,,,0.016,11.0,2.17,0.166
246.0,,,,,,,,,0.012,10.4,2.93,0.156
