Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0
5.0,,0.0,,,,,,,129.0,0.0198,3.76,,2.6152,0.9119,0.0037
10.0,,0.0,,,,,,,225.0,0.0237,3.76,,3.9119,0.9119,0.0046
15.0,,0.293,,,,,,,320.0,0.0724,2.43,0.0049,1.5286,1.5286,0.0078
20.0,,1.934,,,,,,,415.0,0.1047,2.03,0.0033,1.1139,1.1139,0.0071
25.0,,3.242,,,,,,,510.0,0.1119,2.02,0.0114,1.174,1.174,0.0089
30.0,,3.663,,,,,,,606.0,0.13,1.92,0.0096,1.3328,1.3328,0.0069
35.1,,3.865,,,,,,,702.0,0.1381,2.36,0.018,1.5759,1.5759,0.0072
40.0,,4.394,,,,,,,702.0,0.1645,2.58,0.0146,1.5567,1.5567,0.0066
45.0,,5.497000000000001,,,,,,,683.0,0.2126,2.4,0.0174,1.3924,1.3924,0.0053
50.0,,6.921,,,,,,,656.0,0.2444,2.54,0.0143,1.2514,1.2514,0.0054
55.0,,8.071,,,,,,,647.0,0.2739999999999999,2.41,0.018,1.0688,1.0688,0.0059
60.0,,9.554,,,,,,,655.0,0.2863,2.16,0.0164,1.0377,1.0377,0.0068
65.0,,9.944,,,,,,,657.0,0.2724,2.3,0.0239,1.1612,1.1612,0.0055
70.0,,10.001,,,,,,,667.0,0.2767,2.63,0.0239,1.1947,1.1947,0.0058
75.0,,10.304,,,,,,,685.0,0.2969,2.41,0.027,1.0645,1.0645,0.0059
80.0,,11.037,,,,,,,715.0,0.2892,2.35,0.027,1.0049,1.0049,0.0055
85.0,,10.905,,,,,,,757.0,0.2956,2.11,0.0304,0.9533,0.9533,0.006
90.0,,10.531,,,,,,,777.0,0.2728,2.23,0.0329,0.9617,0.9617,0.0055
95.0,,10.057,,,,,,,812.0,0.2587,2.18,0.0367,0.9856,0.9856,0.0051
100.0,,9.921,,,,,,,872.0,0.2598999999999999,2.1,0.0373,0.8744,0.8744,0.0054
105.0,,9.373,,,,,,,1010.0,0.2343,2.08,0.0407,0.6978,0.6978,0.0063
110.0,,8.873,,,,,,,1299.0,0.208,1.57,0.0463,0.4233,0.4233,0.0073
115.1,,8.148,,,,,,,1580.0,0.1439,1.1,0.0633,0.3628,0.3628,0.013
120.0,,5.843,,,,,,,1258.0,0.0681,0.88,0.1484,0.5362,0.5362,0.0067
125.0,,2.491,,,,,,,1193.0,0.0227999999999999,0.9,0.3341,1.2297,1.2297,0.0099
130.0,,0.8150000000000001,,,,,,,906.0,-0.0042,10.55,7.822,20.9794,20.9794,0.1946
135.0,,0.346,,,,,,,637.0,0.002,2.89,2.2195,7.94,7.94,0.0849
140.0,,0.215,,,,,,,401.0,0.0044,0.36,1.0331,3.1397,3.1397,0.0394
145.0,,0.1639999999999999,,,,,,,200.0,-0.0040999999999999,,1.9253,11.922,11.922,0.179
150.0,,0.126,,,,,,,53.0,-0.0141999999999999,,1.9476,10.6412,10.6412,0.187
155.0,,0.106,,,,,,,-7.0,-0.0245,,0.6598,9.8355,9.8355,0.1777
160.0,,0.105,,,,,,,12.0,-0.0122,,0.6716,9.6596,9.6596,0.1708
165.0,,0.087,,,,,,,-10.0,-0.0018,,0.3384,9.3989,9.3989,0.1584
170.0,,0.069,,,,,,,9.0,-0.0011,,0.3393,8.1207,8.1207,0.1508
175.0,,0.084,,,,,,,14.0,0.0070999999999999,,0.0318,0.9768,0.9768,0.02
180.0,,0.064,,,,,,,12.0,0.0112,,0.0201,0.3939,0.3939,0.0119
185.0,,0.061,,,,,,,10.0,0.0127,,0.0095,0.403,0.403,0.0101
190.0,,0.057,,,,,,,7.0,0.36,0.18,0.0333,1.5864,1.5864,0.0338
195.0,,0.042,,,,,,,5.0,-0.0219,0.97,0.1221,4.7193,4.7193,0.1187
200.0,,0.044,,,,,,,11.0,-0.0185,2.92,0.1238,6.4349,6.4349,0.1136
205.0,,0.035,,,,,,,10.0,0.0064,5.98,0.1226,6.4157,6.4157,0.1096
210.0,,0.036,,,,,,,8.0,-0.0107,6.68,0.1236,3.3468,3.3468,0.1078
215.0,,0.043,,,,,,,7.0,0.49,1.73,0.0253,0.5892,0.5892,0.0217
220.0,,0.036,,,,,,,6.0,-0.0,9.56,0.123,1.8394,1.8394,0.1044
