Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,2.0,0.0,0.0
5.0,,,,,,,,,12.599,1.8,0.0,0.0
10.0,,,,,,,,,8.235,2.0,0.0,0.0
15.0,,,,,,,,,8.235,2.5,0.0,0.0
20.0,,,,,,,,,24.735,62.0,0.0,0.0
25.0,,,,,,,,,8.307,174.6,0.02,0.0
30.0,,,,,,,,,0.075,147.5,1.91,0.033
35.0,,,,,,,,,0.069,121.7,1.96,0.035
40.0,,,,,,,,,0.075,120.0,1.78,0.029
45.0,,,,,,,,,0.068,139.9,2.09,0.037
50.0,,,,,,,,,0.07,133.2,2.04,0.038
55.0,,,,,,,,,0.091,125.6,1.49,0.027
65.0,,,,,,,,,0.079,109.3,1.57,0.03
70.0,,,,,,,,,0.06,82.1,1.84,0.037
75.0,,,,,,,,,0.059,65.0,1.63,0.041
80.0,,,,,,,,,0.048,52.5,1.75,0.053
85.0,,,,,,,,,0.034,40.7,2.14,0.079
90.0,,,,,,,,,0.015,31.9,4.12,0.186
95.0,,,,,,,,,0.015,25.5,3.6,0.215
100.0,,,,,,,,,0.015,21.1,3.26,0.252
105.0,,,,,,,,,0.006,18.2,7.41,0.608
110.0,,,,,,,,,0.001,15.9,156.51,13.457
115.0,,,,,,,,,0.0,15.4,148.02,13.861
120.0,,,,,,,,,0.0,16.3,144.8,14.771
125.0,,,,,,,,,0.0,13.9,137.76,16.557
130.0,,,,,,,,,0.0,14.5,136.84,17.184
135.0,,,,,,,,,0.004,12.8,131.86,17.654
140.0,,,,,,,,,0.004,13.4,129.16,16.231
