Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.004,,,,,,,0.0,0.0,11.57,0.0,7.8805,0.3161,0.0
5.0,,0.002,,,,,,,0.0,0.0,20.22,0.0,78.3398,0.3231,0.0
10.0,,0.006,,,,,,,7.71,0.18989999999999999,0.41,0.0003,0.5897,0.0025,0.0
15.0,,0.8220000000000001,,,,,,,1100.83,0.33659999999999995,0.32,0.0126,0.4004,0.1529,0.0
20.0,,2.61,,,,,,,1753.89,0.4178,0.36,0.0102,0.3664,0.173,0.0
25.0,,3.154,,,,,,,1897.9,0.46020000000000005,0.43,0.0342,0.332,0.1933,0.0
30.0,,3.9680000000000004,,,,,,,1954.14,0.485,0.42,0.0325,0.3108,0.1987,0.0
35.0,,4.498,,,,,,,2009.84,0.4805,0.44,0.0535,0.3208,0.1986,0.0
40.0,,4.524,,,,,,,2046.22,0.4822,0.45,0.0536,0.3165,0.1976,0.0
45.0,,4.559,,,,,,,2009.96,0.4819,0.43,0.0695,0.3067,0.2079,0.0
50.0,,4.684,,,,,,,2072.35,0.48340000000000005,0.44,0.0707,0.3096,0.2019,0.0
55.0,,4.51,,,,,,,2163.02,0.46049999999999996,0.45,0.0804,0.3106,0.2123,0.0
60.0,,4.484,,,,,,,2302.76,0.4307,0.45,0.0851,0.3161,0.205,0.0
65.0,,4.335,,,,,,,2424.79,0.40399999999999997,0.46,0.0878,0.3134,0.2087,0.0
70.0,,4.126,,,,,,,2536.81,0.3836,0.45,0.09,0.3322,0.2045,0.0
75.0,,3.902,,,,,,,2659.65,0.35619999999999996,0.46,0.0936,0.3283,0.1918,0.0
80.0,,3.6260000000000003,,,,,,,2849.19,0.3254,0.48,0.1017,0.3378,0.2081,0.0
85.0,,3.4810000000000003,,,,,,,3045.49,0.2944,0.5,0.1,0.3361,0.1831,0.0
90.0,,3.2289999999999996,,,,,,,3605.89,0.2352,0.61,0.1274,0.3228,0.2255,0.0
95.0,,3.0130000000000003,,,,,,,5136.27,0.1533,0.83,0.1589,0.3105,0.2182,0.0
100.0,,2.699,,,,,,,7219.4,0.0776,1.12,0.3254,0.2891,0.1783,0.0
105.0,,1.95,,,,,,,9999.97,0.028399999999999998,1.93,0.4156,0.4971,0.2845,0.0
110.0,,1.031,,,,,,,7590.83,0.0141,3.23,0.3116,0.8182,0.4765,0.0001
115.0,,0.545,,,,,,,2501.81,0.013999999999999999,3.13,0.3428,0.6434,0.4258,0.0
120.0,,0.419,,,,,,,1082.25,0.0116,3.8,0.3324,0.544,0.4639,0.0
125.0,,0.408,,,,,,,508.21,0.011000000000000001,3.85,0.3185,0.4764,0.4453,0.0
130.0,,0.40299999999999997,,,,,,,201.56,0.013200000000000002,3.15,0.2938,0.4215,0.3412,0.0
135.0,,0.37200000000000005,,,,,,,182.95,0.015300000000000001,2.69,0.1396,0.3824,0.2722,0.0
140.0,,0.359,,,,,,,180.7,0.0097,4.4,0.2557,0.2876,0.4045,0.0001
145.0,,0.355,,,,,,,213.1,0.0115,3.54,0.156,0.2646,0.3207,0.0
150.0,,0.34500000000000003,,,,,,,266.41,0.006600000000000001,6.08,0.1921,0.4773,0.5213,0.0
155.0,,0.325,,,,,,,224.07,0.008,5.03,0.2589,0.0,0.4077,0.0
160.0,,0.327,,,,,,,168.14,0.0072,5.23,0.1644,0.4233,0.4264,0.0
165.0,,0.30100000000000005,,,,,,,155.52,0.008100000000000001,4.74,0.1694,0.2557,0.3658,0.0004
170.0,,0.30100000000000005,,,,,,,171.72,0.0117,3.22,0.1428,0.0897,0.2397,0.0001
175.0,,0.292,,,,,,,179.73,0.0118,2.99,0.1414,0.0421,0.2282,0.0003
180.0,,0.28600000000000003,,,,,,,312.39,0.0072,4.59,0.2139,0.1121,0.3584,0.0
185.0,,0.272,,,,,,,275.27,0.0073,4.66,0.1917,0.0748,0.3398,0.0002
190.0,,0.252,,,,,,,111.35,0.0116,2.8,0.0991,0.2323,0.2033,0.0001
195.0,,0.255,,,,,,,85.71,0.0115,2.8,0.0877,0.2002,0.198,0.0
200.0,,0.237,,,,,,,220.96,0.0058,5.41,0.1873,0.1399,0.379,0.0006
