Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
0.0,,,,,,,,,,0.0
3.0,,,,,,,,,,-1.6167
6.0,,,,,,,,,,-1.5807
9.0,,,,,,,,,,-0.4173
12.0,,,,,,,,,,2.4936
15.0,,,,,,,,,,15.1825
18.0,,,,,,,,,5.739507790883938,98.533
21.0,,,,,,,,,5.22258986350403,214.1899
24.0,,,,,,,,,5.761922175382491,253.6813
27.0,,,,,,,,,7.114251720274781,245.754
30.0,,,,,,,,,8.62358547655068,228.0076
33.0,,,,,,,,,10.13147118901715,213.2776
36.0,,,,,,,,,11.502004348416904,203.1438
39.0,,,,,,,,,12.742320895761814,198.5827
42.0,,,,,,,,,13.598230899351565,192.9317
45.0,,,,,,,,,14.125494905667686,182.3107
48.0,,,,,,,,,15.166001490436368,183.1598
51.0,,,,,,,,,15.552272086526386,182.0409
54.0,,,,,,,,,15.88211969547441,180.243
57.0,,,,,,,,,15.850706949753604,172.0832
60.0,,,,,,,,,16.045318632941473,164.7421
63.0,,,,,,,,,16.701140902439988,168.9287
66.0,,,,,,,,,16.390465324428796,166.6435
69.0,,,,,,,,,16.44594847544456,166.9346
72.0,,,,,,,,,16.262715176146468,166.4619
75.0,,,,,,,,,15.728317484117904,159.4411
78.0,,,,,,,,,15.440637021548708,152.1227
81.0,,,,,,,,,15.467188459177413,151.1763
84.0,,,,,,,,,15.43777113087574,155.869
87.0,,,,,,,,,14.810237023356034,153.9613
90.0,,,,,,,,,14.320265239646345,147.7164
93.0,,,,,,,,,14.36130692953462,147.291
96.0,,,,,,,,,13.918917327471148,141.8282
99.0,,,,,,,,,13.869313399334644,138.4102
102.0,,,,,,,,,14.181842475108375,143.2905
105.0,,,,,,,,,13.692919493730546,139.4528
108.0,,,,,,,,,13.737503507435765,137.0838
111.0,,,,,,,,,13.764514356647195,135.2804
114.0,,,,,,,,,13.866003919033991,135.1561
117.0,,,,,,,,,13.62694121345489,130.0419
120.0,,,,,,,,,14.171798210610325,134.9552
123.0,,,,,,,,,13.618694346382846,129.2346
126.0,,,,,,,,,13.858437084948548,128.3416
129.0,,,,,,,,,13.821476204417552,127.4658
132.0,,,,,,,,,13.869522094891062,128.6523
135.0,,,,,,,,,13.49510733520443,124.5342
138.0,,,,,,,,,13.644117134010727,125.1493
