Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,472.27,,0.0265,,,,,,0.0,0.43,0.0,0.0,0.00036,6e-05,0.0
5.0,472.29,,0.0264,,,,,,0.0,0.0,0.0,0.0,0.0,0.00012,0.0
10.0,472.25,,0.0265,,,,,,0.0,0.0,0.0,0.0,0.0,0.00017,0.0
15.0,472.29,,0.0263,,,,,,0.0,-0.42,0.1,-0.002,1.9417,0.26721,0.0001
20.0,472.29,,0.0263,,,,,,0.0,0.0,0.0,0.0,0.65437,0.37174,0.0001
25.0,472.27,,0.0263,,,,,,1.8,0.48,0.018,0.0,0.29862,0.06346,0.0
30.0,472.21,,0.0263,,,,,,110.0,-0.48,0.095,0.0,0.35546,0.1021,0.0001
35.0,472.17,,0.0265,,,,,,224.4,-0.49,0.165,0.0,0.8313,0.12137,0.0002
40.0,472.17,,0.0262,,,,,,137.5,0.48,0.179,0.0,2.0607,0.13267,0.0001
45.0,472.1,,0.0262,,,,,,135.2,1.92,1.002,0.0,1.9259,0.07,0.0
50.0,471.96,,0.0261,,,,,,34.1,5.26,2.126,0.0,1.0171,0.01403,0.0001
55.0,471.66,,0.0248,,,,,,405.1,73.22,1.945,0.0,0.61567,0.01525,0.0
60.0,470.96,,0.0236,,,,,,686.4,220.23,1.615,0.001,0.52861,0.01703,0.0001
65.0,470.31,,0.0239,,,,,,884.9,290.63,1.673,0.001,0.58346,0.01607,0.0001
70.0,469.71,,0.0239,,,,,,1075.6,272.31,1.823,0.002,0.66591,0.01723,0.0
75.0,469.21,,0.0239,,,,,,1040.2,257.26,1.854,0.002,0.69074,0.01845,0.0
80.0,468.77,,0.024,,,,,,991.5,247.37,1.711,0.003,0.6553,0.01756,0.0
85.0,468.22,,0.024,,,,,,921.9,239.5,1.635,0.003,0.65721,0.01896,0.0
90.0,467.71,,0.0239,,,,,,959.2,233.42,1.743,0.004,0.70492,0.0195,0.0
95.0,467.23,,0.0239,,,,,,1071.0,223.71,1.8,0.004,0.73024,0.01975,0.0
100.0,466.77,,0.024,,,,,,940.2,228.43,1.774,0.004,0.68665,0.02104,0.0
105.0,466.31,,0.024,,,,,,932.9,227.48,1.659,0.004,0.66824,0.0188,0.0
110.0,465.74,,0.0238,,,,,,925.0,229.73,1.741,0.004,0.70775,0.01964,0.0
115.0,465.31,,0.024,,,,,,949.7,226.63,1.793,0.004,0.71535,0.01896,0.0
120.0,464.84,,0.0239,,,,,,926.4,223.53,1.683,0.004,0.67315,0.01641,0.0
