Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,213.2,,,,,,,,,,,,,
5.0,213.2,,,,,,,,,,,,,
10.0,212.933,,,,,,,,,,,,,
15.0,213.111,,,,,,,,,,,,,
20.0,213.378,,,,,,,,,,,,,
25.0,213.467,,,,,,,,,,,,,
30.0,213.467,,,,,,,,,,,,,
35.0,212.933,,,,,,,,,,,,,
40.0,213.289,,,,,,,,,,,,,
45.0,212.933,,,,,,,,,,,,,
50.0,213.022,,,,,,,,,,,,,
55.0,213.2,,,,,,,,,,,,,
60.0,212.933,0.05251,,,,,,,-9.0,1.03,0.0018,0.8978,0.0005,
65.0,212.221,0.4628,,,,,,,19.0,0.94,0.0012,0.6637,0.0004,
70.0,211.865,0.86864,,,,,,,47.0,1.16,0.0022,0.738,0.0004,
75.0,211.42,1.12407,,,,,,,75.0,1.54,0.0027,1.0767,0.0005,
80.0,211.242,1.23265,,,,,,,102.0,1.37,0.0028,0.8898,0.0004,
85.0,210.886,1.27181,,,,,,,130.0,1.35,0.0028,0.8425,0.0005,
90.0,210.263,1.35102,,,,,,,157.0,1.2,0.0039,0.7906,0.0004,
95.0,210.085,1.34301,,,,,,,173.0,1.36,0.0044,0.8483,0.0005,
100.0,209.64,1.32521,,,,,,,186.0,1.39,0.0062,0.8196,0.0005,
105.0,209.373,1.29406,,,,,,,189.0,1.11,0.0051,0.6623,0.0004,
110.0,208.839,1.28516,,,,,,,195.0,1.21,0.0063,0.7249,0.0004,
115.0,208.305,1.25846,,,,,,,196.0,1.23,0.0067,0.7805,0.0005,
120.0,208.305,1.2041700000000002,,,,,,,189.0,1.29,0.0076,0.7837,0.0005,
125.0,207.86,1.15255,,,,,,,190.0,1.25,0.0076,0.797,0.0005,
130.0,207.415,1.15433,,,,,,,181.0,1.16,0.0068,0.6762,0.0005,
135.0,207.059,1.10894,,,,,,,169.0,1.45,0.0087,0.8233,0.0006,
140.0,206.881,1.11695,,,,,,,162.0,1.46,0.0083,0.811,0.0006,
145.0,206.703,1.10805,,,,,,,152.0,1.11,0.0067,0.6308,0.0005,
150.0,206.169,1.0947,,,,,,,153.0,1.24,0.0071,0.6732,0.0005,
155.0,205.635,1.07512,,,,,,,142.0,1.18,0.007,0.6862,0.0005,
160.0,205.813,1.0413,,,,,,,124.0,1.6,0.0086,0.8387,0.0007,
165.0,205.279,0.99947,,,,,,,112.0,1.31,0.0072,0.673,0.0006,
170.0,205.101,0.99591,,,,,,,97.0,1.1,0.0056,0.5845,0.0005,
175.0,204.567,0.95586,,,,,,,82.0,1.28,0.007,0.794,0.0006,
180.0,204.478,0.93361,,,,,,,70.0,1.15,0.0059,0.6208,0.0006,
185.0,204.3,0.91314,,,,,,,59.0,1.3,0.0062,0.7265,0.0006,
190.0,203.766,0.90869,,,,,,,59.0,1.4,0.0065,0.8139,0.0007,
195.0,203.499,0.89267,,,,,,,67.0,1.65,0.0072,0.9036,0.0008,
200.0,203.677,0.8864399999999999,,,,,,,72.0,1.56,0.0074,0.7772,0.0007,
205.0,203.321,0.92026,,,,,,,67.0,1.43,0.007,0.6666,0.0007,
210.0,202.787,0.95497,,,,,,,69.0,1.06,0.0074,0.521,0.0005,
215.0,202.787,0.95052,,,,,,,66.0,1.29,0.0091,0.6036,0.0006,
220.0,202.342,0.89445,,,,,,,60.0,1.49,0.0124,0.7163,0.0008,
225.0,202.164,0.87398,,,,,,,53.0,1.51,0.0129,0.805,0.0008,
230.0,201.986,0.8330399999999999,,,,,,,48.0,2.03,0.0188,1.1322,0.0011,
235.0,201.897,0.84016,,,,,,,41.0,1.78,0.0159,0.9342,0.0009,
240.0,201.719,0.8419399999999999,,,,,,,37.0,1.19,0.0099,0.6289,0.0006,
245.0,201.363,0.85351,,,,,,,41.0,1.01,0.0082,0.5308,0.0005,
250.0,200.829,0.85173,,,,,,,50.0,1.03,0.0077,0.5487,0.0005,
255.0,200.651,0.8811,,,,,,,56.0,1.24,0.0088,0.6584,0.0006,
260.0,200.384,0.9167,,,,,,,69.0,1.29,0.0095,0.7585,0.0006,
265.0,200.117,0.93628,,,,,,,71.0,1.14,0.0081,0.623,0.0005,
270.0,199.672,0.96654,,,,,,,84.0,1.38,0.011,0.7321,0.0006,
275.0,199.316,1.00214,,,,,,,111.0,1.4,0.0104,0.6623,0.0006,
280.0,199.316,1.00837,,,,,,,139.0,1.41,0.0113,0.6437,0.0005,
285.0,198.782,1.05465,,,,,,,165.0,1.23,0.0098,0.5799,0.0004,
290.0,198.337,1.09826,,,,,,,187.0,1.17,0.01,0.6212,0.0005,
295.0,197.981,1.09114,,,,,,,225.0,1.5,0.0124,0.739,0.0006,
300.0,197.892,1.05732,,,,,,,252.0,1.57,0.0127,0.7562,0.0006,
305.0,197.536,1.08135,,,,,,,271.0,1.8,0.0138,0.8582,0.0006,
310.0,197.18,1.10271,,,,,,,285.0,1.42,0.011,0.6757,0.0005,
315.0,197.091,1.13119,,,,,,,301.0,1.26,0.0096,0.6524,0.0004,
320.0,196.379,1.16946,,,,,,,338.0,1.18,0.0094,0.5473,0.0004,
325.0,195.934,1.23087,,,,,,,354.0,1.21,0.0097,0.604,0.0004,
330.0,195.4,1.3056299999999998,,,,,,,347.0,1.44,0.0142,0.8205,0.0005,
335.0,195.311,1.2994,,,,,,,317.0,1.49,0.0144,0.8489,0.0005,
340.0,194.866,1.22019,,,,,,,291.0,1.4,0.0138,0.819,0.0004,
345.0,194.332,1.24155,,,,,,,282.0,1.17,0.0104,0.6265,0.0003,
350.0,193.976,1.34479,,,,,,,272.0,1.17,0.0099,0.5973,0.0003,
355.0,193.264,1.49609,,,,,,,275.0,1.39,0.0117,0.7061,0.0003,
360.0,192.73,1.61535,,,,,,,273.0,1.54,0.0132,0.7345,0.0004,
365.0,192.641,1.62247,,,,,,,278.0,1.55,0.0133,0.7427,0.0004,
370.0,192.107,1.62514,,,,,,,294.0,1.35,0.0121,0.6864,0.0004,
375.0,191.484,1.61713,,,,,,,306.0,1.2,0.0114,0.6151,0.0003,
380.0,191.128,1.5219,,,,,,,330.0,1.27,0.0132,0.6551,0.0004,
385.0,190.772,1.43468,,,,,,,326.0,1.27,0.0129,0.6042,0.0003,
390.0,190.327,1.3634799999999998,,,,,,,323.0,1.35,0.0146,0.6987,0.0004,
395.0,189.615,1.36793,,,,,,,316.0,1.28,0.0134,0.6369,0.0004,
400.0,189.615,1.32788,,,,,,,297.0,1.21,0.0128,0.6072,0.0003,
405.0,188.903,1.33589,,,,,,,293.0,1.17,0.0126,0.6224,0.0003,
410.0,188.369,1.33856,,,,,,,288.0,1.07,0.0107,0.5717,0.0003,
415.0,187.924,1.31542,,,,,,,288.0,1.27,0.0128,0.6943,0.0004,
420.0,187.479,1.3189799999999998,,,,,,,288.0,1.32,0.0123,0.6925,0.0004,
425.0,187.123,1.3617,,,,,,,310.0,1.38,0.0121,0.6876,0.0004,
430.0,186.589,1.41154,,,,,,,337.0,1.36,0.0116,0.7373,0.0004,
435.0,186.144,1.47829,,,,,,,368.0,1.48,0.0123,0.7262,0.0004,
440.0,185.699,1.51033,,,,,,,375.0,1.61,0.0138,0.8386,0.0004,
445.0,185.432,1.57174,,,,,,,377.0,1.63,0.014,0.8187,0.0004,
450.0,184.987,1.5753,,,,,,,376.0,1.44,0.0136,0.7419,0.0004,
455.0,184.631,1.56462,,,,,,,386.0,1.33,0.0121,0.6558,0.0003,
460.0,183.919,1.5931,,,,,,,396.0,1.27,0.0131,0.5926,0.0003,
465.0,183.474,1.6287,,,,,,,392.0,1.39,0.0145,0.679,0.0003,
