Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.028999999999999998,,,,,,,0.0,0.0,0.0
3.0,,0.027000000000000003,,,,,,,0.0,0.0,0.0
6.0,,0.019,,,,,,,0.0,0.0,0.0
9.0,,0.032,,,,,,,0.0,0.0,0.0
12.0,,0.021,,,,,,,0.0,0.0,0.0
15.0,,-0.003,,,,,,,0.0,0.0,0.0
18.0,,0.027000000000000003,,,,,,,0.002,0.0,0.0
21.0,,0.021,,,,,,,0.003,0.0,0.0
24.0,,0.035,,,,,,,0.006,-2.49,-0.058
27.0,,0.027000000000000003,,,,,,,0.01,-1.53,-0.036
30.0,,0.011000000000000001,,,,,,,0.014,-1.11,-0.022
33.0,,0.021,,,,,,,0.016,-0.97,-0.021
36.0,,0.021,,,,,,,0.019,-0.83,-0.016
39.0,,0.021,,,,,,,0.02,-0.78,-0.018
42.0,,0.027000000000000003,,,,,,,0.022,-0.71,-0.016
45.0,,0.035,,,,,,,0.024,-0.65,-0.015
48.0,,0.027000000000000003,,,,,,,0.027,-0.57,-0.012
51.0,,0.024,,,,,,,0.034,-0.46,-0.01
54.0,,0.013000000000000001,,,,,,,0.039,-0.39,-0.01
57.0,,0.027000000000000003,,,,,,,0.043,-0.36,-0.008
60.0,,0.013000000000000001,,,,,,,0.046,-0.33,-0.005
63.0,,0.027000000000000003,,,,,,,0.047,-0.32,-0.006
66.0,,0.045,,,,,,,0.049,-0.32,-0.006
69.0,,0.028999999999999998,,,,,,,0.05,-0.31,-0.005
72.0,,0.026000000000000002,,,,,,,0.052,-0.29,0.0
75.0,,0.028999999999999998,,,,,,,0.056,-0.28,0.0
78.0,,0.016,,,,,,,0.059,-0.26,0.0
81.0,,0.028999999999999998,,,,,,,0.061,-0.26,0.0
84.0,,0.04,,,,,,,0.064,-0.24,0.0
87.0,,0.035,,,,,,,0.066,-0.24,0.0
90.0,,0.027000000000000003,,,,,,,0.067,-0.23,0.003
93.0,,0.048,,,,,,,0.068,-0.23,0.006
96.0,,0.057999999999999996,,,,,,,0.071,-0.22,0.01
99.0,,0.055999999999999994,,,,,,,0.075,-0.2,0.013
102.0,,0.059000000000000004,,,,,,,0.08,-0.18,0.017
105.0,,0.048,,,,,,,0.083,-0.17,0.022
108.0,,0.057,,,,,,,0.084,-0.15,0.027
111.0,,0.068,,,,,,,0.084,-0.1,0.029
114.0,,0.23399999999999999,,,,,,,0.083,0.35,0.013
117.0,,0.738,,,,,,,0.082,0.85,0.002
120.0,,1.29,,,,,,,0.082,1.17,0.0
123.0,,1.67,,,,,,,0.083,1.32,0.0
126.0,,1.897,,,,,,,0.085,1.38,0.0
129.0,,2.003,,,,,,,0.086,1.37,0.0
132.0,,1.9680000000000002,,,,,,,0.084,1.28,0.0
135.0,,1.8719999999999999,,,,,,,0.082,1.22,0.0
138.0,,1.72,,,,,,,0.079,1.16,0.0
141.0,,1.621,,,,,,,0.076,1.09,0.003
144.0,,1.5280000000000002,,,,,,,0.074,1.04,0.004
147.0,,1.433,,,,,,,0.073,0.98,0.003
150.0,,1.409,,,,,,,0.071,0.94,0.004
153.0,,1.336,,,,,,,0.069,0.9,0.004
156.0,,1.262,,,,,,,0.066,0.88,0.0
159.0,,1.245,,,,,,,0.063,0.86,0.0
162.0,,1.1820000000000002,,,,,,,0.058,0.85,0.0
165.0,,1.122,,,,,,,0.054,0.88,0.0
168.0,,1.094,,,,,,,0.051,0.89,0.0
171.0,,1.077,,,,,,,0.049,0.88,0.0
174.0,,1.03,,,,,,,0.049,0.82,0.005
177.0,,1.012,,,,,,,0.05,0.78,0.008
180.0,,0.983,,,,,,,0.049,0.78,0.009
183.0,,1.02,,,,,,,0.047,0.79,0.012
186.0,,0.9870000000000001,,,,,,,0.044,0.79,0.015
189.0,,0.951,,,,,,,0.041,0.79,0.019
192.0,,0.891,,,,,,,0.039,0.76,0.029
195.0,,0.805,,,,,,,0.037,0.74,0.033
198.0,,0.7959999999999999,,,,,,,0.039,0.65,0.038
201.0,,0.7490000000000001,,,,,,,0.04,0.56,0.045
204.0,,0.706,,,,,,,0.041,0.49,0.047
207.0,,0.636,,,,,,,0.04,0.45,0.051
210.0,,0.614,,,,,,,0.039,0.43,0.057
213.0,,0.583,,,,,,,0.036,0.45,0.067
216.0,,0.562,,,,,,,0.034,0.45,0.077
219.0,,0.542,,,,,,,0.032,0.41,0.081
222.0,,0.5,,,,,,,0.032,0.3,0.08
225.0,,0.423,,,,,,,0.034,0.23,0.084
228.0,,0.394,,,,,,,0.035,0.24,0.088
231.0,,0.40299999999999997,,,,,,,0.035,0.25,0.085
234.0,,0.41100000000000003,,,,,,,0.034,0.22,0.087
237.0,,0.38200000000000006,,,,,,,0.033,0.14,0.094
240.0,,0.319,,,,,,,0.03,0.07,0.103
243.0,,0.275,,,,,,,0.029,0.0,0.111
246.0,,0.271,,,,,,,0.028,0.0,0.104
249.0,,0.263,,,,,,,0.028,0.0,0.11
252.0,,0.24100000000000002,,,,,,,0.027,0.0,0.113
255.0,,0.259,,,,,,,0.026,-0.06,0.116
258.0,,0.24100000000000002,,,,,,,0.023,-0.07,0.129
261.0,,0.26,,,,,,,0.022,-0.07,0.137
264.0,,0.255,,,,,,,0.021,0.0,0.139
267.0,,0.244,,,,,,,0.021,-0.06,0.139
270.0,,0.264,,,,,,,0.022,0.0,0.137
273.0,,0.244,,,,,,,0.023,0.0,0.13
276.0,,0.24300000000000002,,,,,,,0.023,0.0,0.136
