Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.017,,,,,,,0.0,0.0,0.0
3.0,,0.017,,,,,,,0.0,0.0,0.0
6.0,,0.019,,,,,,,0.0,0.0,0.0
9.0,,0.0069999999999999,,,,,,,0.0,0.0,0.0
12.0,,0.0,,,,,,,0.0,0.0,0.0
15.0,,0.0139999999999999,,,,,,,0.141,0.1,-0.829
18.0,,0.026,,,,,,,0.14,0.1,-0.83
21.0,,0.026,,,,,,,0.138,0.1,-0.845
24.0,,0.005,,,,,,,0.137,0.11,-0.839
27.0,,0.021,,,,,,,0.134,0.11,-0.855
30.0,,0.0139999999999999,,,,,,,0.131,0.12,-0.892
33.0,,0.0069999999999999,,,,,,,0.13,0.11,-0.896
36.0,,0.0279999999999999,,,,,,,0.128,0.12,-0.902
39.0,,0.031,,,,,,,0.126,0.13,-0.9
42.0,,0.0139999999999999,,,,,,,0.124,0.13,-0.932
45.0,,0.019,,,,,,,0.122,0.13,-0.912
48.0,,0.03,,,,,,,0.12,0.14,-0.937
51.0,,0.062,,,,,,,0.117,0.13,-0.892
54.0,,0.389,,,,,,,0.115,0.32,-0.874
57.0,,1.169,,,,,,,0.113,0.87,-0.87
60.0,,1.941,,,,,,,0.111,1.45,-0.873
63.0,,2.483,,,,,,,0.109,1.93,-0.871
66.0,,2.741,,,,,,,0.108,2.27,-0.9
69.0,,2.7310000000000003,,,,,,,0.107,2.42,-0.926
72.0,,2.542,,,,,,,0.105,2.41,-0.938
75.0,,2.3480000000000003,,,,,,,0.103,2.37,-0.958
78.0,,2.155,,,,,,,0.102,2.29,-0.964
81.0,,2.04,,,,,,,0.1,2.21,-1.009
84.0,,1.961,,,,,,,0.098,2.14,-1.028
87.0,,1.908,,,,,,,0.096,2.11,-1.059
90.0,,1.889,,,,,,,0.093,2.1,-1.091
93.0,,1.812,,,,,,,0.09,2.1,-1.131
96.0,,1.717,,,,,,,0.087,2.08,-1.182
99.0,,1.62,,,,,,,0.084,2.06,-1.233
102.0,,1.536,,,,,,,0.08,2.05,-1.293
105.0,,1.47,,,,,,,0.077,2.04,-1.345
108.0,,1.394,,,,,,,0.074,2.03,-1.4
111.0,,1.364,,,,,,,0.071,2.05,-1.462
