Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.00616,,,,,,,0.0,0.0,0.0
5.0,,-0.01232,,,,,,,0.0,0.0,0.0
10.0,,-0.01672,,,,,,,0.0,0.0,0.0
15.0,,0.00792,,,,,,,0.0,0.0,0.0
20.0,,0.0,,,,,,,0.0,0.0,0.0
25.0,,0.24112,,,,,,,0.0,0.0,0.0
30.0,,0.91168,,,,,,,0.054,2.13,0.066
35.0,,1.65616,,,,,,,0.071,2.17,0.046
40.0,,0.77528,,,,,,,0.073,1.56,0.041
45.0,,0.37576000000000004,,,,,,,0.058,1.44,0.063
50.0,,0.23584000000000002,,,,,,,0.043,1.54,0.092
55.0,,0.17688,,,,,,,0.036,1.53,0.121
60.0,,0.15664000000000003,,,,,,,0.034,1.44,0.13
65.0,,0.14344,,,,,,,0.02,2.26,0.221
70.0,,0.14168000000000003,,,,,,,0.005,155.21,15.287
75.0,,0.13024000000000002,,,,,,,0.005,147.78,16.421
80.0,,0.10736,,,,,,,0.005,148.81,15.569
85.0,,0.13552,,,,,,,0.008,5.12,0.492
90.0,,0.14696,,,,,,,0.013,3.16,0.326
95.0,,0.16192,,,,,,,0.013,3.56,0.353
100.0,,0.16368000000000002,,,,,,,0.017,2.82,0.228
105.0,,0.19272,,,,,,,0.024,2.06,0.142
110.0,,0.22,,,,,,,0.026,2.04,0.146
115.0,,0.25784,,,,,,,0.022,2.61,0.2
120.0,,0.31416000000000005,,,,,,,0.016,3.86,0.226
125.0,,0.32736000000000004,,,,,,,0.015,4.31,0.212
130.0,,0.3256,,,,,,,0.026,2.58,0.131
135.0,,0.32648000000000005,,,,,,,0.03,2.18,0.113
140.0,,0.33352,,,,,,,0.015,4.43,0.199
145.0,,0.33264,,,,,,,0.013,5.17,0.228
150.0,,0.31944,,,,,,,0.032,2.03,0.112
155.0,,0.27016,,,,,,,0.033,1.84,0.097
160.0,,0.26488,,,,,,,0.014,4.23,0.253
165.0,,0.24816000000000002,,,,,,,0.014,4.14,0.257
170.0,,0.264,,,,,,,0.014,4.25,0.248
175.0,,0.23496,,,,,,,0.007,8.54,0.551
180.0,,0.21648000000000003,,,,,,,0.006,9.48,0.65
185.0,,0.23056000000000001,,,,,,,0.004,198.53,13.805
190.0,,0.2156,,,,,,,0.008,6.9,0.528
195.0,,0.21736,,,,,,,0.008,6.37,0.452
200.0,,0.21208000000000002,,,,,,,0.016,3.36,0.279
205.0,,0.21032,,,,,,,0.029,1.79,0.128
210.0,,0.20328000000000002,,,,,,,0.027,1.92,0.129
215.0,,0.20416,,,,,,,0.017,3.1,0.23
220.0,,0.19008000000000003,,,,,,,0.01,5.08,0.369
225.0,,0.19712,,,,,,,0.009,5.84,0.505
230.0,,0.17864000000000002,,,,,,,0.011,4.84,0.359
235.0,,0.22088000000000002,,,,,,,0.013,4.07,0.305
240.0,,0.19888000000000003,,,,,,,0.019,2.73,0.228
245.0,,0.18216000000000002,,,,,,,0.014,3.68,0.287
250.0,,0.19272,,,,,,,0.014,3.75,0.297
255.0,,0.19096000000000002,,,,,,,0.001,190.05,15.229
260.0,,0.19624000000000003,,,,,,,0.014,3.75,0.303
265.0,,0.19008000000000003,,,,,,,0.022,2.36,0.19
270.0,,0.20504000000000003,,,,,,,0.026,1.97,0.15
275.0,,0.21472,,,,,,,0.023,2.31,0.209
280.0,,0.19184,,,,,,,0.015,3.39,0.253
285.0,,0.198,,,,,,,0.009,5.99,0.456
290.0,,0.17600000000000002,,,,,,,0.004,187.71,13.354
295.0,,0.19448000000000001,,,,,,,0.0,189.66,12.745
300.0,,0.19624000000000003,,,,,,,0.004,192.17,13.877
305.0,,0.20504000000000003,,,,,,,0.014,3.75,0.256
310.0,,0.19448000000000001,,,,,,,0.017,3.02,0.196
315.0,,0.19888000000000003,,,,,,,0.012,4.32,0.317
320.0,,0.20064,,,,,,,0.011,4.96,0.382
325.0,,0.19448000000000001,,,,,,,0.017,3.2,0.21
330.0,,0.19184,,,,,,,0.01,5.59,0.331
335.0,,0.19096000000000002,,,,,,,0.004,192.33,14.11
340.0,,0.17864000000000002,,,,,,,0.031,1.74,0.137
345.0,,0.17600000000000002,,,,,,,0.026,2.02,0.133
