Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLRPUA (g/s-m2),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
155.0,,,,,,,,,422.48,9.24,108.5,0.91,0.0027,0.9188,0.0109,0.0
160.0,,,,,,,,,405.99,9.22,101.8,0.89,0.0038,0.8847,0.0094,0.0
165.0,,,,,,,,,445.31,9.04,101.2,0.87,0.0032,0.9019,0.0107,0.0
170.0,,,,,,,,,417.21,8.89,97.3,0.88,0.0058,0.8246,0.0099,0.0
175.0,,,,,,,,,387.07,8.82,94.5,0.85,0.0029,0.9088,0.009,0.0
180.0,,,,,,,,,362.67,8.76,93.3,0.88,0.003,0.9069,0.0122,0.0
185.0,,,,,,,,,410.24,9.01,94.1,0.86,0.0039,0.8708,0.0095,0.0
190.0,,,,,,,,,392.98,8.61,96.2,0.9,0.0038,0.8813,0.0106,0.0
195.0,,,,,,,,,418.13,8.35,94.7,0.9,0.0028,0.9147,0.0091,0.0
200.0,,,,,,,,,457.66,8.21,92.9,0.93,0.0033,0.9018,0.0112,0.0
205.0,,,,,,,,,465.58,7.98,94.8,0.96,0.0019,0.9455,0.0103,0.0
210.0,,,,,,,,,486.69,8.08,93.5,0.93,0.0035,0.8988,0.0109,0.0
215.0,,,,,,,,,449.17,7.76,92.3,0.97,0.0043,0.8854,0.0124,0.0001
220.0,,,,,,,,,448.49,8.03,93.5,0.92,0.0031,0.9158,0.0125,0.0
225.0,,,,,,,,,445.31,8.06,90.6,0.9,0.0046,0.8747,0.0121,0.0001
230.0,,,,,,,,,516.5,7.6,88.3,1.03,0.0035,0.9112,0.0125,0.0
235.0,,,,,,,,,476.59,8.26,90.4,0.93,0.0063,0.8304,0.0127,0.0
240.0,,,,,,,,,483.49,8.17,91.6,0.96,0.0054,0.8572,0.0112,0.0
245.0,,,,,,,,,524.26,7.72,93.1,0.99,0.005,0.877,0.0108,0.0
250.0,,,,,,,,,487.26,7.77,92.0,0.98,0.0051,0.8731,0.0115,0.0001
255.0,,,,,,,,,510.75,7.74,93.4,0.96,0.0057,0.8628,0.0139,0.0001
260.0,,,,,,,,,472.69,7.88,89.6,0.95,0.0069,0.83,0.0136,0.0
265.0,,,,,,,,,492.0,7.43,88.9,1.0,0.0045,0.897,0.0143,0.0
270.0,,,,,,,,,527.42,7.53,91.3,1.0,0.0057,0.8679,0.0151,0.0001
275.0,,,,,,,,,530.27,7.66,91.1,0.95,0.0068,0.8435,0.0151,0.0
280.0,,,,,,,,,632.96,6.3,90.4,1.16,0.0,1.017,0.017,0.0
285.0,,,,,,,,,646.04,6.27,90.0,1.19,0.0027,0.9502,0.0148,0.0
290.0,,,,,,,,,481.1,7.97,89.9,0.95,0.0091,0.7838,0.0138,0.0
295.0,,,,,,,,,462.39,8.35,90.2,0.89,0.0119,0.7062,0.0133,0.0
300.0,,,,,,,,,541.28,7.22,90.0,1.03,0.008,0.8296,0.0163,0.0
305.0,,,,,,,,,531.81,6.94,88.8,1.08,0.0064,0.8679,0.0155,0.0
310.0,,,,,,,,,478.83,7.78,88.6,0.95,0.0075,0.7822,0.0149,0.0
315.0,,,,,,,,,575.83,6.95,90.0,1.04,0.0072,0.8526,0.017,0.0
320.0,,,,,,,,,656.82,6.14,88.8,1.19,0.0028,0.9502,0.0196,0.0
325.0,,,,,,,,,547.56,6.73,89.0,1.11,0.0053,0.8931,0.0176,0.0001
330.0,,,,,,,,,544.16,6.97,89.5,1.08,0.0069,0.8568,0.0172,0.0
335.0,,,,,,,,,556.95,7.32,88.9,0.99,0.0106,0.7632,0.0171,0.0
340.0,,,,,,,,,577.1,6.71,89.6,1.1,0.0092,0.8126,0.0177,0.0
345.0,,,,,,,,,645.7,6.08,88.8,1.22,0.0072,0.8696,0.0195,0.0
350.0,,,,,,,,,603.57,6.41,89.2,1.19,0.0072,0.8622,0.0171,0.0
355.0,,,,,,,,,580.5,6.26,89.9,1.2,0.0067,0.8748,0.0168,0.0001
360.0,,,,,,,,,546.62,6.34,89.0,1.16,0.0108,0.7949,0.0168,0.0
365.0,,,,,,,,,534.93,6.56,88.1,1.11,0.011,0.7808,0.017,0.0001
370.0,,,,,,,,,596.98,6.22,87.3,1.14,0.0088,0.8348,0.0164,0.0
375.0,,,,,,,,,636.26,5.78,87.4,1.25,0.0059,0.8949,0.0191,0.0
380.0,,,,,,,,,626.11,5.93,86.8,1.22,0.008,0.8554,0.017,0.0
385.0,,,,,,,,,571.37,6.24,88.0,1.14,0.0093,0.8197,0.0163,0.0
390.0,,,,,,,,,526.76,5.95,88.7,1.18,0.0078,0.8552,0.0174,0.0
395.0,,,,,,,,,601.25,5.66,87.6,1.23,0.0088,0.8409,0.0158,0.0001
400.0,,,,,,,,,501.02,5.79,84.9,1.21,0.01,0.8154,0.0167,0.0001
405.0,,,,,,,,,466.13,6.12,83.2,1.1,0.0106,0.7848,0.0171,0.0
410.0,,,,,,,,,449.26,6.14,83.9,1.14,0.0124,0.7463,0.0149,0.0
415.0,,,,,,,,,533.91,5.87,84.7,1.19,0.009,0.8207,0.0147,0.0
420.0,,,,,,,,,512.81,5.7,84.5,1.22,0.0077,0.8485,0.0153,0.0
425.0,,,,,,,,,462.82,5.77,83.2,1.2,0.0093,0.8087,0.0143,0.0
430.0,,,,,,,,,520.86,5.42,83.4,1.29,0.0075,0.8551,0.0173,0.0
435.0,,,,,,,,,542.29,4.81,83.0,1.44,0.0023,0.9602,0.0178,0.0
440.0,,,,,,,,,513.95,4.99,81.6,1.42,0.0053,0.9039,0.0167,0.0
445.0,,,,,,,,,455.48,5.67,81.6,1.21,0.0082,0.8255,0.0142,0.0
450.0,,,,,,,,,404.94,5.52,80.7,1.19,0.009,0.8119,0.0138,0.0
455.0,,,,,,,,,474.74,4.84,79.7,1.4,0.0061,0.8862,0.0162,0.0
460.0,,,,,,,,,532.71,4.69,78.7,1.42,0.0044,0.9203,0.0167,0.0
465.0,,,,,,,,,445.18,4.85,81.0,1.36,0.0045,0.9129,0.014,0.0
470.0,,,,,,,,,491.21,4.69,80.1,1.41,0.0084,0.8452,0.0136,0.0
475.0,,,,,,,,,517.52,4.37,78.6,1.52,0.0018,0.9685,0.016,0.0
480.0,,,,,,,,,383.84,4.92,78.2,1.33,0.0076,0.8458,0.0129,0.0001
485.0,,,,,,,,,345.39,5.0,77.2,1.31,0.0072,0.8453,0.0118,0.0
490.0,,,,,,,,,423.08,4.54,76.5,1.44,0.0057,0.8895,0.0131,0.0
495.0,,,,,,,,,369.34,4.74,77.3,1.39,0.0076,0.8423,0.012,0.0
500.0,,,,,,,,,413.68,4.57,77.3,1.46,0.0092,0.8145,0.0114,0.0
505.0,,,,,,,,,382.17,4.39,76.3,1.5,0.0062,0.8761,0.0132,0.0001
510.0,,,,,,,,,301.85,4.34,74.5,1.54,0.0075,0.8515,0.012,0.0
515.0,,,,,,,,,392.95,4.06,75.6,1.67,0.0056,0.8945,0.0127,0.0
520.0,,,,,,,,,362.71,4.31,74.6,1.56,0.0051,0.8958,0.0115,0.0
525.0,,,,,,,,,350.64,4.59,74.8,1.46,0.009,0.7997,0.0102,0.0
530.0,,,,,,,,,322.99,4.52,74.9,1.48,0.0088,0.8092,0.0104,0.0001
535.0,,,,,,,,,307.22,3.97,73.6,1.72,0.0024,0.9532,0.0108,0.0001
540.0,,,,,,,,,384.0,3.54,73.9,1.93,0.0016,0.9724,0.0117,0.0001
545.0,,,,,,,,,271.06,4.09,73.7,1.67,0.0072,0.8472,0.0101,0.0
550.0,,,,,,,,,243.23,4.35,73.8,1.55,0.0092,0.7931,0.01,0.0
555.0,,,,,,,,,253.89,3.8,72.1,1.73,0.0066,0.8669,0.0115,0.0
560.0,,,,,,,,,249.67,3.54,72.1,1.82,0.0042,0.9202,0.0117,0.0
565.0,,,,,,,,,258.92,3.68,72.4,1.79,0.0068,0.864,0.0111,0.0
570.0,,,,,,,,,256.09,3.63,72.2,1.84,0.0051,0.8986,0.0103,0.0
575.0,,,,,,,,,350.19,3.79,73.0,1.75,0.0087,0.8193,0.0105,0.0
580.0,,,,,,,,,311.49,3.66,71.2,1.78,0.009,0.8178,0.0113,0.0
585.0,,,,,,,,,335.74,3.4,71.5,1.95,0.002,0.9627,0.0121,0.0
590.0,,,,,,,,,366.03,3.54,72.3,1.85,0.0112,0.7838,0.012,0.0
595.0,,,,,,,,,362.69,3.53,72.4,1.83,0.0086,0.8404,0.014,0.0
600.0,,,,,,,,,287.17,3.73,71.0,1.72,0.0112,0.7795,0.0124,0.0
605.0,,,,,,,,,250.09,3.84,69.7,1.65,0.0181,0.6441,0.0125,0.0001
610.0,,,,,,,,,304.3,3.69,70.7,1.74,0.0092,0.8253,0.0108,0.0
615.0,,,,,,,,,313.53,3.28,68.6,1.9,0.0022,0.9634,0.0111,0.0001
620.0,,,,,,,,,372.93,3.07,67.4,2.07,0.0039,0.9401,0.0118,0.0
625.0,,,,,,,,,303.87,3.1,67.9,1.97,0.0061,0.9069,0.0122,0.0001
630.0,,,,,,,,,284.33,3.16,68.7,1.89,0.0136,0.7893,0.0109,0.0
635.0,,,,,,,,,253.85,3.8,66.0,1.52,0.0218,0.593,0.01,0.0
640.0,,,,,,,,,172.38,3.56,63.9,1.58,0.0212,0.629,0.009,0.0
645.0,,,,,,,,,253.26,2.87,61.3,1.96,0.009,0.8746,0.012,0.0
650.0,,,,,,,,,287.26,2.31,61.2,2.31,0.007,0.9205,0.0134,0.0
655.0,,,,,,,,,235.11,1.73,59.2,3.15,0.0,1.1352,0.0177,0.0
660.0,,,,,,,,,212.39,2.57,56.9,2.08,0.0293,0.6398,0.0115,0.0001
665.0,,,,,,,,,148.79,3.29,54.3,1.55,0.0253,0.6068,0.0088,0.0001
670.0,,,,,,,,,103.48,2.82,52.9,1.83,0.022,0.7066,0.01,0.0
675.0,,,,,,,,,174.15,1.89,51.0,2.61,0.0118,0.8981,0.0143,0.0
680.0,,,,,,,,,54.77,1.63,49.6,3.05,0.0,1.1794,0.0206,0.0
685.0,,,,,,,,,51.44,2.16,48.3,2.24,0.001,0.9899,0.0142,0.0002
690.0,,,,,,,,,0.0,2.41,47.0,2.0,0.036,0.6129,0.0146,0.0002
695.0,,,,,,,,,0.0,2.58,46.4,1.86,0.0331,0.6476,0.0132,0.0
700.0,,,,,,,,,41.35,1.99,46.1,2.3,0.0347,0.7165,0.0169,0.0
705.0,,,,,,,,,114.84,1.48,43.3,3.0,0.006,0.9662,0.0255,0.0001
710.0,,,,,,,,,0.0,1.77,42.4,2.38,0.0,1.0616,0.0205,0.0003
715.0,,,,,,,,,43.36,2.16,42.6,1.88,0.0369,0.723,0.0159,0.0001
720.0,,,,,,,,,69.45,2.11,41.2,1.92,0.056,0.5882,0.0159,0.0
725.0,,,,,,,,,98.22,1.65,39.8,2.46,0.0036,0.9806,0.0228,0.0
730.0,,,,,,,,,0.0,1.83,40.7,2.19,0.0513,0.6909,0.0196,0.0
735.0,,,,,,,,,0.0,2.01,37.5,2.0,0.042,0.7389,0.018,0.0
740.0,,,,,,,,,26.85,2.24,37.5,1.81,0.0557,0.6132,0.0151,0.0
745.0,,,,,,,,,0.0,2.08,36.5,1.92,0.0539,0.6668,0.0166,0.0
750.0,,,,,,,,,0.0,1.2,36.0,3.34,0.0,1.1263,0.0276,0.0
755.0,,,,,,,,,0.0,0.76,35.7,5.32,0.0,1.4223,0.0406,0.0
760.0,,,,,,,,,23.97,1.59,35.1,2.57,0.067,0.6874,0.0196,0.0
765.0,,,,,,,,,30.38,2.11,34.1,1.91,0.0758,0.5321,0.0148,0.0
770.0,,,,,,,,,0.0,1.4,32.6,2.86,0.0395,0.8387,0.022,0.0
775.0,,,,,,,,,38.56,1.3,33.5,3.0,0.0274,0.896,0.0219,0.0
780.0,,,,,,,,,47.19,2.07,32.5,1.85,0.0725,0.5639,0.0142,0.0
785.0,,,,,,,,,73.03,2.03,31.8,1.91,0.0506,0.7036,0.0147,0.0
790.0,,,,,,,,,66.46,1.95,32.8,1.93,0.0836,0.5275,0.0147,0.0003
795.0,,,,,,,,,0.0,1.18,30.7,3.14,0.0577,0.8029,0.0226,0.0
800.0,,,,,,,,,0.0,1.0,30.2,3.59,0.0192,0.9443,0.0264,0.0
805.0,,,,,,,,,151.66,1.18,29.9,3.04,0.0707,0.7559,0.0231,0.0004
810.0,,,,,,,,,0.0,1.39,29.9,2.54,0.0693,0.7172,0.0202,0.0
815.0,,,,,,,,,0.0,0.95,29.2,3.65,0.0,1.02,0.0282,0.0
820.0,,,,,,,,,190.07,0.87,29.0,4.05,0.0,1.5499,0.0303,0.0006
825.0,,,,,,,,,0.0,1.44,29.1,2.42,0.0322,0.8673,0.0185,0.0003
830.0,,,,,,,,,146.13,1.54,27.6,2.17,0.0816,0.6378,0.0173,0.0
835.0,,,,,,,,,101.97,1.43,26.0,2.3,0.1167,0.5432,0.0227,0.0002
840.0,,,,,,,,,0.0,1.28,26.7,2.65,0.0619,0.783,0.0228,0.0001
845.0,,,,,,,,,80.79,1.3,26.4,2.57,0.148,0.4969,0.0216,0.0001
850.0,,,,,,,,,179.71,1.08,25.8,3.18,0.0115,0.9673,0.0247,0.0003
855.0,,,,,,,,,0.0,1.03,24.6,3.28,0.0668,0.8157,0.0239,0.0
860.0,,,,,,,,,74.87,1.28,25.2,2.72,0.0981,0.6658,0.0179,0.0
865.0,,,,,,,,,0.0,1.43,24.1,2.47,0.0704,0.7129,0.0152,0.0
870.0,,,,,,,,,0.0,1.34,24.8,2.53,0.0819,0.6835,0.0158,0.0
875.0,,,,,,,,,0.0,1.28,23.7,2.64,0.0625,0.7438,0.0148,0.0
880.0,,,,,,,,,165.57,0.7,23.9,4.67,0.0,1.5929,0.0281,0.0
885.0,,,,,,,,,396.11,0.59,23.3,5.5,0.0,1.2885,0.0305,0.0
890.0,,,,,,,,,0.0,0.73,23.3,4.36,0.0716,0.8083,0.0226,0.0011
895.0,,,,,,,,,0.0,1.05,21.6,2.97,0.1261,0.4497,0.0153,0.0
900.0,,,,,,,,,153.09,1.31,23.2,2.36,0.0448,0.757,0.0118,0.0
905.0,,,,,,,,,14.83,1.22,22.3,2.58,0.0,1.0228,0.0121,0.0
910.0,,,,,,,,,0.0,1.17,23.0,2.67,0.0097,0.9464,0.0119,0.0005
915.0,,,,,,,,,19.89,0.78,21.4,4.04,0.0,1.3865,0.0172,0.0005
920.0,,,,,,,,,47.57,1.04,21.8,2.97,0.0681,0.6293,0.0128,0.0
925.0,,,,,,,,,0.0,0.95,22.9,3.29,0.0,1.1456,0.0132,0.0
930.0,,,,,,,,,0.0,0.59,21.9,5.33,0.0,1.663,0.0202,0.0004
935.0,,,,,,,,,266.54,0.81,21.6,3.89,0.0145,0.923,0.0146,0.0
940.0,,,,,,,,,221.35,0.96,21.0,3.36,0.0354,0.7765,0.0117,0.0007
945.0,,,,,,,,,15.53,1.03,21.1,3.08,0.0029,0.9778,0.0108,0.0005
950.0,,,,,,,,,286.4,0.39,21.2,8.46,0.0,1.54,0.0265,0.0
955.0,,,,,,,,,178.44,0.7,20.2,4.62,0.0422,0.7568,0.0149,0.0
960.0,,,,,,,,,128.84,0.63,22.3,5.01,0.0,1.0343,0.0157,0.0006
965.0,,,,,,,,,151.37,0.83,20.9,3.61,0.0348,0.7328,0.0116,0.0003
970.0,,,,,,,,,58.53,1.29,20.4,2.5,0.0258,0.7121,0.0078,0.0001
975.0,,,,,,,,,0.0,1.12,21.1,2.7,0.0308,0.6471,0.0082,0.0
980.0,,,,,,,,,19.43,1.0,20.7,2.97,0.0061,0.9379,0.0091,0.0004
985.0,,,,,,,,,347.75,0.2,19.6,15.01,0.0,4.279,0.044,0.0
990.0,,,,,,,,,1.4,0.84,20.6,3.66,0.0022,0.9788,0.0104,0.0005
995.0,,,,,,,,,247.65,0.57,20.3,5.42,0.0,1.2897,0.015,0.0
1000.0,,,,,,,,,0.0,-0.15,20.1,30.99,0.0,6.6302,0.0837,0.0011
1005.0,,,,,,,,,0.0,0.61,19.8,5.34,0.0267,0.7743,0.0135,0.0009
1010.0,,,,,,,,,379.45,0.44,20.0,7.16,0.0,1.129,0.0187,0.0002
1015.0,,,,,,,,,0.0,0.25,20.3,12.75,0.0,3.0297,0.0322,0.0
1020.0,,,,,,,,,849.72,0.22,19.9,14.14,0.0,3.7659,0.0355,0.0001
1025.0,,,,,,,,,0.0,0.51,20.0,6.42,0.0,1.6147,0.0159,0.0012
1030.0,,,,,,,,,230.76,0.84,19.6,3.84,0.0122,0.8533,0.0093,0.0
1035.0,,,,,,,,,0.0,0.94,19.2,3.19,0.0066,0.8873,0.0081,0.0
1040.0,,,,,,,,,242.41,0.86,18.1,3.58,0.0158,0.7587,0.009,0.0001
1045.0,,,,,,,,,0.0,0.31,18.8,9.99,0.0,2.5157,0.0247,0.0019
