Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.0289999999999999,,,,,,,278.0,0.0646,1.76,0.0023,0.8618,0.0006,0.0006
5.0,,1.109,,,,,,,303.0,0.1117,1.22,0.0025,0.4606,0.0015,0.0015
10.0,,2.1,,,,,,,329.0,0.102,1.5,0.0085,0.6137,0.0031,0.0031
15.0,,2.339,,,,,,,354.0,0.1159999999999999,1.41,0.0079,0.5501,0.0049,0.0049
20.0,,2.458,,,,,,,380.0,0.1227,1.35,0.015,0.5703,0.0051,0.0051
25.0,,2.65,,,,,,,405.0,0.1202,1.4,0.0167,0.4883,0.004,0.004
30.0,,2.692,,,,,,,431.0,0.1079,1.33,0.0243,0.4715,0.0067,0.0067
35.0,,2.634,,,,,,,387.0,0.0994,1.26,0.0237,0.7026,0.0034,0.0034
40.0,,2.132,,,,,,,356.0,0.1011,1.36,0.0182,0.7026,0.0035,0.0035
45.0,,1.998,,,,,,,322.0,0.1248,1.72,0.015,1.1697,0.0028,0.0028
50.0,,2.57,,,,,,,275.0,0.1454,2.12,0.0122,1.2021,0.0022,0.0022
55.0,,3.992,,,,,,,232.0,0.1592,2.11,0.0108,1.1204,0.0011,0.0011
60.0,,4.758,,,,,,,202.0,0.1727,1.9,0.0095,0.8935,0.0007,0.0007
65.0,,5.063000000000001,,,,,,,181.0,0.1736,1.85,0.0096,0.7176,0.0007,0.0007
70.0,,5.011,,,,,,,176.0,0.1728,1.77,0.0092,1.0271,0.0006,0.0006
75.0,,4.863,,,,,,,177.0,0.1567,1.73,0.0103,0.8085,0.0006,0.0006
80.0,,4.551,,,,,,,190.0,0.142,1.64,0.0101,0.7047,0.0007,0.0007
85.0,,3.948,,,,,,,215.0,0.1252,1.58,0.012,0.6964,0.0008,0.0008
90.0,,3.469,,,,,,,271.0,0.109,1.58,0.0127,0.6977,0.0009,0.0009
95.0,,2.947,,,,,,,295.0,0.0864,1.78,0.023,0.6237,0.0013,0.0013
100.0,,2.633,,,,,,,343.0,0.0482,1.93,0.038,0.4883,0.0017,0.0017
105.0,,2.046,,,,,,,345.0,0.0275,1.84,0.029,0.6371,0.0036,0.0036
110.0,,1.145,,,,,,,,0.0125,,,0.7488,,
115.0,,0.6809999999999999,,,,,,,,0.0083,,,,,
120.0,,0.437,,,,,,,,0.0019,,,,,
125.0,,0.265,,,,,,,,-0.0011,,,,,
130.0,,0.1639999999999999,,,,,,,,-0.0011,,,,,
135.0,,0.088,,,,,,,,-0.0024,,,,,
140.0,,0.066,,,,,,,,0.0001,,,,,
145.0,,0.066,,,,,,,,-0.0046,,,,,
150.0,,0.046,,,,,,,,0.0025,,,,,
155.0,,0.023,,,,,,,,0.0042,,,,,
160.0,,0.0289999999999999,,,,,,,,0.0011,,,,,
165.0,,0.01,,,,,,,,-0.005,,,,,
170.0,,0.018,,,,,,,,0.0008,,,,,
175.0,,0.015,,,,,,,,-0.0019,,,,,
180.0,,0.015,,,,,,,,-0.0,,,,,
185.0,,0.012,,,,,,,,-0.0005,,,,,
190.0,,0.001,,,,,,,,-0.0037,,,,,
195.0,,0.0,,,,,,,,0.006,,,,,
200.0,,0.004,,,,,,,,-0.0008,,,,,
205.0,,0.003,,,,,,,,0.0046,,,,,
210.0,,0.0,,,,,,,,-0.0137,,,,,
215.0,,0.0,,,,,,,,0.0019,,,,,
220.0,,0.0,,,,,,,,-0.0019,,,,,
