Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
479.0,131.78,,0.0286,,,,,,94.7,21.43,0.779,0.377,0.74742,0.18642,0.0709
484.0,131.71,,0.0284,,,,,,117.2,20.8,0.786,0.382,0.73799,0.19634,0.0663
489.0,131.65,,0.0285,,,,,,91.8,20.33,0.707,0.376,0.76549,0.18771,0.0669
494.0,131.57,,0.0287,,,,,,124.7,20.46,0.652,0.363,0.82445,0.1895,0.0639
499.0,131.51,,0.0285,,,,,,93.7,19.81,0.595,0.377,0.74539,0.1964,0.0532
504.0,131.43,,0.0286,,,,,,64.0,19.33,0.652,0.386,0.82654,0.20176,0.0625
509.0,131.38,,0.0285,,,,,,119.2,19.27,0.507,0.354,0.7398,0.18291,0.0466
514.0,131.3,,0.0286,,,,,,114.5,19.88,0.444,0.326,0.73024,0.17718,0.0511
519.0,131.24,,0.0284,,,,,,59.7,19.2,0.392,0.325,0.73852,0.17527,0.0552
524.0,131.16,,0.0286,,,,,,86.5,18.85,0.44,0.309,0.67732,0.16136,0.0423
529.0,131.09,,0.0285,,,,,,37.1,18.23,0.43,0.316,0.73599,0.16367,0.038
534.0,131.0,,0.0286,,,,,,86.8,18.32,0.482,0.346,0.73175,0.18863,0.0358
539.0,130.95,,0.0286,,,,,,107.7,17.8,0.532,0.349,0.76678,0.19223,0.0302
544.0,130.83,,0.0288,,,,,,73.9,17.93,0.63,0.352,0.80506,0.20189,0.0262
549.0,130.82,,0.0285,,,,,,118.8,16.72,0.636,0.351,0.78621,0.2012,0.0104
554.0,130.76,,0.0287,,,,,,134.5,16.82,0.595,0.331,0.83839,0.19116,0.0112
559.0,130.68,,0.0286,,,,,,68.9,17.23,0.69,0.35,0.90004,0.19779,0.0148
564.0,130.63,,0.0286,,,,,,106.0,16.76,0.628,0.328,0.85323,0.18161,0.0196
569.0,130.56,,0.0285,,,,,,108.9,16.7,0.604,0.295,0.65917,0.16323,0.0105
574.0,130.48,,0.0289,,,,,,89.6,16.38,0.743,0.312,0.72714,0.1844,0.0142
579.0,130.42,,0.0287,,,,,,125.4,16.33,0.835,0.335,0.79952,0.1906,0.0236
