Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,0.0,0.0,0.0
6.0,,,,,,,,,,,,
12.0,,,,,,,,,0.0,0.1,0.0,0.0
18.0,,,,,,,,,0.0,1.4,0.0,0.0
24.0,,,,,,,,,0.0,4.0,0.0,0.0
30.0,,,,,,,,,0.0,169.2,0.0,0.0
36.0,,,,,,,,,0.0,158.4,0.0,0.0
42.0,,,,,,,,,0.0,82.8,0.0,0.0
48.0,,,,,,,,,0.0,72.5,0.0,0.0
54.0,,,,,,,,,0.0,92.6,0.0,0.0
60.0,,,,,,,,,0.004,76.3,347.75,3.534
66.0,,,,,,,,,0.014,63.8,6.22,0.071
72.0,,,,,,,,,0.021,58.4,3.78,0.034
78.0,,,,,,,,,0.023,50.1,3.2,0.026
84.0,,,,,,,,,0.02,44.4,3.47,0.043
90.0,,,,,,,,,0.017,35.3,3.96,0.049
96.0,,,,,,,,,0.016,31.5,3.55,0.084
108.0,,,,,,,,,0.011,27.0,4.72,0.154
114.0,,,,,,,,,0.01,26.4,5.1,0.135
120.0,,,,,,,,,0.015,22.3,3.1,0.093
126.0,,,,,,,,,0.012,20.7,3.82,0.163
132.0,,,,,,,,,0.009,18.8,4.87,0.208
138.0,,,,,,,,,0.011,17.4,3.76,0.168
144.0,,,,,,,,,0.008,15.3,4.86,0.227
150.0,,,,,,,,,0.006,15.4,7.08,0.284
156.0,,,,,,,,,0.007,15.5,5.7,0.254
162.0,,,,,,,,,0.007,11.8,5.08,0.261
168.0,,,,,,,,,0.006,13.5,6.56,0.292
174.0,,,,,,,,,0.004,11.4,129.19,5.96
180.0,,,,,,,,,0.004,13.0,129.12,6.648
186.0,,,,,,,,,0.005,11.7,130.56,7.031
192.0,,,,,,,,,0.006,11.7,5.98,0.317
198.0,,,,,,,,,0.005,12.2,127.03,9.363
204.0,,,,,,,,,0.005,11.2,125.98,6.34
210.0,,,,,,,,,0.006,9.8,6.0,0.331
216.0,,,,,,,,,0.007,11.0,4.96,0.23
222.0,,,,,,,,,0.007,10.9,4.99,0.33
228.0,,,,,,,,,0.005,11.1,127.68,7.137
234.0,,,,,,,,,0.003,11.1,125.47,5.653
240.0,,,,,,,,,0.004,12.0,124.04,5.924
246.0,,,,,,,,,0.005,10.2,125.08,7.353
252.0,,,,,,,,,0.007,10.5,4.93,0.254
258.0,,,,,,,,,0.008,10.3,4.45,0.235
264.0,,,,,,,,,0.005,10.0,124.32,5.955
270.0,,,,,,,,,0.003,10.9,124.84,7.22
276.0,,,,,,,,,0.005,9.7,124.24,5.329
282.0,,,,,,,,,0.006,9.9,5.97,0.272
288.0,,,,,,,,,0.005,10.8,122.53,6.371
294.0,,,,,,,,,0.004,11.1,123.94,4.29
