Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,1.2,0.0,0.0
5.0,,,,,,,,,0.0,0.5,88.92,1.669
10.0,,,,,,,,,0.0,0.7,90.07,3.029
15.0,,,,,,,,,0.0,3.0,94.09,3.794
20.0,,,,,,,,,0.0,2.8,101.37,3.631
25.0,,,,,,,,,0.0,55.9,291.95,9.032
35.0,,,,,,,,,0.0,145.4,466.73,9.311
40.0,,,,,,,,,0.0,80.9,367.78,10.611
45.0,,,,,,,,,0.0,39.6,262.89,11.778
50.0,,,,,,,,,0.0,20.1,199.49,14.961
55.0,,,,,,,,,0.0,17.0,169.06,14.708
60.0,,,,,,,,,0.0,19.1,165.36,14.722
65.0,,,,,,,,,0.0,21.6,170.91,12.485
70.0,,,,,,,,,0.002,25.8,185.47,12.085
75.0,,,,,,,,,0.007,32.4,7.65,0.397
80.0,,,,,,,,,0.006,32.5,9.89,0.595
85.0,,,,,,,,,0.017,30.5,3.37,0.221
90.0,,,,,,,,,0.029,27.5,1.89,0.123
95.0,,,,,,,,,0.017,28.0,3.14,0.212
100.0,,,,,,,,,0.007,24.4,7.42,0.586
105.0,,,,,,,,,0.01,22.9,4.81,0.394
110.0,,,,,,,,,0.018,23.0,2.7,0.229
115.0,,,,,,,,,0.022,21.2,2.07,0.165
120.0,,,,,,,,,0.009,18.0,4.86,0.473
125.0,,,,,,,,,0.009,18.2,4.67,0.476
130.0,,,,,,,,,0.002,17.0,146.53,15.598
135.0,,,,,,,,,0.005,16.6,142.49,13.806
140.0,,,,,,,,,0.006,15.7,6.18,0.638
145.0,,,,,,,,,0.012,15.2,3.15,0.355
150.0,,,,,,,,,0.014,14.1,2.72,0.307
155.0,,,,,,,,,0.009,14.3,3.91,0.483
160.0,,,,,,,,,0.006,13.4,5.67,0.731
165.0,,,,,,,,,0.007,11.8,4.64,0.599
170.0,,,,,,,,,0.006,12.0,5.54,0.666
175.0,,,,,,,,,0.006,13.0,5.52,0.747
180.0,,,,,,,,,0.004,13.6,121.04,16.812
185.0,,,,,,,,,0.011,12.7,3.24,0.441
195.0,,,,,,,,,0.008,13.9,4.34,0.645
