Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
0.0,,,,,,,,,,0.0
3.0,,,,,,,,,,-1.6217
6.0,,,,,,,,,,-0.6764
9.0,,,,,,,,,,-2.0382
12.0,,,,,,,,,,-1.7947
15.0,,,,,,,,,,0.7618
18.0,,,,,,,,,,-1.7974
21.0,,,,,,,,,,0.2716
24.0,,,,,,,,,,-0.4244
27.0,,,,,,,,,,-1.8272
30.0,,,,,,,,,,-2.0345
33.0,,,,,,,,,,-0.6246
36.0,,,,,,,,,,-0.1665
39.0,,,,,,,,,,-0.1886
42.0,,,,,,,,,,-0.4347
45.0,,,,,,,,,,0.022
48.0,,,,,,,,,,-2.0627
51.0,,,,,,,,,,0.7279
54.0,,,,,,,,,,1.1849
57.0,,,,,,,,,,-0.0077
60.0,,,,,,,,,,-3.0234
63.0,,,,,,,,,,-0.4286
66.0,,,,,,,,,,0.9738
69.0,,,,,,,,,,-4.1483
72.0,,,,,,,,,,0.7498
75.0,,,,,,,,,,1.6768
78.0,,,,,,,,,,-2.7792
81.0,,,,,,,,,,-3.4395
84.0,,,,,,,,,,1.4707
87.0,,,,,,,,,,1.9015
90.0,,,,,,,,,,-5.3287
93.0,,,,,,,,,,2.3547
96.0,,,,,,,,,,-1.3418
99.0,,,,,,,,,,0.2511
102.0,,,,,,,,,,1.1735
105.0,,,,,,,,,0.2244423561996142,0.4538
108.0,,,,,,,,,0.7768900599209554,1.8281
111.0,,,,,,,,,0.3869343757403459,0.6533
114.0,,,,,,,,,1.481178938072635,1.3418
117.0,,,,,,,,,0.9987577639751553,0.6432
120.0,,,,,,,,,3.0596026490066226,1.8018
123.0,,,,,,,,,3.278580024067389,2.7245
126.0,,,,,,,,,6.171931828428868,20.5334
129.0,,,,,,,,,7.868565120620333,175.3494
132.0,,,,,,,,,7.384162479571357,376.3715
135.0,,,,,,,,,7.000853033973565,435.7919
138.0,,,,,,,,,7.582382202421669,423.4442
141.0,,,,,,,,,8.644453380700268,401.9861
144.0,,,,,,,,,9.882295692795372,390.9367
147.0,,,,,,,,,10.950991540462775,381.3639
150.0,,,,,,,,,12.140853711981768,387.842
153.0,,,,,,,,,12.799345674328205,384.5717
156.0,,,,,,,,,13.651222588445162,391.8092
159.0,,,,,,,,,14.0395006882968,390.6112
162.0,,,,,,,,,14.421797438397247,387.5685
165.0,,,,,,,,,14.68453537635112,381.6173
168.0,,,,,,,,,14.890040386499598,373.8502
171.0,,,,,,,,,15.393398466954029,381.7609
174.0,,,,,,,,,15.243192266886714,374.9932
177.0,,,,,,,,,15.743340163934429,387.2106
180.0,,,,,,,,,15.487659395259753,382.4662
183.0,,,,,,,,,15.585251258863424,379.1502
186.0,,,,,,,,,15.712939831214188,379.2648
189.0,,,,,,,,,15.938567688963223,387.8507
192.0,,,,,,,,,15.867256996793689,390.4567
195.0,,,,,,,,,15.965112614250732,395.1078
198.0,,,,,,,,,15.765208815570698,386.853
201.0,,,,,,,,,15.692371231341085,372.358
204.0,,,,,,,,,16.333776995951933,385.3383
207.0,,,,,,,,,16.278788756282708,393.5153
210.0,,,,,,,,,16.17719450564752,395.0115
213.0,,,,,,,,,16.099897639963988,391.6445
216.0,,,,,,,,,16.355069590631324,400.1186
219.0,,,,,,,,,16.00780978187459,391.0852
222.0,,,,,,,,,15.9443009710783,378.4619
225.0,,,,,,,,,16.33723797254524,382.9808
228.0,,,,,,,,,16.662092773997358,401.0799
231.0,,,,,,,,,16.30381990532941,399.1974
234.0,,,,,,,,,16.194189500661516,389.2403
237.0,,,,,,,,,16.60651481076644,396.5287
240.0,,,,,,,,,16.448216326224216,394.4052
243.0,,,,,,,,,16.721641556551507,404.443
246.0,,,,,,,,,16.411061764947775,399.0842
249.0,,,,,,,,,16.20938000843526,384.3244
252.0,,,,,,,,,16.658952268493454,390.7907
255.0,,,,,,,,,16.93375895539635,410.3253
258.0,,,,,,,,,16.63222622842872,414.2389
261.0,,,,,,,,,16.56567775366882,413.0337
264.0,,,,,,,,,16.36580265505557,399.9213
267.0,,,,,,,,,16.68942020771167,400.4593
270.0,,,,,,,,,16.7536480472279,402.4176
273.0,,,,,,,,,16.8120418025055,406.3605
276.0,,,,,,,,,16.542253110824422,397.4938
279.0,,,,,,,,,16.859665845293197,405.0501
282.0,,,,,,,,,16.77229276586006,410.3962
285.0,,,,,,,,,16.57855983114142,408.4294
288.0,,,,,,,,,16.459048436893006,402.4978
291.0,,,,,,,,,16.611704680149458,405.0216
294.0,,,,,,,,,16.4591230178986,399.8316
297.0,,,,,,,,,16.836610885512183,411.2982
300.0,,,,,,,,,16.721292209024785,414.0309
303.0,,,,,,,,,16.60730055090798,406.9619
306.0,,,,,,,,,16.795458415179592,404.4296
309.0,,,,,,,,,17.16467562326068,415.0985
312.0,,,,,,,,,16.9515403795825,411.3037
315.0,,,,,,,,,16.885399349323862,401.1954
318.0,,,,,,,,,17.15661106721056,401.662
321.0,,,,,,,,,17.43964137721928,414.1287
324.0,,,,,,,,,17.336110058801246,421.0109
327.0,,,,,,,,,17.1003050886484,415.8931
330.0,,,,,,,,,17.181105334998403,414.1179
333.0,,,,,,,,,17.319151668821053,418.0289
336.0,,,,,,,,,17.281294904616402,418.5184
339.0,,,,,,,,,17.37095902393537,421.0043
342.0,,,,,,,,,17.721457175133924,437.6686
345.0,,,,,,,,,17.532105388650454,441.1779
348.0,,,,,,,,,17.447340725653163,436.0073
351.0,,,,,,,,,17.378943217665615,423.1008
354.0,,,,,,,,,17.88275423411738,430.1625
357.0,,,,,,,,,17.76803988781552,427.6323
360.0,,,,,,,,,17.917148217322453,428.8129
