Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,-2.2,0.0,0.0
5.0,,,,,,,,,0.0,-0.7,0.0,0.0
10.0,,,,,,,,,0.0,0.5,0.0,0.0
15.0,,,,,,,,,0.005,-2.4,90.57,0.0
20.0,,,,,,,,,0.012,0.7,2.15,0.0
25.0,,,,,,,,,0.035,2.2,0.74,0.017
30.0,,,,,,,,,0.044,1.9,0.6,0.01
35.0,,,,,,,,,0.015,1.4,1.77,0.058
40.0,,,,,,,,,0.015,4.8,1.77,0.068
45.0,,,,,,,,,0.015,144.8,3.88,0.433
50.0,,,,,,,,,0.06,142.2,2.13,0.249
55.0,,,,,,,,,0.129,41.9,0.78,0.065
60.0,,,,,,,,,0.098,23.7,0.73,0.043
65.0,,,,,,,,,0.027,5.2,1.91,0.083
70.0,,,,,,,,,0.027,-0.2,1.32,0.039
75.0,,,,,,,,,0.027,1.0,1.1,0.036
80.0,,,,,,,,,0.013,1.7,2.23,0.061
85.0,,,,,,,,,0.011,1.7,2.39,0.055
90.0,,,,,,,,,0.011,1.0,2.34,0.095
95.0,,,,,,,,,0.02,1.7,1.25,0.031
100.0,,,,,,,,,0.044,2.4,0.55,0.019
105.0,,,,,,,,,0.025,2.9,1.02,0.04
110.0,,,,,,,,,0.002,4.6,90.35,3.064
115.0,,,,,,,,,0.005,4.3,96.43,2.095
120.0,,,,,,,,,0.005,1.7,92.16,3.926
125.0,,,,,,,,,0.005,2.2,87.38,2.215
130.0,,,,,,,,,0.001,1.2,85.55,3.527
135.0,,,,,,,,,0.005,5.3,89.14,0.0
140.0,,,,,,,,,0.005,0.5,94.19,4.5
145.0,,,,,,,,,0.005,0.0,89.52,4.713
150.0,,,,,,,,,0.001,6.5,102.62,1.922
155.0,,,,,,,,,0.001,4.3,97.88,1.629
160.0,,,,,,,,,0.001,3.4,92.66,3.311
165.0,,,,,,,,,0.019,1.2,1.33,0.024
170.0,,,,,,,,,0.034,0.5,0.75,0.03
175.0,,,,,,,,,0.018,1.2,1.4,0.021
180.0,,,,,,,,,0.007,1.7,3.35,0.0
185.0,,,,,,,,,0.008,1.0,2.95,0.115
190.0,,,,,,,,,0.008,1.7,2.98,0.078
195.0,,,,,,,,,0.008,1.9,3.01,0.0
200.0,,,,,,,,,0.002,1.7,84.14,1.658
205.0,,,,,,,,,0.014,1.0,1.74,0.063
210.0,,,,,,,,,0.028,2.4,0.89,0.015
215.0,,,,,,,,,0.028,-1.0,0.94,0.064
220.0,,,,,,,,,0.028,4.8,0.89,0.022
