Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLRPUA (g/s-m2),HRRPUA (kW/m2)
0.0,,,,,,,,,,0.0
3.0,,,,,,,,,,-1.5074
6.0,,,,,,,,,,3.1548
9.0,,,,,,,,,,0.4523
12.0,,,,,,,,,,-1.0278
15.0,,,,,,,,,,-0.0189
18.0,,,,,,,,,,1.4592
21.0,,,,,,,,,,0.2236
24.0,,,,,,,,,,-1.0001
27.0,,,,,,,,,,1.7002
30.0,,,,,,,,,,2.1683
33.0,,,,,,,,,,1.4066
36.0,,,,,,,,,,0.4186
39.0,,,,,,,,,,0.4304
42.0,,,,,,,,,,2.6333
45.0,,,,,,,,,,0.1825
48.0,,,,,,,,,,-1.9998
51.0,,,,,,,,,,1.4502
54.0,,,,,,,,,,-0.0038
57.0,,,,,,,,,,0.2272
60.0,,,,,,,,,,0.2313
63.0,,,,,,,,,,0.7161
66.0,,,,,,,,,,2.8893
69.0,,,,,,,,,,-2.7234
72.0,,,,,,,,,,0.9503
75.0,,,,,,,,,,1.6988
78.0,,,,,,,,,,1.9107
81.0,,,,,,,,,,0.9104
84.0,,,,,,,,,,3.0864
87.0,,,,,,,,,,-0.3254
90.0,,,,,,,,,,1.8687
93.0,,,,,,,,,,2.3547
96.0,,,,,,,,,,-1.5341
99.0,,,,,,,,,,3.1089
102.0,,,,,,,,,,1.6385
105.0,,,,,,,,,,0.1628
108.0,,,,,,,,,,0.424
111.0,,,,,,,,,,3.1033
114.0,,,,,,,,,,-0.5502
117.0,,,,,,,,,,0.6682
120.0,,,,,,,,,,2.1397
123.0,,,,,,,,,,1.8801
126.0,,,,,,,,,,-1.2829
129.0,,,,,,,,,,3.0979
132.0,,,,,,,,,,2.1247
135.0,,,,,,,,,,1.3648
138.0,,,,,,,,,,0.6401
141.0,,,,,,,,,,0.659
144.0,,,,,,,,,,4.2935
147.0,,,,,,,,,,-1.7781
150.0,,,,,,,,,,1.8629
153.0,,,,,,,,,,2.6108
156.0,,,,,,,,,,-0.076
159.0,,,,,,,,,,4.2857
162.0,,,,,,,,,,1.116
165.0,,,,,,,,,,1.8226
168.0,,,,,,,,,,-1.0562
171.0,,,,,,,,,,4.7588
174.0,,,,,,,,,,31.908
177.0,,,,,,,,,4.996681445385312,150.1163
180.0,,,,,,,,,4.7057967643208665,309.5139
183.0,,,,,,,,,5.249108152407331,359.3193
186.0,,,,,,,,,6.726552257385944,365.8148
189.0,,,,,,,,,8.34950220505059,371.2698
192.0,,,,,,,,,9.832999039822768,379.9343
195.0,,,,,,,,,10.99686422345779,383.3045
198.0,,,,,,,,,11.954804007975946,382.5083
201.0,,,,,,,,,12.92458531843775,390.9183
204.0,,,,,,,,,13.429115592098942,391.3298
207.0,,,,,,,,,13.77713452011385,384.3297
210.0,,,,,,,,,14.2679197586235,384.9285
213.0,,,,,,,,,14.552827243836854,386.9524
216.0,,,,,,,,,14.802521373167002,392.1706
219.0,,,,,,,,,14.93285096354745,396.6658
222.0,,,,,,,,,14.747731022312731,385.2712
225.0,,,,,,,,,15.036712388912193,383.573
228.0,,,,,,,,,15.226575057518358,386.4992
231.0,,,,,,,,,15.169775622553011,381.6488
234.0,,,,,,,,,15.505655788361477,388.8896
237.0,,,,,,,,,15.822977212009352,408.073
240.0,,,,,,,,,15.451856470201236,403.9687
243.0,,,,,,,,,15.45387164996436,396.7797
246.0,,,,,,,,,15.933815369743836,412.0883
249.0,,,,,,,,,15.792903578360248,419.0568
252.0,,,,,,,,,15.420770589240616,406.0366
255.0,,,,,,,,,15.610003561363849,403.2501
258.0,,,,,,,,,15.601221399035822,400.3133
261.0,,,,,,,,,15.6518449216701,399.8389
264.0,,,,,,,,,15.682976170873422,400.0194
267.0,,,,,,,,,15.562125059514363,392.2278
270.0,,,,,,,,,15.856936618450993,396.5138
273.0,,,,,,,,,15.789704333056935,394.1726
276.0,,,,,,,,,15.814141446927986,389.7664
279.0,,,,,,,,,16.20643709495945,401.8694
282.0,,,,,,,,,16.085089686987263,405.8622
285.0,,,,,,,,,15.931929640492486,400.8824
288.0,,,,,,,,,16.02939398670205,400.4351
291.0,,,,,,,,,16.005314284797535,399.0573
294.0,,,,,,,,,16.050771795406096,400.5438
297.0,,,,,,,,,16.17721894427132,409.0701
300.0,,,,,,,,,15.861588296101068,402.0183
303.0,,,,,,,,,16.071088394944333,405.6182
306.0,,,,,,,,,16.107016945297396,410.7241
309.0,,,,,,,,,16.04961506559656,412.1493
312.0,,,,,,,,,16.072534954029333,413.6074
315.0,,,,,,,,,16.04701646490989,412.2639
318.0,,,,,,,,,16.020816310496542,407.8259
321.0,,,,,,,,,15.961149338737712,398.5084
324.0,,,,,,,,,16.296368803028955,403.7295
327.0,,,,,,,,,16.528352927702898,418.5293
330.0,,,,,,,,,16.405380362603083,424.9256
333.0,,,,,,,,,16.302256669180917,423.6174
336.0,,,,,,,,,16.35373644274709,422.6476
339.0,,,,,,,,,16.22680991696565,412.9285
342.0,,,,,,,,,16.579986538918366,418.7773
345.0,,,,,,,,,16.585752983668343,422.4723
348.0,,,,,,,,,16.43704330162544,415.9213
351.0,,,,,,,,,16.607185163841265,414.9737
354.0,,,,,,,,,16.96348544761498,428.5638
357.0,,,,,,,,,17.120838220525442,446.6587
360.0,,,,,,,,,16.487156420245483,427.019
363.0,,,,,,,,,16.846564659348402,420.8036
366.0,,,,,,,,,17.274291335421186,430.2335
369.0,,,,,,,,,17.48201594474795,444.4855
372.0,,,,,,,,,17.498927001421674,454.1899
375.0,,,,,,,,,17.242202125849023,445.7661
378.0,,,,,,,,,17.213216342635313,432.7678
381.0,,,,,,,,,17.561939783957712,435.5484
384.0,,,,,,,,,17.70505789879434,445.5407
387.0,,,,,,,,,17.353892653246675,439.2357
390.0,,,,,,,,,17.528872753102743,444.1904
393.0,,,,,,,,,17.461016790790566,448.5159
396.0,,,,,,,,,17.254257147623797,444.7164
399.0,,,,,,,,,17.183808938586843,439.0446
402.0,,,,,,,,,17.31156734748417,440.4911
405.0,,,,,,,,,17.315079934593623,441.5709
408.0,,,,,,,,,17.19346819072915,435.0085
411.0,,,,,,,,,17.42974838566021,438.3512
414.0,,,,,,,,,17.76171530135617,456.691
417.0,,,,,,,,,17.4024193301494,454.7461
420.0,,,,,,,,,17.19924558593735,441.3722
423.0,,,,,,,,,17.34601384342119,435.548
426.0,,,,,,,,,17.512921798877198,438.9141
429.0,,,,,,,,,17.397509114448884,438.0658
432.0,,,,,,,,,17.54558448187851,446.8334
435.0,,,,,,,,,17.26241667704959,443.3541
438.0,,,,,,,,,17.340051573055995,445.8318
441.0,,,,,,,,,17.163294082819494,440.6281
444.0,,,,,,,,,17.228208576592966,439.3934
447.0,,,,,,,,,17.243573065238152,438.7403
450.0,,,,,,,,,17.17209952629161,433.5543
453.0,,,,,,,,,17.327078666911117,434.7468
456.0,,,,,,,,,17.449502612719325,440.4586
459.0,,,,,,,,,17.66732031716259,455.884
462.0,,,,,,,,,17.292693879900973,450.5352
465.0,,,,,,,,,17.383609172791413,448.9178
468.0,,,,,,,,,17.49277716540001,452.2845
471.0,,,,,,,,,17.30514267515429,445.5607
474.0,,,,,,,,,17.448611991578815,445.8923
477.0,,,,,,,,,17.546568284064197,450.8696
480.0,,,,,,,,,17.268649353395116,441.0603
483.0,,,,,,,,,17.55421449138169,445.052
486.0,,,,,,,,,17.53528544426406,447.1603
489.0,,,,,,,,,17.43162078668267,442.9462
492.0,,,,,,,,,17.552522088544013,443.8085
495.0,,,,,,,,,17.63129435487047,447.6903
498.0,,,,,,,,,17.51766271187775,445.0152
501.0,,,,,,,,,17.818485757705645,457.2758
504.0,,,,,,,,,17.375888235042453,446.7532
507.0,,,,,,,,,17.444058839143164,440.3177
510.0,,,,,,,,,17.579157263793867,441.6816
513.0,,,,,,,,,17.738677241627936,452.6804
516.0,,,,,,,,,17.42583093928221,449.4662
519.0,,,,,,,,,17.326098518622803,443.0422
522.0,,,,,,,,,17.396298396050362,441.8625
525.0,,,,,,,,,17.337576396872617,438.847
528.0,,,,,,,,,17.527755832006758,445.9324
531.0,,,,,,,,,17.46307327061987,449.4314
534.0,,,,,,,,,17.269663316504367,441.9445
537.0,,,,,,,,,17.465960719356364,442.8669
540.0,,,,,,,,,17.528694158752415,444.9957
543.0,,,,,,,,,17.582362643836156,447.6997
546.0,,,,,,,,,17.617239867192882,449.9584
549.0,,,,,,,,,17.597755618792284,448.9645
552.0,,,,,,,,,17.710585059847705,451.4375
555.0,,,,,,,,,17.59750649227636,445.8821
558.0,,,,,,,,,17.708268318281768,443.7391
561.0,,,,,,,,,17.89989999163277,449.2499
564.0,,,,,,,,,17.6406347654685,440.3173
567.0,,,,,,,,,18.135382863422617,455.4647
570.0,,,,,,,,,17.934295520343678,460.8827
573.0,,,,,,,,,17.7748695150875,459.4075
576.0,,,,,,,,,17.585171334212973,450.4723
579.0,,,,,,,,,17.611565808184547,445.8544
582.0,,,,,,,,,17.81581359637096,454.7914
585.0,,,,,,,,,17.635266277662584,457.5752
588.0,,,,,,,,,17.248956516321954,443.0084
591.0,,,,,,,,,17.47259637255484,441.6985
594.0,,,,,,,,,17.650933264347813,450.3212
597.0,,,,,,,,,17.658012069031788,459.4085
600.0,,,,,,,,,17.485768761439903,458.5468
603.0,,,,,,,,,17.43049655214875,452.9698
606.0,,,,,,,,,17.38635497645039,442.6027
609.0,,,,,,,,,17.783264795138148,448.8745
612.0,,,,,,,,,18.016770411202074,462.8166
615.0,,,,,,,,,17.867873432155072,463.8357
618.0,,,,,,,,,17.796839570269128,455.2218
621.0,,,,,,,,,18.07632983589344,454.4787
624.0,,,,,,,,,18.16987540192926,452.0665
627.0,,,,,,,,,18.37569116682723,453.9641
630.0,,,,,,,,,18.453275275746485,454.7293
633.0,,,,,,,,,18.655995573791675,461.9523
