Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.004,,,,,,,0.0,0.0,0.0
3.0,,0.008,,,,,,,0.0,0.0,0.0
6.0,,-0.002,,,,,,,0.0,0.0,0.0
9.0,,0.017,,,,,,,0.122,0.14,0.006
12.0,,0.078,,,,,,,0.12,0.31,0.01
15.0,,0.512,,,,,,,0.118,1.12,0.004
18.0,,1.341,,,,,,,0.116,1.87,0.003
21.0,,2.128,,,,,,,0.114,2.58,0.005
24.0,,2.8160000000000003,,,,,,,0.112,3.2,0.006
27.0,,3.2680000000000002,,,,,,,0.11,3.39,0.012
30.0,,3.1830000000000003,,,,,,,0.108,3.12,0.02
33.0,,2.839,,,,,,,0.107,2.75,0.024
36.0,,2.374,,,,,,,0.107,2.37,0.021
39.0,,1.9740000000000002,,,,,,,0.106,2.1,0.013
42.0,,1.7269999999999999,,,,,,,0.105,1.95,0.006
45.0,,1.517,,,,,,,0.105,1.78,0.0
48.0,,1.3330000000000002,,,,,,,0.104,1.63,-0.004
51.0,,1.252,,,,,,,0.104,1.58,-0.006
54.0,,1.216,,,,,,,0.103,1.54,-0.006
57.0,,1.167,,,,,,,0.102,1.49,-0.006
60.0,,1.145,,,,,,,0.101,1.47,-0.005
63.0,,1.126,,,,,,,0.101,1.46,-0.003
66.0,,1.1340000000000001,,,,,,,0.1,1.45,0.0
69.0,,1.128,,,,,,,0.099,1.45,0.0
72.0,,1.0959999999999999,,,,,,,0.098,1.46,0.002
75.0,,1.102,,,,,,,0.097,1.47,0.004
78.0,,1.102,,,,,,,0.095,1.5,0.005
81.0,,1.094,,,,,,,0.093,1.51,0.005
84.0,,1.08,,,,,,,0.092,1.53,0.005
87.0,,1.095,,,,,,,0.09,1.57,0.004
90.0,,1.104,,,,,,,0.089,1.6,0.0
93.0,,1.099,,,,,,,0.087,1.61,0.0
96.0,,1.078,,,,,,,0.087,1.6,0.0
99.0,,1.063,,,,,,,0.086,1.62,0.0
102.0,,1.063,,,,,,,0.084,1.63,-0.003
105.0,,1.074,,,,,,,0.084,1.64,-0.004
108.0,,1.056,,,,,,,0.083,1.62,-0.004
111.0,,1.04,,,,,,,0.082,1.62,-0.004
114.0,,1.026,,,,,,,0.081,1.63,0.0
117.0,,1.031,,,,,,,0.08,1.65,0.0
120.0,,1.0190000000000001,,,,,,,0.079,1.64,0.0
123.0,,0.995,,,,,,,0.078,1.63,0.005
126.0,,0.986,,,,,,,0.077,1.66,0.009
129.0,,0.9920000000000001,,,,,,,0.077,1.68,0.013
132.0,,0.985,,,,,,,0.076,1.68,0.019
135.0,,0.9890000000000001,,,,,,,0.076,1.67,0.019
138.0,,0.9770000000000001,,,,,,,0.075,1.68,0.016
141.0,,0.975,,,,,,,0.075,1.7,0.011
144.0,,0.9640000000000001,,,,,,,0.074,1.7,0.009
147.0,,0.958,,,,,,,0.074,1.7,0.008
150.0,,0.951,,,,,,,0.073,1.72,0.007
153.0,,0.9450000000000001,,,,,,,0.072,1.71,0.008
156.0,,0.946,,,,,,,0.072,1.7,0.007
159.0,,0.9309999999999999,,,,,,,0.072,1.7,0.006
162.0,,0.9209999999999999,,,,,,,0.072,1.68,0.005
165.0,,0.92,,,,,,,0.072,1.68,0.007
168.0,,0.9209999999999999,,,,,,,0.072,1.67,0.007
171.0,,0.935,,,,,,,0.072,1.65,0.007
174.0,,0.915,,,,,,,0.073,1.61,0.007
177.0,,0.903,,,,,,,0.073,1.59,0.009
180.0,,0.915,,,,,,,0.073,1.61,0.013
183.0,,0.907,,,,,,,0.073,1.57,0.017
186.0,,0.903,,,,,,,0.073,1.59,0.019
189.0,,0.937,,,,,,,0.073,1.6,0.02
192.0,,0.9309999999999999,,,,,,,0.073,1.64,0.021
195.0,,0.9420000000000001,,,,,,,0.074,1.62,0.021
198.0,,0.934,,,,,,,0.074,1.62,0.018
201.0,,0.914,,,,,,,0.074,1.61,0.016
204.0,,0.9440000000000001,,,,,,,0.074,1.67,0.014
207.0,,0.9359999999999999,,,,,,,0.074,1.66,0.009
210.0,,0.938,,,,,,,0.073,1.68,0.006
213.0,,0.9550000000000001,,,,,,,0.073,1.73,0.0
216.0,,0.975,,,,,,,0.072,1.75,0.0
219.0,,0.98,,,,,,,0.073,1.73,0.0
222.0,,0.981,,,,,,,0.073,1.73,-0.003
225.0,,0.976,,,,,,,0.072,1.76,-0.003
228.0,,0.993,,,,,,,0.071,1.82,0.0
231.0,,1.024,,,,,,,0.071,1.87,0.003
234.0,,1.031,,,,,,,0.069,1.91,0.005
237.0,,1.036,,,,,,,0.068,1.95,0.009
240.0,,1.063,,,,,,,0.066,2.07,0.012
243.0,,1.085,,,,,,,0.064,2.14,0.015
246.0,,1.084,,,,,,,0.062,2.19,0.021
249.0,,1.088,,,,,,,0.061,2.31,0.019
252.0,,1.11,,,,,,,0.059,2.39,0.019
255.0,,1.087,,,,,,,0.057,2.39,0.014
258.0,,1.053,,,,,,,0.056,2.41,0.012
261.0,,1.031,,,,,,,0.054,2.45,0.01
