Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.023,,,,,,,0.0,0.0,0.0
3.0,,0.049,,,,,,,0.099,0.23,0.0
6.0,,0.028999999999999998,,,,,,,0.097,0.23,-0.004
9.0,,0.01,,,,,,,0.095,0.21,0.0
12.0,,0.027000000000000003,,,,,,,0.093,0.88,0.007
15.0,,0.278,,,,,,,0.089,2.42,0.019
18.0,,1.8430000000000002,,,,,,,0.086,4.05,0.063
21.0,,4.512,,,,,,,0.084,4.67,0.115
24.0,,6.364,,,,,,,0.081,4.01,0.116
27.0,,5.929,,,,,,,0.08,2.85,0.089
30.0,,4.204,,,,,,,0.078,2.09,0.071
33.0,,2.6639999999999997,,,,,,,0.078,1.82,0.057
36.0,,1.868,,,,,,,0.078,1.66,0.051
39.0,,1.514,,,,,,,0.077,1.55,0.044
42.0,,1.355,,,,,,,0.077,1.46,0.036
45.0,,1.239,,,,,,,0.077,1.37,0.031
48.0,,1.127,,,,,,,0.076,1.31,0.025
51.0,,1.031,,,,,,,0.076,1.26,0.021
54.0,,1.0050000000000001,,,,,,,0.075,1.22,0.022
57.0,,0.9390000000000001,,,,,,,0.073,1.2,0.019
60.0,,0.87,,,,,,,0.072,1.15,0.017
63.0,,0.8059999999999999,,,,,,,0.071,1.12,0.019
66.0,,0.76,,,,,,,0.07,1.1,0.017
69.0,,0.743,,,,,,,0.065,1.16,0.014
72.0,,0.72,,,,,,,0.062,1.21,0.017
75.0,,0.687,,,,,,,0.059,1.25,0.017
78.0,,0.663,,,,,,,0.058,1.27,0.024
81.0,,0.655,,,,,,,0.057,1.28,0.027
84.0,,0.663,,,,,,,0.056,1.28,0.026
87.0,,0.6559999999999999,,,,,,,0.055,1.29,0.03
90.0,,0.635,,,,,,,0.055,1.28,0.033
93.0,,0.637,,,,,,,0.055,1.29,0.036
