Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.139,,,,,,,0.0,0.0,0.0
3.0,,0.7120000000000001,,,,,,,0.138,0.45,0.0
6.0,,1.355,,,,,,,0.131,0.47,0.0
9.0,,1.7269999999999999,,,,,,,0.125,3.37,0.255
12.0,,1.8219999999999998,,,,,,,0.121,3.57,0.264
15.0,,1.808,,,,,,,0.118,3.75,0.293
18.0,,1.9040000000000001,,,,,,,0.114,3.92,0.314
21.0,,1.9130000000000003,,,,,,,0.112,4.23,0.357
24.0,,1.96,,,,,,,0.107,4.6,0.4
27.0,,2.079,,,,,,,0.104,4.76,0.382
30.0,,2.282,,,,,,,0.099,4.86,0.338
33.0,,2.272,,,,,,,0.096,5.27,0.33
36.0,,2.165,,,,,,,0.092,5.77,0.331
39.0,,2.37,,,,,,,0.089,7.06,0.329
42.0,,2.6710000000000003,,,,,,,0.086,8.49,0.296
45.0,,3.2510000000000003,,,,,,,0.084,9.03,0.255
48.0,,3.944,,,,,,,0.081,9.61,0.22
51.0,,4.1610000000000005,,,,,,,0.078,9.74,0.218
54.0,,4.188000000000001,,,,,,,0.075,9.85,0.211
57.0,,4.04,,,,,,,0.072,9.62,0.204
60.0,,3.821,,,,,,,0.069,9.24,0.234
63.0,,3.532,,,,,,,0.067,8.93,0.218
66.0,,3.188,,,,,,,0.064,8.42,0.226
69.0,,2.9419999999999997,,,,,,,0.058,9.11,0.232
72.0,,2.679,,,,,,,0.053,10.46,0.282
75.0,,2.667,,,,,,,0.049,12.24,0.375
78.0,,2.826,,,,,,,0.044,12.29,0.376
81.0,,3.109,,,,,,,0.041,12.14,0.322
84.0,,2.895,,,,,,,0.037,11.42,0.24
87.0,,2.421,,,,,,,0.033,10.57,0.167
90.0,,1.774,,,,,,,0.028,9.69,0.149
93.0,,1.226,,,,,,,0.024,8.8,0.118
96.0,,0.743,,,,,,,0.021,8.01,0.101
99.0,,0.42,,,,,,,0.019,7.9,0.125
102.0,,0.27399999999999997,,,,,,,0.016,0.0,0.0
105.0,,0.179,,,,,,,0.014,0.0,0.0
108.0,,0.134,,,,,,,0.012,0.0,0.0
111.0,,0.11599999999999999,,,,,,,0.012,0.0,0.0
114.0,,0.099,,,,,,,0.012,0.0,0.0
117.0,,0.046,,,,,,,0.012,0.0,0.0
120.0,,0.07400000000000001,,,,,,,0.011,0.0,0.0
123.0,,0.006999999999999999,,,,,,,0.01,0.0,0.0
126.0,,0.032,,,,,,,0.009,0.0,0.0
129.0,,-0.025,,,,,,,0.008,0.0,0.0
132.0,,0.018000000000000002,,,,,,,0.007,0.0,0.0
135.0,,0.0,,,,,,,0.006,0.0,0.0
139.0,,0.027999999999999997,,,,,,,0.006,0.0,0.0
141.0,,0.0,,,,,,,0.006,0.0,0.0
144.0,,0.011000000000000001,,,,,,,0.007,0.0,0.0
147.0,,0.004,,,,,,,0.007,0.0,0.0
