Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.021,,,,,,,0.0,0.0,0.0
3.0,,0.016,,,,,,,0.0,0.0,0.0
6.0,,0.01,,,,,,,0.0,0.0,0.0
9.0,,0.018000000000000002,,,,,,,0.0,0.0,0.0
12.0,,0.01,,,,,,,0.0,0.0,0.0
15.0,,0.01,,,,,,,0.0,0.0,0.0
18.0,,0.005,,,,,,,0.0,0.0,0.0
21.0,,-0.008,,,,,,,0.0,0.0,0.0
24.0,,0.003,,,,,,,0.13,-0.14,-0.002
27.0,,0.013000000000000001,,,,,,,0.132,-0.14,-0.002
30.0,,0.026000000000000002,,,,,,,0.133,-0.14,0.0
33.0,,0.036000000000000004,,,,,,,0.133,-0.14,0.0
36.0,,0.042,,,,,,,0.131,-0.14,0.0
39.0,,0.065,,,,,,,0.135,-0.14,0.0
42.0,,0.063,,,,,,,0.136,-0.14,0.0
45.0,,0.047,,,,,,,0.136,-0.14,0.0
48.0,,0.044000000000000004,,,,,,,0.137,-0.14,0.0
51.0,,0.016,,,,,,,0.135,-0.14,0.0
54.0,,0.027999999999999997,,,,,,,0.135,-0.13,0.0
57.0,,0.048,,,,,,,0.135,-0.12,0.0
60.0,,0.27399999999999997,,,,,,,0.135,0.02,0.006
63.0,,0.943,,,,,,,0.134,0.3,0.024
66.0,,1.869,,,,,,,0.133,0.59,0.046
69.0,,2.6810000000000005,,,,,,,0.133,0.8,0.066
72.0,,3.132,,,,,,,0.132,0.91,0.07
75.0,,3.3160000000000003,,,,,,,0.13,0.97,0.066
78.0,,3.4339999999999997,,,,,,,0.13,1.04,0.07
81.0,,3.507,,,,,,,0.129,1.09,0.077
84.0,,3.767,,,,,,,0.128,1.21,0.089
87.0,,4.418,,,,,,,0.127,1.47,0.11
90.0,,5.107,,,,,,,0.127,1.67,0.112
93.0,,5.3950000000000005,,,,,,,0.129,1.65,0.099
96.0,,5.097,,,,,,,0.128,1.54,0.08
99.0,,4.487,,,,,,,0.127,1.39,0.068
