Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
140.0,,1.3780000000000001,,,,,,,1097.88,0.0501,1.91,0.0,1.2758,0.0011,0.0001
145.0,,1.43,,,,,,,1087.05,0.0572,1.8,0.0,1.1418,0.0012,0.0
150.0,,1.53,,,,,,,871.24,0.0724,1.55,0.0,1.0165,0.0008,0.0
155.0,,1.6500000000000001,,,,,,,869.96,0.0799,1.47,0.0017,0.9489,0.0009,0.0
160.0,,1.8090000000000002,,,,,,,1088.06,0.0745,1.68,0.0,1.1382,0.0011,0.0
165.0,,1.9230000000000003,,,,,,,1168.18,0.0779,1.73,0.0,1.3107,0.0014,0.0
170.0,,2.066,,,,,,,914.16,0.1035,1.5,0.0,1.0846,0.0013,0.0001
175.0,,2.353,,,,,,,1009.44,0.1266,1.25,0.0023,0.9284,0.0027,0.0
180.0,,2.7039999999999997,,,,,,,1310.03,0.1247,1.32,0.0017,0.9488,0.0041,0.0
185.0,,2.846,,,,,,,1496.44,0.12060000000000001,1.4,0.0,1.0159,0.0047,0.0
190.0,,2.9810000000000003,,,,,,,1422.06,0.13140000000000002,1.32,0.0,1.033,0.005,0.0
195.0,,3.017,,,,,,,1368.69,0.1418,1.37,0.0,1.0417,0.0061,0.0
200.0,,3.222,,,,,,,1251.04,0.1575,1.31,0.0005,0.9904,0.0058,0.0
205.0,,3.5660000000000003,,,,,,,1326.06,0.17,1.31,0.0011,0.9815,0.0062,0.0
210.0,,3.797,,,,,,,1326.37,0.17170000000000002,1.35,0.0,1.0051,0.0068,0.0
215.0,,4.069,,,,,,,1249.73,0.1907,1.24,0.0036,0.9448,0.0069,0.0
220.0,,4.323,,,,,,,1224.25,0.2132,1.15,0.0066,0.8858,0.0072,0.0
225.0,,4.493,,,,,,,1338.53,0.2224,1.18,0.0082,0.8779,0.0073,0.0
230.0,,4.711,,,,,,,1273.35,0.2316,1.15,0.0114,0.8188,0.0073,0.0
235.0,,4.912,,,,,,,1352.17,0.2318,1.13,0.0111,0.8519,0.0082,0.0
240.0,,5.054,,,,,,,1403.98,0.21960000000000002,1.25,0.0127,0.8411,0.0068,0.0
245.0,,5.126,,,,,,,1532.24,0.2089,1.22,0.0162,0.8294,0.0092,0.0
250.0,,5.199,,,,,,,1489.72,0.2031,1.13,0.0185,0.8088,0.0077,0.0
255.0,,4.771,,,,,,,1530.2,0.18850000000000003,1.18,0.0186,0.8313,0.0081,0.0
260.0,,4.484,,,,,,,1578.07,0.17149999999999999,1.17,0.015,0.8751,0.008,0.0
265.0,,4.197,,,,,,,1500.84,0.1649,1.16,0.0118,0.9014,0.0074,0.0
270.0,,3.907,,,,,,,1484.81,0.1587,1.13,0.0115,0.9081,0.0076,0.0
275.0,,3.672,,,,,,,1464.04,0.1519,1.17,0.0082,0.9296,0.008,0.0
280.0,,3.489,,,,,,,1454.34,0.1495,1.16,0.0056,0.9297,0.0068,0.0
285.0,,3.4139999999999997,,,,,,,1470.57,0.1409,1.2,0.0037,0.9666,0.0082,0.0
290.0,,3.292,,,,,,,1525.38,0.1274,1.32,0.0,1.0258,0.0088,0.0
295.0,,3.255,,,,,,,1528.84,0.1285,1.24,0.0024,0.9782,0.0075,0.0
300.0,,3.157,,,,,,,1521.06,0.1307,1.22,0.0052,0.9517,0.0061,0.0
305.0,,3.043,,,,,,,1604.49,0.12029999999999999,1.3,0.0033,0.9683,0.0057,0.0
310.0,,2.9539999999999997,,,,,,,1654.69,0.1115,1.37,0.0,1.0374,0.0055,0.0
315.0,,2.8560000000000003,,,,,,,1613.7,0.1061,1.43,0.0,1.0623,0.0054,0.0
320.0,,2.777,,,,,,,1573.49,0.1063,1.42,0.0,1.0427,0.0049,0.0
325.0,,2.774,,,,,,,1472.03,0.1112,1.35,0.0,1.0278,0.0049,0.0
330.0,,2.773,,,,,,,1506.18,0.1037,1.5,0.0,1.0898,0.0045,0.0
335.0,,2.774,,,,,,,1712.43,0.094,1.6,0.0,1.1655,0.0047,0.0
340.0,,2.7660000000000005,,,,,,,1645.77,0.09670000000000001,1.55,0.0,1.1499,0.0044,0.0
345.0,,2.741,,,,,,,1691.78,0.09369999999999999,1.59,0.0,1.1741,0.0038,0.0
350.0,,2.7,,,,,,,1684.07,0.09240000000000001,1.58,0.0,1.1724,0.0047,0.0
355.0,,2.6860000000000004,,,,,,,1452.83,0.09960000000000001,1.43,0.0,1.064,0.0037,0.0
360.0,,2.6380000000000003,,,,,,,1579.33,0.0917,1.55,0.0,1.1617,0.0046,0.0
365.0,,2.577,,,,,,,1790.2,0.0784,1.86,0.0,1.2166,0.0035,0.0
370.0,,2.573,,,,,,,1553.78,0.084,1.69,0.0,1.1035,0.003,0.0
375.0,,2.5660000000000003,,,,,,,1489.46,0.0893,1.56,0.0,1.0727,0.0029,0.0
380.0,,2.495,,,,,,,1554.53,0.0808,1.76,0.0,1.1774,0.0024,0.0
385.0,,2.528,,,,,,,1743.89,0.0756,1.88,0.0,1.2592,0.0035,0.0
390.0,,2.505,,,,,,,1658.69,0.0742,1.89,0.0,1.2975,0.0025,0.0
395.0,,2.458,,,,,,,1622.02,0.07490000000000001,1.85,0.0,1.3181,0.0026,0.0
400.0,,2.42,,,,,,,1468.29,0.0759,1.84,0.0,1.2882,0.0028,0.0
405.0,,2.421,,,,,,,1422.61,0.07740000000000001,1.77,0.0,1.2693,0.0025,0.0
410.0,,2.427,,,,,,,1408.47,0.0803,1.69,0.0,1.222,0.0023,0.0
415.0,,2.376,,,,,,,1450.37,0.07540000000000001,1.83,0.0,1.2703,0.0028,0.0
420.0,,2.3640000000000003,,,,,,,1523.97,0.0739,1.83,0.0,1.2365,0.0025,0.0
425.0,,2.35,,,,,,,1426.58,0.0753,1.76,0.0,1.2069,0.0018,0.0
430.0,,2.319,,,,,,,1507.09,0.0668,2.03,0.0,1.3289,0.0022,0.0
435.0,,2.309,,,,,,,1764.58,0.0576,2.24,0.0,1.5437,0.0025,0.0
440.0,,2.289,,,,,,,1541.9,0.0611,2.06,0.0,1.3941,0.0024,0.0
445.0,,2.197,,,,,,,1426.79,0.0672,1.83,0.0,1.2456,0.0019,0.0
450.0,,2.186,,,,,,,1534.16,0.0641,1.91,0.0,1.295,0.0021,0.0
455.0,,2.131,,,,,,,1386.85,0.0638,1.89,0.0,1.2474,0.0017,0.0
460.0,,2.122,,,,,,,1491.73,0.060700000000000004,1.94,0.0,1.2413,0.0018,0.0
465.0,,2.0540000000000003,,,,,,,1552.78,0.053899999999999997,2.15,0.0,1.4129,0.0019,0.0
470.0,,2.036,,,,,,,1503.65,0.053899999999999997,2.13,0.0,1.3499,0.0016,0.0001
475.0,,1.979,,,,,,,1450.83,0.0559,2.02,0.0,1.3005,0.0017,0.0001
480.0,,1.965,,,,,,,1257.51,0.060700000000000004,1.81,0.0,1.2395,0.0014,0.0
485.0,,1.8880000000000001,,,,,,,1163.05,0.06269999999999999,1.75,0.0,1.1549,0.0013,0.0
490.0,,1.846,,,,,,,1313.48,0.0541,2.02,0.0,1.2638,0.0015,0.0
495.0,,1.831,,,,,,,1561.55,0.0438,2.46,0.0,1.5737,0.0014,0.0
500.0,,1.791,,,,,,,1351.28,0.047400000000000005,2.26,0.0,1.4579,0.0014,0.0
505.0,,1.7550000000000001,,,,,,,1141.12,0.057999999999999996,1.85,0.0,1.2043,0.001,0.0
510.0,,1.7480000000000002,,,,,,,1216.1,0.0526,2.08,0.0,1.2647,0.001,0.0
515.0,,1.711,,,,,,,1477.35,0.041100000000000005,2.6,0.0,1.5813,0.0014,0.0
520.0,,1.721,,,,,,,1467.6,0.0408,2.64,0.0,1.5783,0.0016,0.0001
525.0,,1.693,,,,,,,1221.32,0.0466,2.27,0.0,1.4145,0.0012,0.0
530.0,,1.715,,,,,,,1135.03,0.050800000000000005,2.11,0.0,1.2881,0.0011,0.0
535.0,,1.675,,,,,,,1223.94,0.047599999999999996,2.21,0.0,1.3809,0.0012,0.0
540.0,,1.666,,,,,,,1388.7,0.0432,2.35,0.0,1.5645,0.0013,0.0
545.0,,1.639,,,,,,,1218.02,0.0471,2.17,0.0,1.3944,0.0011,0.0001
550.0,,1.5919999999999999,,,,,,,1266.3,0.0458,2.18,0.0,1.4203,0.0011,0.0
555.0,,1.607,,,,,,,1491.0,0.0374,2.59,0.0,1.6288,0.0013,0.0
560.0,,1.571,,,,,,,1327.47,0.0404,2.37,0.0,1.5192,0.0011,0.0
565.0,,1.531,,,,,,,1229.53,0.044800000000000006,2.11,0.0,1.3092,0.001,0.0001
570.0,,1.484,,,,,,,1097.29,0.0431,2.15,0.0,1.3763,0.0009,0.0001
575.0,,1.463,,,,,,,1189.3,0.0418,2.22,0.0,1.3342,0.0009,0.0
580.0,,1.4380000000000002,,,,,,,1265.94,0.0366,2.49,0.0,1.4479,0.0009,0.0
585.0,,1.395,,,,,,,1480.94,0.0316,2.77,0.0,1.7034,0.001,0.0
590.0,,1.365,,,,,,,1335.28,0.0323,2.65,0.0,1.6576,0.0011,0.0001
595.0,,1.274,,,,,,,999.18,0.0371,2.32,0.0,1.3383,0.0009,0.0
600.0,,1.2750000000000001,,,,,,,1021.1,0.0368,2.18,0.0,1.2885,0.0008,0.0
605.0,,1.239,,,,,,,1263.59,0.029500000000000002,2.65,0.0,1.5923,0.0009,0.0001
610.0,,1.166,,,,,,,1135.61,0.0319,2.43,0.0,1.4602,0.0009,0.0
615.0,,1.149,,,,,,,867.35,0.0347,2.08,0.0,1.2346,0.0008,0.0
620.0,,1.0959999999999999,,,,,,,1045.84,0.0244,2.99,0.0,1.6644,0.001,0.0
625.0,,1.057,,,,,,,1280.96,0.0209,3.33,0.0,1.9543,0.0012,0.0
630.0,,1.036,,,,,,,873.72,0.0273,2.43,0.0,1.4331,0.0009,0.0001
635.0,,0.993,,,,,,,804.4,0.027700000000000002,2.38,0.0,1.2953,0.0008,0.0
640.0,,0.951,,,,,,,1127.15,0.0201,3.25,0.0,1.5538,0.0011,0.0
645.0,,0.9159999999999999,,,,,,,940.57,0.0177,3.65,0.0,1.7111,0.0012,0.0
650.0,,0.888,,,,,,,618.85,0.0263,2.39,0.0,1.2078,0.0008,0.0
655.0,,0.872,,,,,,,567.21,0.028700000000000003,2.17,0.0,1.1419,0.0007,0.0
660.0,,0.8270000000000001,,,,,,,803.86,0.0195,3.18,0.0,1.4996,0.0011,0.0001
665.0,,0.795,,,,,,,540.16,0.018500000000000003,3.21,0.0,1.576,0.0011,0.0
670.0,,0.782,,,,,,,377.91,0.0257,2.27,0.0,1.0806,0.0008,0.0
675.0,,0.7340000000000001,,,,,,,362.7,0.026400000000000003,2.23,0.0,1.0194,0.0007,0.0
680.0,,0.6890000000000001,,,,,,,272.03,0.023,2.51,0.0,1.1413,0.0009,0.0001
685.0,,0.691,,,,,,,281.82,0.0161,3.65,0.0,1.6196,0.0012,0.0002
690.0,,0.665,,,,,,,202.55,0.0159,3.62,0.0,1.1669,0.0012,0.0002
695.0,,0.64,,,,,,,173.68,0.021,2.65,0.0051,0.8732,0.0009,0.0
700.0,,0.628,,,,,,,362.7,0.0151,3.62,0.0,1.1944,0.0012,0.0001
705.0,,0.601,,,,,,,494.29,0.0098,5.35,0.0,1.6766,0.0018,0.0
710.0,,0.5770000000000001,,,,,,,374.47,0.0117,4.63,0.0031,0.9621,0.0016,0.0
715.0,,0.546,,,,,,,232.61,0.0177,2.91,0.0061,0.8577,0.001,0.0
720.0,,0.562,,,,,,,111.84,0.0226,2.25,0.0174,0.6262,0.0009,0.0002
725.0,,0.541,,,,,,,0.0,0.014199999999999999,3.45,0.0,1.1676,0.0014,0.0003
730.0,,0.517,,,,,,,0.0,0.0094,5.06,0.0,1.5146,0.0021,0.0001
735.0,,0.502,,,,,,,0.0,0.0121,3.94,0.0239,0.8258,0.0017,0.0
740.0,,0.483,,,,,,,0.0,0.015700000000000002,2.88,0.0434,0.584,0.0013,0.0001
745.0,,0.47500000000000003,,,,,,,180.13,0.013500000000000002,3.42,0.0449,0.7166,0.0017,0.0001
750.0,,0.46,,,,,,,118.27,0.0116,3.97,0.072,0.6058,0.0019,0.0004
755.0,,0.457,,,,,,,0.7,0.013000000000000001,3.52,0.1034,0.4846,0.0015,0.0
760.0,,0.438,,,,,,,0.0,0.0171,2.72,0.0577,0.6241,0.0011,0.0
765.0,,0.43,,,,,,,182.16,0.013700000000000002,3.53,0.0824,0.6249,0.0012,0.0001
770.0,,0.425,,,,,,,205.34,0.0097,4.75,0.0391,0.8727,0.0017,0.0
775.0,,0.41200000000000003,,,,,,,56.34,0.0148,3.18,0.0585,0.7462,0.0012,0.0
780.0,,0.402,,,,,,,0.0,0.0167,2.82,0.0594,0.6948,0.001,0.0
785.0,,0.40700000000000003,,,,,,,197.39,0.013200000000000002,3.6,0.0375,0.8511,0.0012,0.0
790.0,,0.402,,,,,,,254.06,0.0099,4.9,0.0143,0.9576,0.0015,0.0
795.0,,0.394,,,,,,,0.0,0.010900000000000002,4.47,0.0119,0.9615,0.0014,0.0003
800.0,,0.39799999999999996,,,,,,,10.85,0.0131,3.73,0.0728,0.7145,0.0011,0.0
805.0,,0.379,,,,,,,197.29,0.0118,4.09,0.0708,0.7485,0.0012,0.0
810.0,,0.373,,,,,,,169.44,0.0166,2.94,0.0829,0.5882,0.0008,0.0002
815.0,,0.37200000000000005,,,,,,,0.0,0.0194,2.57,0.0727,0.5463,0.0007,0.0
820.0,,0.374,,,,,,,17.92,0.0105,4.75,0.0053,0.982,0.0013,0.0001
825.0,,0.37,,,,,,,358.48,0.0073,6.73,0.0,1.4507,0.0017,0.0002
830.0,,0.37700000000000006,,,,,,,0.0,0.013000000000000001,3.82,0.0991,0.571,0.001,0.0
835.0,,0.364,,,,,,,0.0,0.0129,3.72,0.065,0.6972,0.0009,0.0004
840.0,,0.365,,,,,,,0.0,0.005699999999999999,8.39,0.0,1.5776,0.0021,0.0002
845.0,,0.35100000000000003,,,,,,,344.86,0.0074,6.53,0.0,1.1107,0.0016,0.0
850.0,,0.34600000000000003,,,,,,,68.75,0.0111,4.27,0.0245,0.8922,0.001,0.0
855.0,,0.35100000000000003,,,,,,,0.0,0.015500000000000002,3.02,0.0582,0.6219,0.0007,0.0
860.0,,0.354,,,,,,,0.27,0.0092,5.06,0.0465,0.8207,0.0012,0.0005
865.0,,0.35100000000000003,,,,,,,162.23,0.0106,4.41,0.0757,0.6269,0.001,0.0002
870.0,,0.35100000000000003,,,,,,,0.0,0.016200000000000003,2.79,0.0747,0.4361,0.0006,0.0
