Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,300.2,,,,,,,,,,,,,
5.0,300.2,,,,,,,,,,,,,
10.1,299.936,,,,,,,,,,,,,
15.0,300.464,,,,,,,,,,,,,
20.0,299.848,,,,,,,,,,,,,
25.0,299.936,,,,,,,,,,,,,
30.0,299.76,0.04664,,,,,,,87.0,1.05,0.001,1.5326,0.0101,
35.0,299.408,0.6063200000000001,,,,,,,112.0,1.15,0.0019,1.0502,0.0031,
40.0,298.88,1.2804,,,,,,,137.0,1.17,0.0016,0.9214,0.002,
45.0,298.44,1.58224,,,,,,,162.0,1.42,0.0029,1.0895,0.002,
50.0,298.0,1.64824,,,,,,,187.0,1.5,0.0029,1.1875,0.002,
55.0,297.912,1.68168,,,,,,,212.0,1.25,0.0037,0.945,0.0017,
60.0,297.208,1.79784,,,,,,,238.0,1.26,0.0037,0.9144,0.0018,
65.1,296.328,1.82688,,,,,,,289.0,1.21,0.0053,0.8123,0.0019,
70.0,296.24,1.82688,,,,,,,307.0,1.44,0.0064,0.9744,0.0028,
75.0,295.8,1.78288,,,,,,,329.0,1.63,0.0104,1.1382,0.0028,
80.0,295.36,1.72656,,,,,,,340.0,1.32,0.0088,0.9006,0.0026,
85.0,295.008,1.64736,,,,,,,345.0,1.43,0.0123,1.0018,0.0026,
90.0,294.48,1.5743200000000002,,,,,,,336.0,1.28,0.0115,0.8998,0.003,
95.0,294.392,1.49688,,,,,,,344.0,1.16,0.012,0.8129,0.0027,
100.0,293.688,1.4300000000000002,,,,,,,370.0,1.07,0.0111,0.7367,0.0027,
105.0,293.336,1.3816000000000002,,,,,,,415.0,1.28,0.0141,0.8953,0.003,
110.0,292.808,1.34728,,,,,,,527.0,1.64,0.0189,1.2192,0.0037,
115.0,292.984,1.3059200000000002,,,,,,,513.0,1.72,0.02,1.2677,0.0042,
120.0,292.456,1.2364000000000002,,,,,,,501.0,2.55,0.0298,1.8724,0.0058,
125.0,292.28,1.22496,,,,,,,494.0,1.26,0.0139,0.8969,0.0028,
130.0,292.368,1.1818400000000002,,,,,,,484.0,1.41,0.0162,1.0201,0.0028,
135.0,291.488,1.1607200000000002,,,,,,,584.0,1.49,0.0153,1.1106,0.0034,
140.0,291.488,1.12024,,,,,,,530.0,1.54,0.0164,1.0987,0.0041,
145.0,291.4,1.09648,,,,,,,457.0,3.19,0.0331,2.2707,0.0067,
150.0,291.136,1.04984,,,,,,,393.0,1.24,0.0135,0.9894,0.0026,
155.0,291.048,1.03224,,,,,,,351.0,0.93,0.0091,0.6701,0.0018,
160.0,290.256,0.99528,,,,,,,327.0,0.93,0.0091,0.6183,0.0017,
165.0,289.904,0.97328,,,,,,,320.0,0.88,0.0081,0.5827,0.0016,
170.0,289.904,0.9416,,,,,,,282.0,1.34,0.013,0.9647,0.002,
175.0,289.376,0.8958400000000001,,,,,,,252.0,1.75,0.0146,1.1639,0.0029,
180.0,289.376,0.8879200000000002,,,,,,,239.0,1.22,0.0106,0.8796,0.0017,
185.0,289.288,0.85448,,,,,,,223.0,1.27,0.0095,0.8328,0.0017,
190.0,288.672,0.82984,,,,,,,229.0,0.93,0.0073,0.6429,0.0012,
195.0,288.584,0.81488,,,,,,,230.0,1.09,0.007,0.813,0.0015,
200.0,288.232,0.7717600000000001,,,,,,,213.0,1.82,0.0121,1.4636,0.0026,
205.0,288.32,0.7691200000000001,,,,,,,188.0,2.18,0.0116,1.4662,0.0029,
210.0,288.144,0.7383200000000001,,,,,,,165.0,1.53,0.0084,1.0374,0.0022,
215.0,288.056,0.7251200000000001,,,,,,,138.0,1.15,0.0054,0.8305,0.0015,
220.0,287.528,0.7031200000000001,,,,,,,128.0,1.07,0.0051,0.7869,0.0016,
225.0,287.528,0.7013600000000001,,,,,,,116.0,0.87,0.0037,0.5693,0.0011,
230.0,287.176,0.68464,,,,,,,111.0,1.57,0.0069,1.0937,0.0022,
235.0,286.736,0.68288,,,,,,,81.0,1.4,0.0065,0.9173,0.0022,
240.0,287.176,0.64856,,,,,,,106.0,2.05,0.0095,1.404,0.0031,
245.0,286.736,0.64064,,,,,,,,,,,,
250.0,286.648,0.6239200000000001,,,,,,,,,,,,
255.0,287.088,0.6283200000000001,,,,,,,,,,,,
260.0,286.648,0.6089600000000001,,,,,,,77.0,1.45,0.0065,1.0058,0.0024,
265.0,286.384,0.6045600000000001,,,,,,,76.0,1.07,0.005,0.8065,0.0018,
270.0,286.296,0.58784,,,,,,,,,,,,
275.0,286.296,0.58784,,,,,,,,,,,,
280.0,286.384,0.56408,,,,,,,,,,,,
285.0,286.12,0.55176,,,,,,,22.0,1.05,0.0053,0.7211,0.002,
290.0,285.944,0.5473600000000001,,,,,,,17.0,0.68,0.0033,0.4271,0.0013,
295.0,285.68,0.54912,,,,,,,17.0,0.62,0.0033,0.4123,0.0012,
300.0,285.24,0.5324,,,,,,,10.0,0.85,0.0043,0.5537,0.0017,
305.0,285.064,0.528,,,,,,,,,,,,
310.0,285.064,0.53064,,,,,,,,,,,,
315.0,285.504,0.5227200000000001,,,,,,,,,,,,
320.0,285.68,0.5227200000000001,,,,,,,3.0,2.11,0.0104,1.2321,0.0043,
325.0,285.152,0.50248,,,,,,,1.0,0.58,0.0033,0.3513,0.0012,
330.1,284.8,0.49632,,,,,,,0.0,0.5,0.0029,0.292,0.0011,
335.0,284.272,0.49104,,,,,,,0.0,0.66,0.0046,0.4169,0.0016,
340.0,284.272,0.49016,,,,,,,1.0,1.46,0.0096,0.7833,0.0037,
345.0,284.184,0.4857600000000001,,,,,,,,,,,,
350.0,284.272,0.4796,,,,,,,,,,,,
355.1,284.096,0.47344,,,,,,,,,,,,
360.0,284.008,0.47256,,,,,,,,,,,,
365.1,284.008,0.46904,,,,,,,,,,,,
370.0,283.92,0.46992,,,,,,,,,,,,
375.0,284.008,0.4488,,,,,,,,,,,,
380.0,283.656,0.4444,,,,,,,,,,,,
385.0,284.096,0.4532,,,,,,,,,,,,
390.0,284.096,0.45232,,,,,,,,,,,,
395.0,284.096,0.44264,,,,,,,,,,,,
400.1,284.008,0.45584,,,,,,,,,,,,
405.0,283.832,0.4488,,,,,,,3.0,1.04,0.0109,0.7045,0.0029,
410.0,283.832,0.43208,,,,,,,3.0,0.65,0.0072,0.4755,0.0021,
415.0,283.392,0.44704,,,,,,,3.0,0.43,0.0049,0.3371,0.0014,
420.0,283.04,0.4444,,,,,,,4.0,0.43,0.0048,0.2864,0.0014,
425.0,282.512,0.43648,,,,,,,9.0,0.68,0.0078,0.3531,0.0022,
430.0,282.512,0.45056,,,,,,,11.0,1.06,0.0124,0.6526,0.0037,
435.0,282.512,0.44,,,,,,,,,,,,
440.1,282.336,0.45496,,,,,,,11.0,1.75,0.019,1.0917,0.0055,
445.0,282.336,0.45672,,,,,,,9.0,0.93,0.0105,0.7488,0.0032,
450.0,282.16,0.4576,,,,,,,8.0,0.83,0.0085,0.6158,0.0026,
455.0,281.808,0.46024,,,,,,,18.0,0.8,0.0086,0.55,0.0027,
460.0,281.544,0.46904,,,,,,,22.0,1.74,0.0179,1.2419,0.0059,
465.0,281.632,0.46992,,,,,,,,,,,,
470.0,281.72,0.484,,,,,,,,,,,,
475.0,281.632,0.48224,,,,,,,,,,,,
480.0,281.456,0.4884,,,,,,,15.0,1.56,0.0148,1.2163,0.0047,
