Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,294.6,0.01056,,,,,,,598.0,0.41,0.0007,0.0457,0.0001,
5.0,294.6,0.62304,,,,,,,715.0,0.59,0.0007,,0.0001,
10.0,293.10400000000004,2.31616,,,,,,,832.0,0.63,0.0187,,0.0,
15.0,291.78400000000005,3.0474400000000004,,,,,,,949.0,0.58,0.0181,,0.0,
20.0,290.024,3.11256,,,,,,,1066.0,0.57,0.0492,0.0539,0.0,
25.0,288.61600000000004,2.99112,,,,,,,1182.0,0.58,0.0548,0.1056,0.0001,
30.0,287.56,2.7482400000000005,,,,,,,1299.0,0.6,0.0895,0.1407,0.0001,
35.0,286.504,2.49392,,,,,,,1295.0,0.57,0.0942,0.1781,0.0001,
40.0,285.36,2.2624800000000005,,,,,,,1264.0,0.57,0.1056,0.2009,0.0001,
45.0,284.30400000000003,2.0935200000000003,,,,,,,1244.0,0.59,0.1235,0.2695,0.0001,
50.0,283.42400000000004,2.0108,,,,,,,1215.0,0.62,0.1153,0.3217,0.0001,
55.0,282.98400000000004,1.826,,,,,,,1231.0,0.68,0.1324,0.3906,0.0001,
60.0,281.84000000000003,1.73008,,,,,,,1423.0,0.69,0.1091,0.4405,0.0001,
65.0,281.488,1.6843200000000005,,,,,,,1562.0,0.82,0.1287,0.5073,0.0001,
70.0,280.696,1.6896,,,,,,,1666.0,1.3,0.1688,0.8927,0.0002,
75.0,280.608,1.6174400000000002,,,,,,,1554.0,1.24,0.1677,0.907,0.0002,
80.0,280.432,1.56112,,,,,,,1399.0,1.39,0.1596,1.0607,0.0002,
85.0,279.728,1.5250400000000002,,,,,,,1297.0,0.79,0.0975,0.6887,0.0001,
90.0,279.464,1.4828,,,,,,,1200.0,0.76,0.0735,0.6091,0.0001,
95.0,278.408,1.4194400000000005,,,,,,,1271.0,0.9,0.0928,0.7935,0.0002,
100.0,278.144,1.44936,,,,,,,1314.0,1.03,0.0836,0.8272,0.0002,
105.0,278.05600000000004,1.4766400000000002,,,,,,,1300.0,1.86,0.1382,1.4041,0.0003,
110.0,277.44,1.5312,,,,,,,1335.0,2.0,0.1229,1.3576,0.0003,
115.0,277.44,1.58048,,,,,,,1365.0,1.54,0.0921,0.9137,0.0002,
120.0,277.17600000000004,1.64912,,,,,,,1322.0,1.61,0.0859,0.9151,0.0002,
125.0,276.56,1.6852,,,,,,,1270.0,1.47,0.0784,0.7981,0.0002,
130.0,276.29600000000005,1.75472,,,,,,,1196.0,1.25,0.063,0.6528,0.0002,
135.0,276.12,1.80312,,,,,,,1131.0,1.38,0.0654,0.6992,0.0002,
140.0,275.24,1.9052,,,,,,,1126.0,1.29,0.0618,0.6385,0.0002,
145.0,274.976,2.01432,,,,,,,1085.0,1.29,0.0591,0.6329,0.0002,
150.0,274.536,2.06536,,,,,,,1054.0,1.34,0.0658,0.6297,0.0002,
155.0,274.00800000000004,2.12432,,,,,,,1046.0,1.21,0.0526,0.5007,0.0001,
160.0,273.392,2.2378400000000003,,,,,,,1058.0,1.26,0.058,0.4985,0.0001,
165.0,272.6,2.3592800000000005,,,,,,,1086.0,1.28,0.0586,0.5614,0.0001,
170.0,272.336,2.442,,,,,,,1126.0,1.37,0.0654,0.5562,0.0001,
175.0,271.72,2.53176,,,,,,,1219.0,1.57,0.071,0.6231,0.0001,
180.0,271.016,2.61712,,,,,,,1311.0,1.62,0.0743,0.6125,0.0001,
185.0,270.66400000000004,2.79136,,,,,,,1306.0,1.99,0.0844,0.7284,0.0001,
190.0,270.136,2.9304,,,,,,,1241.0,1.91,0.0836,0.6838,0.0001,
