Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
305.0,,2.233,,,,,,,1358.7,0.1086,1.05,0.0283,0.8186,0.0537,0.0
310.0,,2.1630000000000003,,,,,,,1422.07,0.1036,1.09,0.022,0.8666,0.0434,0.0
315.0,,2.1180000000000003,,,,,,,1549.0,0.0894,1.24,0.0084,0.9425,0.0513,0.0
320.0,,2.064,,,,,,,1635.04,0.08320000000000001,1.26,0.0,1.0119,0.0512,0.0
325.0,,2.037,,,,,,,1555.95,0.0844,1.25,0.0005,0.9957,0.0382,0.0
330.0,,1.9580000000000002,,,,,,,1343.48,0.0904,1.21,0.0098,0.9147,0.0376,0.0
335.0,,1.971,,,,,,,1357.17,0.09150000000000001,1.12,0.0144,0.8459,0.0318,0.0
340.0,,1.9569999999999999,,,,,,,1455.86,0.08130000000000001,1.26,0.0022,0.9791,0.0337,0.0
345.0,,1.896,,,,,,,1495.5,0.0772,1.31,0.0,1.0207,0.0384,0.0
350.0,,1.875,,,,,,,1495.77,0.0762,1.3,0.0,1.0414,0.0404,0.0
355.0,,1.8530000000000002,,,,,,,1374.44,0.0815,1.24,0.0006,0.9926,0.0386,0.0
360.0,,1.8130000000000002,,,,,,,1266.4,0.087,1.21,0.0035,0.9552,0.0276,0.0
365.0,,1.858,,,,,,,1303.49,0.0889,1.21,0.0033,0.9548,0.0309,0.0
370.0,,1.909,,,,,,,1252.93,0.09519999999999999,1.18,0.008,0.8829,0.0363,0.0
375.0,,2.002,,,,,,,1317.39,0.09789999999999999,1.11,0.0088,0.8772,0.0348,0.0
380.0,,2.022,,,,,,,1359.01,0.1003,1.09,0.0127,0.8189,0.0369,0.0
385.0,,2.008,,,,,,,1493.54,0.09380000000000001,1.13,0.0121,0.854,0.0349,0.0
390.0,,1.9640000000000002,,,,,,,1615.57,0.08109999999999999,1.37,0.0029,0.9701,0.033,0.0
395.0,,1.8980000000000001,,,,,,,1605.76,0.0765,1.43,0.0,1.0092,0.0294,0.0
400.0,,1.722,,,,,,,1558.01,0.07150000000000001,1.55,0.0,1.083,0.0345,0.0
405.0,,1.871,,,,,,,1611.88,0.0681,1.64,0.0,1.1352,0.0268,0.0001
410.0,,1.854,,,,,,,1455.47,0.0732,1.52,0.0,1.0164,0.0235,0.0001
415.0,,1.845,,,,,,,1414.05,0.0727,1.52,0.0,1.0149,0.025,0.0
420.0,,1.815,,,,,,,1516.2,0.0667,1.61,0.0,1.0355,0.0225,0.0
425.0,,1.79,,,,,,,1655.0,0.060599999999999994,1.76,0.0,1.1162,0.0304,0.0
430.0,,1.7580000000000002,,,,,,,1622.69,0.0592,1.73,0.0,1.1344,0.0218,0.0
435.0,,1.7140000000000002,,,,,,,1420.66,0.0634,1.62,0.0,1.048,0.0236,0.0
440.0,,1.655,,,,,,,1484.08,0.058600000000000006,1.72,0.0,1.135,0.0248,0.0
445.0,,1.673,,,,,,,1583.71,0.054400000000000004,1.8,0.0,1.1948,0.0252,0.0001
450.0,,1.5990000000000002,,,,,,,1422.97,0.056799999999999996,1.74,0.0,1.1292,0.02,0.0
455.0,,1.5919999999999999,,,,,,,1441.39,0.054900000000000004,1.81,0.0,1.1447,0.0261,0.0
460.0,,1.598,,,,,,,1440.13,0.057699999999999994,1.68,0.0,1.0647,0.0193,0.0
465.0,,1.591,,,,,,,1276.41,0.063,1.52,0.004,0.9418,0.0186,0.0
470.0,,1.507,,,,,,,1173.63,0.0593,1.64,0.0,1.0505,0.017,0.0
475.0,,1.511,,,,,,,1295.07,0.0536,1.81,0.0,1.1691,0.0152,0.0
480.0,,1.5190000000000001,,,,,,,1380.14,0.050199999999999995,1.88,0.0,1.1388,0.0176,0.0
485.0,,1.5050000000000001,,,,,,,1310.72,0.0513,1.77,0.0,1.0909,0.0187,0.0
490.0,,1.4580000000000002,,,,,,,1270.36,0.050300000000000004,1.82,0.0,1.1469,0.0172,0.0001
495.0,,1.449,,,,,,,1361.09,0.0437,2.11,0.0,1.2805,0.0166,0.0
500.0,,1.4440000000000002,,,,,,,1428.56,0.0426,2.15,0.0,1.2727,0.0161,0.0
505.0,,1.4180000000000001,,,,,,,1278.84,0.04730000000000001,1.87,0.0,1.0747,0.0146,0.0
510.0,,1.3900000000000001,,,,,,,1198.02,0.045899999999999996,1.91,0.0,1.1281,0.0143,0.0
515.0,,1.344,,,,,,,1239.43,0.0426,2.06,0.0,1.2059,0.0168,0.0
520.0,,1.345,,,,,,,1135.52,0.045700000000000005,1.93,0.0,1.0969,0.0122,0.0
525.0,,1.34,,,,,,,1108.56,0.0467,1.9,0.0,1.0618,0.0121,0.0
530.0,,1.3390000000000002,,,,,,,1224.34,0.0435,2.04,0.0,1.1461,0.0127,0.0
535.0,,1.351,,,,,,,1291.42,0.0401,2.19,0.0,1.2275,0.0154,0.0
540.0,,1.3230000000000002,,,,,,,1286.76,0.0376,2.27,0.0,1.3087,0.0127,0.0
545.0,,1.305,,,,,,,1145.95,0.042,1.99,0.0,1.2088,0.0145,0.0
550.0,,1.306,,,,,,,1029.34,0.0446,1.89,0.0,1.0232,0.0094,0.0001
555.0,,1.2819999999999998,,,,,,,1098.23,0.0408,2.0,0.0,1.1705,0.0111,0.0001
560.0,,1.266,,,,,,,1053.9,0.04070000000000001,2.02,0.0,1.1783,0.009,0.0
565.0,,1.251,,,,,,,1318.84,0.0334,2.48,0.0,1.3889,0.0118,0.0
570.0,,1.2890000000000001,,,,,,,1592.88,0.028900000000000002,2.76,0.0,1.5855,0.0131,0.0
575.0,,1.273,,,,,,,1191.86,0.0383,2.18,0.0,1.1452,0.0106,0.0001
580.0,,1.256,,,,,,,967.2,0.0467,1.7,0.003,0.9302,0.0079,0.0001
585.0,,1.254,,,,,,,1016.82,0.0441,1.8,0.0,1.0125,0.0075,0.0001
590.0,,1.199,,,,,,,1133.57,0.0365,2.14,0.0,1.2255,0.0084,0.0001
595.0,,1.203,,,,,,,1025.15,0.0385,2.05,0.0,1.122,0.0086,0.0
600.0,,1.18,,,,,,,1151.58,0.0342,2.23,0.0,1.2094,0.0102,0.0001
605.0,,1.1720000000000002,,,,,,,1421.07,0.0244,3.08,0.0,1.6115,0.0124,0.0002
610.0,,1.124,,,,,,,1254.77,0.0288,2.56,0.0,1.3653,0.0102,0.0
615.0,,1.101,,,,,,,789.46,0.0381,1.87,0.0,1.0552,0.0062,0.0
620.0,,1.0470000000000002,,,,,,,717.11,0.035,2.04,0.0,1.1112,0.0072,0.0001
625.0,,1.031,,,,,,,1073.28,0.026099999999999998,2.69,0.0,1.4686,0.0092,0.0
630.0,,1.001,,,,,,,895.57,0.0311,2.15,0.0,1.2491,0.0084,0.0
635.0,,0.9840000000000001,,,,,,,696.46,0.0346,1.96,0.0,1.0039,0.0071,0.0
640.0,,0.922,,,,,,,811.26,0.0296,2.2,0.0,1.0126,0.0086,0.0
645.0,,0.9309999999999999,,,,,,,857.43,0.0257,2.38,0.0,1.1563,0.0102,0.0
650.0,,0.878,,,,,,,811.98,0.0203,2.92,0.0,1.3714,0.0123,0.0001
655.0,,0.8270000000000001,,,,,,,528.32,0.0232,2.6,0.0,1.2752,0.0101,0.0001
660.0,,0.793,,,,,,,598.99,0.0216,2.65,0.0,1.128,0.0128,0.0002
665.0,,0.775,,,,,,,561.81,0.0177,3.11,0.0,1.3708,0.0208,0.0003
670.0,,0.779,,,,,,,507.04,0.0207,2.56,0.0,1.0306,0.0189,0.0
675.0,,0.726,,,,,,,367.43,0.0199,2.49,0.0057,0.9475,0.0236,0.0
680.0,,0.7040000000000001,,,,,,,308.12,0.0178,2.73,0.0,1.1681,0.0215,0.0
685.0,,0.659,,,,,,,95.83,0.0229,2.18,0.0267,0.7587,0.0219,0.0
690.0,,0.64,,,,,,,180.34,0.0263,1.85,0.0424,0.5615,0.0258,0.0001
695.0,,0.642,,,,,,,27.54,0.0177,2.64,0.0581,0.6602,0.0371,0.0001
700.0,,0.593,,,,,,,163.16,0.0148,3.09,0.0678,0.6685,0.0472,0.0
705.0,,0.559,,,,,,,0.0,0.018600000000000002,2.38,0.0986,0.5288,0.0377,0.0
710.0,,0.539,,,,,,,0.0,0.0158,2.78,0.0869,0.647,0.057,0.0001
715.0,,0.506,,,,,,,32.97,0.0203,2.18,0.1095,0.5477,0.035,0.0001
720.0,,0.49700000000000005,,,,,,,11.49,0.024700000000000003,1.67,0.1099,0.4446,0.0234,0.0
725.0,,0.49,,,,,,,0.0,0.0175,2.33,0.1717,0.4893,0.0384,0.0
730.0,,0.469,,,,,,,41.61,0.0106,3.83,0.2978,0.4681,0.056,0.0
735.0,,0.469,,,,,,,95.73,0.0175,2.33,0.2786,0.2937,0.0275,0.0
740.0,,0.48100000000000004,,,,,,,9.49,0.023100000000000002,1.76,0.252,0.1531,0.0144,0.0
745.0,,0.44799999999999995,,,,,,,1.51,0.013600000000000001,2.79,0.3424,0.3629,0.0211,0.0002
750.0,,0.42,,,,,,,0.0,0.0105,3.62,0.484,0.3012,0.0275,0.0003
755.0,,0.397,,,,,,,107.15,0.0163,2.25,0.4186,0.0435,0.0165,0.0001
760.0,,0.40299999999999997,,,,,,,0.0,0.0187,1.9,0.3432,0.0985,0.013,0.0001
765.0,,0.381,,,,,,,0.0,0.016399999999999998,2.29,0.3126,0.2749,0.0142,0.0
770.0,,0.375,,,,,,,51.78,0.0131,3.06,0.3861,0.283,0.0137,0.0
775.0,,0.374,,,,,,,171.93,0.0154,2.69,0.3656,0.1433,0.0103,0.0001
780.0,,0.38799999999999996,,,,,,,80.91,0.0144,2.88,0.3396,0.2514,0.009,0.0
785.0,,0.38799999999999996,,,,,,,0.0,0.0118,3.43,0.2576,0.4657,0.0093,0.0004
790.0,,0.383,,,,,,,0.0,0.0087,4.75,0.0791,0.8786,0.012,0.0004
795.0,,0.369,,,,,,,0.18,0.0097,4.32,0.2053,0.5765,0.0099,0.0001
800.0,,0.373,,,,,,,0.0,0.0121,3.5,0.3101,0.1979,0.0073,0.0001
805.0,,0.36100000000000004,,,,,,,2.79,0.0152,2.82,0.2021,0.1986,0.0061,0.0001
810.0,,0.369,,,,,,,90.9,0.0165,2.58,0.1488,0.3601,0.0049,0.0003
815.0,,0.35700000000000004,,,,,,,0.0,0.0148,2.9,0.149,0.3158,0.0052,0.0
820.0,,0.358,,,,,,,268.89,0.0098,4.31,0.1714,0.4743,0.0074,0.0
825.0,,0.332,,,,,,,0.0,0.0092,4.5,0.1519,0.4799,0.0081,0.0
830.0,,0.33799999999999997,,,,,,,12.55,0.015500000000000002,2.64,0.1346,0.2273,0.0044,0.0001
835.0,,0.33799999999999997,,,,,,,0.0,0.0098,4.22,0.1076,0.5502,0.0068,0.0002
840.0,,0.34,,,,,,,0.0,0.0118,3.37,0.0819,0.5876,0.0053,0.0
845.0,,0.337,,,,,,,133.31,0.0173,2.31,0.0833,0.3108,0.0036,0.0
