Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.0,,,,,,,0.0,0.0,21.64,0.0,99.99,0.0,0.0007
5.0,,0.0,,,,,,,0.0,0.0,99.99,0.0,99.99,0.0,0.0
10.0,,0.618,,,,,,,0.0,0.0,99.99,0.0,99.99,2.488,0.0
15.0,,2.7889999999999997,,,,,,,872.24,0.2763,0.75,0.0058,0.54,0.1057,0.0
20.0,,3.762,,,,,,,1209.28,0.2553,0.73,0.0068,0.4913,0.0893,0.0
25.0,,3.923,,,,,,,1638.53,0.2079,0.77,0.0278,0.5006,0.0779,0.0
30.0,,3.504,,,,,,,2081.33,0.15810000000000002,0.85,0.0342,0.5409,0.059,0.0
35.0,,2.957,,,,,,,2330.11,0.11960000000000001,0.96,0.0588,0.5693,0.0432,0.0
40.0,,2.3880000000000003,,,,,,,2357.97,0.0906,1.1,0.0714,0.6112,0.0305,0.0
45.0,,1.9169999999999998,,,,,,,2073.28,0.0741,1.17,0.0745,0.6476,0.0226,0.0
50.0,,1.537,,,,,,,1890.11,0.0579,1.36,0.072,0.7399,0.0223,0.0
55.0,,1.305,,,,,,,1845.92,0.046900000000000004,1.57,0.0595,0.7551,0.0237,0.0
60.0,,1.118,,,,,,,1250.95,0.0529,1.3,0.0746,0.6564,0.0178,0.0
65.0,,1.01,,,,,,,1129.28,0.045,1.52,0.0357,0.875,0.0218,0.0001
70.0,,0.918,,,,,,,1189.51,0.034300000000000004,1.96,0.0,1.0661,0.0282,0.0
75.0,,0.919,,,,,,,994.8,0.0384,1.74,0.0131,0.9077,0.0266,0.0001
80.0,,0.867,,,,,,,800.24,0.0435,1.52,0.0271,0.787,0.0197,0.0
85.0,,0.875,,,,,,,779.36,0.0441,1.44,0.0105,0.9012,0.0178,0.0001
90.0,,0.851,,,,,,,728.44,0.0435,1.48,0.0135,0.8751,0.02,0.0001
95.0,,0.8270000000000001,,,,,,,677.67,0.0433,1.47,0.0091,0.9137,0.0177,0.0
100.0,,0.861,,,,,,,786.07,0.042800000000000005,1.54,0.009,0.9151,0.021,0.0001
105.0,,0.878,,,,,,,745.95,0.0458,1.46,0.0103,0.8962,0.0174,0.0001
110.0,,0.91,,,,,,,643.07,0.0567,1.22,0.0168,0.7908,0.0143,0.0001
115.0,,0.9420000000000001,,,,,,,640.16,0.0593,1.19,0.0224,0.7214,0.0146,0.0
120.0,,0.9920000000000001,,,,,,,846.5,0.051100000000000007,1.41,0.0058,0.9384,0.0151,0.0
125.0,,1.031,,,,,,,1016.19,0.0468,1.64,0.0,1.0179,0.0146,0.0
130.0,,1.054,,,,,,,978.65,0.0501,1.6,0.0,1.0514,0.0148,0.0001
135.0,,1.1500000000000001,,,,,,,912.58,0.0605,1.38,0.0064,0.9237,0.0117,0.0
140.0,,1.206,,,,,,,831.45,0.0689,1.25,0.0106,0.8574,0.0103,0.0
145.0,,1.285,,,,,,,893.63,0.069,1.29,0.0096,0.8767,0.0116,0.0
150.0,,1.336,,,,,,,981.76,0.0688,1.34,0.0075,0.9028,0.017,0.0
155.0,,1.37,,,,,,,1089.17,0.0694,1.35,0.0043,0.9476,0.0134,0.0
160.0,,1.463,,,,,,,1004.52,0.0799,1.23,0.0079,0.8881,0.0127,0.0
165.0,,1.5390000000000001,,,,,,,1030.94,0.08689999999999999,1.16,0.0113,0.8391,0.0146,0.0
170.0,,1.611,,,,,,,1108.82,0.08449999999999999,1.23,0.007,0.9033,0.0142,0.0001
175.0,,1.6880000000000002,,,,,,,1107.06,0.0907,1.15,0.0102,0.8658,0.0138,0.0
180.0,,1.7180000000000002,,,,,,,1081.63,0.09720000000000001,1.09,0.0014,0.98,0.0153,0.0
185.0,,1.7919999999999998,,,,,,,1009.4,0.1073,1.13,0.0,1.0307,0.0152,0.0
190.0,,1.87,,,,,,,963.49,0.1302,1.05,0.0055,0.9046,0.0437,0.0
195.0,,2.353,,,,,,,1192.86,0.1587,0.88,0.0117,0.7826,0.0435,0.0
200.0,,2.573,,,,,,,1244.57,0.17440000000000003,0.83,0.012,0.7536,0.0442,0.0
205.0,,2.733,,,,,,,1377.38,0.1815,0.85,0.0178,0.7046,0.0567,0.0
210.0,,2.9160000000000004,,,,,,,1407.7,0.19640000000000002,0.76,0.0183,0.67,0.0617,0.0
215.0,,3.0530000000000004,,,,,,,1406.04,0.2041,0.73,0.0225,0.667,0.0623,0.0
220.0,,3.022,,,,,,,1516.45,0.19390000000000002,0.77,0.0208,0.7093,0.0621,0.0
225.0,,3.0460000000000003,,,,,,,1518.41,0.1877,0.79,0.0232,0.731,0.0607,0.0
230.0,,3.04,,,,,,,1475.42,0.1945,0.78,0.0243,0.7065,0.0692,0.0
235.0,,3.042,,,,,,,1355.03,0.20500000000000002,0.75,0.0268,0.6922,0.0804,0.0
240.0,,3.145,,,,,,,1329.54,0.20870000000000002,0.76,0.0281,0.6682,0.0836,0.0
245.0,,3.19,,,,,,,1390.33,0.2031,0.77,0.027,0.7103,0.0758,0.0
250.0,,3.241,,,,,,,1288.1,0.207,0.77,0.0288,0.7021,0.0721,0.0
255.0,,3.248,,,,,,,1320.19,0.21760000000000002,0.76,0.0287,0.6896,0.0668,0.0
260.0,,3.333,,,,,,,1275.39,0.22399999999999998,0.75,0.0267,0.7003,0.0858,0.0
265.0,,3.423,,,,,,,1334.04,0.22960000000000003,0.78,0.0276,0.6999,0.0821,0.0
270.0,,3.5560000000000005,,,,,,,1397.85,0.2266,0.82,0.0306,0.6681,0.0937,0.0
275.0,,3.6630000000000003,,,,,,,1436.45,0.21170000000000003,0.84,0.0357,0.6629,0.1059,0.0
280.0,,3.697,,,,,,,1515.49,0.1856,0.88,0.0393,0.6713,0.0827,0.0
285.0,,3.492,,,,,,,1620.24,0.1574,0.95,0.0413,0.7146,0.0701,0.0
290.0,,3.12,,,,,,,1557.66,0.13949999999999999,0.98,0.0455,0.727,0.0659,0.0
295.0,,2.847,,,,,,,1658.55,0.1202,1.02,0.0331,0.8067,0.0584,0.0
300.0,,2.498,,,,,,,1647.22,0.1069,1.08,0.022,0.8874,0.0526,0.0
