Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.022000000000000002,,,,,,,0.0,0.0,0.0
3.0,,0.009000000000000001,,,,,,,0.0,0.0,0.0
6.0,,0.004,,,,,,,0.0,0.0,0.0
9.0,,-0.002,,,,,,,0.0,0.0,0.0
12.0,,-0.002,,,,,,,0.0,0.0,0.0
15.0,,0.011000000000000001,,,,,,,0.13,0.12,-0.955
18.0,,0.006999999999999999,,,,,,,0.127,0.12,-0.971
21.0,,0.022000000000000002,,,,,,,0.124,0.12,-1.018
24.0,,0.009000000000000001,,,,,,,0.12,0.12,-1.067
27.0,,0.004,,,,,,,0.116,0.12,-1.104
30.0,,0.008,,,,,,,0.112,0.12,-1.035
33.0,,0.151,,,,,,,0.11,0.52,-1.018
36.0,,0.667,,,,,,,0.108,1.17,-1.005
39.0,,1.239,,,,,,,0.105,1.62,-1.016
42.0,,1.6540000000000001,,,,,,,0.102,1.99,-1.06
45.0,,1.986,,,,,,,0.1,2.35,-1.082
48.0,,2.154,,,,,,,0.099,2.46,-1.094
51.0,,2.267,,,,,,,0.097,2.67,-1.113
54.0,,2.3440000000000003,,,,,,,0.095,2.68,-1.134
57.0,,2.215,,,,,,,0.093,2.49,-1.175
60.0,,2.005,,,,,,,0.091,2.3,-1.223
63.0,,1.772,,,,,,,0.09,2.08,-1.243
66.0,,1.5390000000000001,,,,,,,0.088,1.89,-1.244
69.0,,1.349,,,,,,,0.087,1.71,-1.319
72.0,,1.1520000000000001,,,,,,,0.085,1.54,-1.333
75.0,,0.983,,,,,,,0.083,1.4,-1.374
78.0,,0.863,,,,,,,0.082,1.28,-1.421
81.0,,0.7590000000000001,,,,,,,0.078,1.19,-1.475
84.0,,0.667,,,,,,,0.075,1.14,-1.521
87.0,,0.6070000000000001,,,,,,,0.071,1.13,-1.685
90.0,,0.5860000000000001,,,,,,,0.067,1.18,-1.742
93.0,,0.578,,,,,,,0.064,1.2,-1.797
96.0,,0.5700000000000001,,,,,,,0.062,1.19,-1.923
99.0,,0.5529999999999999,,,,,,,0.06,1.2,-1.966
102.0,,0.544,,,,,,,0.059,1.14,-1.992
105.0,,0.507,,,,,,,0.058,1.11,-2.028
108.0,,0.48,,,,,,,0.056,1.1,-2.058
111.0,,0.446,,,,,,,0.055,1.08,-2.105
114.0,,0.41600000000000004,,,,,,,0.054,1.13,-2.169
117.0,,0.42600000000000005,,,,,,,0.053,1.13,-2.216
120.0,,0.397,,,,,,,0.052,1.1,-2.268
123.0,,0.394,,,,,,,0.051,1.1,-2.332
126.0,,0.39,,,,,,,0.051,1.19,-2.306
129.0,,0.43700000000000006,,,,,,,0.05,1.22,-2.35
132.0,,0.43100000000000005,,,,,,,0.05,1.19,-2.339
135.0,,0.42200000000000004,,,,,,,0.05,1.15,-2.28
138.0,,0.391,,,,,,,0.049,1.13,-2.361
141.0,,0.39,,,,,,,0.049,1.13,-2.353
144.0,,0.392,,,,,,,0.049,1.11,-2.414
147.0,,0.38,,,,,,,0.048,1.09,-2.477
150.0,,0.38200000000000006,,,,,,,0.048,1.04,-2.425
153.0,,0.348,,,,,,,0.047,1.02,-2.486
156.0,,0.33799999999999997,,,,,,,0.047,1.01,-2.473
159.0,,0.331,,,,,,,0.046,1.01,-2.565
162.0,,0.32,,,,,,,0.045,1.0,-2.535
165.0,,0.303,,,,,,,0.045,1.0,-2.547
168.0,,0.31,,,,,,,0.045,1.06,-2.569
171.0,,0.33,,,,,,,0.045,1.05,-2.595
174.0,,0.32,,,,,,,0.045,1.06,-2.521
177.0,,0.311,,,,,,,0.045,1.05,-2.538
180.0,,0.325,,,,,,,0.045,1.07,-2.553
183.0,,0.314,,,,,,,0.045,1.08,-2.616
186.0,,0.318,,,,,,,0.045,1.08,-2.582
189.0,,0.317,,,,,,,0.045,1.05,-2.537
192.0,,0.31,,,,,,,0.045,1.06,-2.588
195.0,,0.31,,,,,,,0.044,1.08,-2.641
