Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,292.9,,,,,,,,,,,,,
5.0,292.9,,,,,,,,,,,,,
10.0,292.989,,,,,,,,,,,,,
15.0,293.167,,,,,,,,,,,,,
20.0,292.722,,,,,,,,,,,,,
25.0,292.722,,,,,,,,,,,,,
30.0,292.811,,,,,,,,,,,,,
35.0,293.167,,,,,,,,,,,,,
40.0,292.989,,,,,,,,,,,,,
45.0,292.811,,,,,,,,,,,,,
50.0,292.722,,,,,,,,,,,,,
55.0,292.544,,,,,,,,,,,,,
60.0,292.366,,,,,,,,,,,,,
65.0,292.544,0.02848,,,,,,,194.0,3.0,0.0037,1.9772,0.0011,
70.0,292.277,0.48238,,,,,,,184.0,1.85,0.002,1.1017,0.0006,
75.0,291.832,1.17747,,,,,,,174.0,1.34,0.0024,0.7703,0.0004,
80.0,291.387,1.37861,,,,,,,163.0,1.1,0.0019,0.6381,0.0003,
85.0,291.03099999999995,1.44536,,,,,,,153.0,1.05,0.0029,0.6062,0.0003,
90.0,290.23,1.44269,,,,,,,143.0,1.13,0.003,0.6721,0.0003,
95.0,289.785,1.48452,,,,,,,133.0,1.05,0.004,0.6259,0.0003,
100.0,289.518,1.49431,,,,,,,159.0,1.24,0.0047,0.7092,0.0004,
105.0,288.717,1.50321,,,,,,,179.0,1.32,0.0068,0.7496,0.0004,
110.0,288.45,1.52457,,,,,,,195.0,1.18,0.006,0.6595,0.0003,
115.0,288.094,1.52457,,,,,,,201.0,1.39,0.0087,0.747,0.0004,
120.0,287.38199999999995,1.51656,,,,,,,219.0,1.15,0.0075,0.6642,0.0004,
125.0,287.29299999999995,1.50321,,,,,,,230.0,1.15,0.0085,0.6708,0.0004,
