Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.0132,,,,,,,0.0,0.0,0.0
5.0,,0.0044,,,,,,,0.0,0.0,0.0
10.0,,-0.0017600000000000003,,,,,,,0.0,0.0,0.0
15.0,,0.0088,,,,,,,0.0,0.0,0.0
20.0,,-0.0088,,,,,,,0.0,0.0,0.0
25.0,,0.00616,,,,,,,0.0,0.0,0.0
30.0,,-0.014960000000000001,,,,,,,0.0,0.0,0.0
35.0,,0.0044,,,,,,,0.0,0.0,0.0
40.0,,-0.0044,,,,,,,0.0,0.0,0.0
45.0,,0.01232,,,,,,,0.044,0.56,0.018
50.0,,0.0132,,,,,,,0.052,0.47,0.016
55.0,,0.4796,,,,,,,0.035,0.96,0.098
60.0,,0.9697600000000001,,,,,,,0.029,2.97,0.315
65.0,,0.15488000000000002,,,,,,,0.023,3.45,0.234
70.0,,-0.029920000000000002,,,,,,,0.034,1.38,0.072
75.0,,-0.0088,,,,,,,0.049,0.65,0.028
80.0,,0.0017600000000000003,,,,,,,0.04,0.67,0.02
85.0,,0.00616,,,,,,,0.007,3.8,0.133
90.0,,-0.0017600000000000003,,,,,,,0.007,3.71,0.142
95.0,,0.014960000000000001,,,,,,,0.001,85.8,2.865
100.0,,0.01232,,,,,,,0.008,2.88,0.091
105.0,,0.019360000000000002,,,,,,,0.008,2.96,0.139
110.0,,0.01672,,,,,,,0.002,80.48,2.245
115.0,,-0.00616,,,,,,,0.002,84.07,1.4
120.0,,-0.00616,,,,,,,0.002,83.2,0.0
125.0,,0.01672,,,,,,,0.04,0.6,0.02
130.0,,0.014960000000000001,,,,,,,0.025,0.99,0.03
