Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.012,,,,,,,0.0,0.0,0.0
3.0,,-0.006,,,,,,,0.0,0.0,0.0
6.0,,-0.006,,,,,,,0.0,0.0,0.0
9.0,,0.002,,,,,,,0.172,0.1,0.0
12.0,,0.401,,,,,,,0.171,0.59,0.028
15.0,,1.847,,,,,,,0.171,1.6,0.085
18.0,,3.609,,,,,,,0.171,2.08,0.115
21.0,,4.363,,,,,,,0.17,1.98,0.115
24.0,,4.188000000000001,,,,,,,0.171,1.81,0.105
27.0,,3.926,,,,,,,0.171,1.78,0.098
30.0,,3.91,,,,,,,0.171,1.91,0.096
33.0,,4.051,,,,,,,0.171,1.93,0.088
36.0,,4.231,,,,,,,0.171,2.09,0.096
39.0,,4.244,,,,,,,0.171,1.95,0.076
42.0,,3.9539999999999997,,,,,,,0.173,1.82,0.068
45.0,,3.8230000000000004,,,,,,,0.173,1.88,0.074
48.0,,3.87,,,,,,,0.173,1.89,0.07
51.0,,3.8089999999999997,,,,,,,0.173,1.75,0.049
54.0,,3.487,,,,,,,0.174,1.61,0.047
57.0,,3.192,,,,,,,0.174,1.55,0.051
60.0,,3.372,,,,,,,0.174,1.85,0.058
63.0,,4.005,,,,,,,0.174,2.12,0.059
66.0,,4.532,,,,,,,0.174,2.25,0.057
69.0,,4.82,,,,,,,0.174,2.26,0.054
72.0,,5.004,,,,,,,0.173,2.4,0.051
75.0,,5.192,,,,,,,0.172,2.44,0.048
78.0,,5.166,,,,,,,0.171,2.4,0.046
81.0,,5.1979999999999995,,,,,,,0.169,2.51,0.043
84.0,,5.32,,,,,,,0.167,2.59,0.045
87.0,,5.367999999999999,,,,,,,0.165,2.67,0.046
90.0,,5.666,,,,,,,0.163,2.88,0.046
93.0,,5.774,,,,,,,0.16,2.82,0.048
96.0,,5.777,,,,,,,0.156,2.98,0.05
99.0,,5.837000000000001,,,,,,,0.153,3.06,0.05
102.0,,5.942,,,,,,,0.149,3.19,0.05
105.0,,5.994,,,,,,,0.145,3.29,0.054
108.0,,5.971,,,,,,,0.14,3.32,0.057
111.0,,5.934,,,,,,,0.136,3.4,0.06
114.0,,5.874,,,,,,,0.131,3.54,0.059
117.0,,6.016,,,,,,,0.126,3.72,0.068
120.0,,5.963,,,,,,,0.12,3.7,0.074
123.0,,5.601,,,,,,,0.114,3.62,0.072
126.0,,5.402,,,,,,,0.108,3.78,0.075
129.0,,5.024,,,,,,,0.103,3.64,0.075
132.0,,5.0489999999999995,,,,,,,0.097,4.19,0.092
135.0,,5.426,,,,,,,0.091,4.66,0.109
138.0,,5.1610000000000005,,,,,,,0.084,4.27,0.098
141.0,,4.7780000000000005,,,,,,,0.078,4.53,0.099
144.0,,4.522,,,,,,,0.072,4.67,0.09
147.0,,4.338,,,,,,,0.066,5.02,0.099
150.0,,4.056,,,,,,,0.061,4.73,0.077
153.0,,3.3760000000000003,,,,,,,0.055,4.23,0.053
156.0,,2.694,,,,,,,0.05,4.06,0.043
159.0,,2.287,,,,,,,0.044,4.21,0.043
162.0,,2.0100000000000002,,,,,,,0.039,4.31,0.04
165.0,,1.6940000000000002,,,,,,,0.035,4.08,0.042
168.0,,1.3900000000000001,,,,,,,0.031,3.94,0.053
171.0,,1.082,,,,,,,0.027,3.68,0.05
174.0,,0.8620000000000001,,,,,,,0.023,3.82,0.051
177.0,,0.72,,,,,,,0.02,3.93,0.051
180.0,,0.609,,,,,,,0.017,3.97,0.055
183.0,,0.501,,,,,,,0.015,4.1,0.057
186.0,,0.418,,,,,,,0.012,4.39,0.066
189.0,,0.36100000000000004,,,,,,,0.01,4.89,0.073
192.0,,0.318,,,,,,,0.009,4.96,0.09
195.0,,0.29100000000000004,,,,,,,0.008,5.34,0.125
198.0,,0.255,,,,,,,0.007,5.72,0.144
201.0,,0.20800000000000002,,,,,,,0.006,5.87,0.193
204.0,,0.18300000000000002,,,,,,,0.006,5.96,0.219
207.0,,0.16,,,,,,,0.005,6.17,0.209
210.0,,0.154,,,,,,,0.005,0.0,0.0
213.0,,0.15,,,,,,,0.004,0.0,0.0
216.0,,0.127,,,,,,,0.003,0.0,0.0
219.0,,0.128,,,,,,,0.003,0.0,0.0
222.0,,0.114,,,,,,,0.003,0.0,0.0
225.0,,0.107,,,,,,,0.003,0.0,0.0
228.0,,0.10099999999999999,,,,,,,0.003,0.0,0.0
231.0,,0.09699999999999999,,,,,,,0.003,0.0,0.0
