Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.002,,,,,,,0.0,0.0,0.0
3.0,,0.008,,,,,,,0.168,0.07,0.0
6.0,,0.042,,,,,,,0.166,0.08,0.0
9.0,,0.594,,,,,,,0.169,0.44,0.0
12.0,,1.861,,,,,,,0.17,1.06,0.0
15.0,,2.964,,,,,,,0.17,1.44,0.0
18.0,,3.662,,,,,,,0.169,1.67,0.0
21.0,,4.006,,,,,,,0.169,1.78,0.0
24.0,,4.208,,,,,,,0.17,1.85,0.0
27.0,,4.468,,,,,,,0.17,1.97,0.0
30.0,,4.476,,,,,,,0.171,1.91,0.0
33.0,,4.198,,,,,,,0.172,1.78,0.0
36.0,,4.0889999999999995,,,,,,,0.174,1.78,0.0
39.0,,3.815,,,,,,,0.174,1.64,0.0
42.0,,3.487,,,,,,,0.174,1.55,0.0
45.0,,3.555,,,,,,,0.174,1.61,0.0
48.0,,3.4939999999999998,,,,,,,0.173,1.54,0.0
51.0,,3.279,,,,,,,0.172,1.43,0.0
54.0,,3.591,,,,,,,0.171,1.68,0.0
57.0,,4.37,,,,,,,0.171,2.04,0.0
60.0,,4.899,,,,,,,0.171,2.2,0.0
63.0,,5.151000000000001,,,,,,,0.17,2.29,0.0
66.0,,5.251,,,,,,,0.169,2.35,0.0
69.0,,5.3229999999999995,,,,,,,0.168,2.4,0.0
72.0,,5.341,,,,,,,0.167,2.42,0.0
75.0,,5.205,,,,,,,0.165,2.38,0.0
78.0,,4.961,,,,,,,0.163,2.28,0.0
81.0,,4.889,,,,,,,0.16,2.33,0.0
84.0,,5.083,,,,,,,0.157,2.5,0.0
87.0,,5.2170000000000005,,,,,,,0.154,2.53,0.0
90.0,,5.415,,,,,,,0.15,2.69,0.0
93.0,,5.652,,,,,,,0.146,2.85,0.0
96.0,,5.6739999999999995,,,,,,,0.141,2.92,0.0
99.0,,5.78,,,,,,,0.136,3.05,0.0
102.0,,5.926,,,,,,,0.131,3.27,0.0
105.0,,6.015000000000001,,,,,,,0.126,3.39,0.0
108.0,,6.081,,,,,,,0.119,3.64,0.0
111.0,,6.224,,,,,,,0.113,3.89,0.0
114.0,,6.081,,,,,,,0.108,3.93,0.0
117.0,,5.726,,,,,,,0.102,3.97,0.0
120.0,,5.542000000000001,,,,,,,0.096,4.11,0.0
123.0,,5.581,,,,,,,0.09,4.47,0.0
126.0,,5.3629999999999995,,,,,,,0.084,4.56,0.0
129.0,,4.992,,,,,,,0.078,4.57,0.0
132.0,,4.644,,,,,,,0.073,4.67,0.0
135.0,,4.396,,,,,,,0.066,4.81,0.0
138.0,,4.111000000000001,,,,,,,0.061,5.02,0.0
141.0,,4.01,,,,,,,0.055,5.4,0.0
144.0,,4.468,,,,,,,0.049,6.96,0.0
147.0,,4.692,,,,,,,0.044,7.64,0.0
150.0,,3.853,,,,,,,0.04,6.46,0.0
153.0,,2.757,,,,,,,0.035,5.51,0.0
156.0,,1.851,,,,,,,0.031,4.79,0.0
159.0,,1.232,,,,,,,0.028,4.01,0.0
162.0,,0.821,,,,,,,0.025,3.49,0.0
165.0,,0.537,,,,,,,0.022,3.07,0.0
168.0,,0.39,,,,,,,0.018,3.07,0.0
171.0,,0.321,,,,,,,0.016,3.12,0.0
174.0,,0.31,,,,,,,0.013,3.5,0.0
177.0,,0.27,,,,,,,0.011,3.79,0.0
180.0,,0.23600000000000002,,,,,,,0.009,3.84,0.0
183.0,,0.19100000000000003,,,,,,,0.008,3.86,0.0
186.0,,0.151,,,,,,,0.007,4.37,0.0
189.0,,0.12400000000000001,,,,,,,0.006,4.92,0.0
192.0,,0.134,,,,,,,0.005,5.13,0.0
195.0,,0.12400000000000001,,,,,,,0.005,5.54,0.0
198.0,,0.111,,,,,,,0.005,4.93,0.0
201.0,,0.113,,,,,,,0.005,4.63,0.0
204.0,,0.099,,,,,,,0.005,4.87,0.0
207.0,,0.087,,,,,,,0.005,0.0,0.0
210.0,,0.067,,,,,,,0.004,0.0,0.0
