Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.012,,,,,,,0.0,0.0,0.0
3.0,,-0.002,,,,,,,0.0,0.0,0.0
6.0,,-0.006999999999999999,,,,,,,0.0,0.0,0.0
9.0,,-0.01,,,,,,,0.0,0.0,0.0
12.0,,-0.013999999999999999,,,,,,,0.0,0.0,0.0
15.0,,0.01,,,,,,,0.113,0.13,0.003
18.0,,0.019,,,,,,,0.11,0.15,0.003
21.0,,0.017,,,,,,,0.107,0.15,0.005
24.0,,0.022000000000000002,,,,,,,0.103,0.13,0.005
27.0,,0.015,,,,,,,0.1,0.13,0.007
30.0,,0.26,,,,,,,0.096,0.24,0.009
33.0,,0.912,,,,,,,0.094,0.76,0.008
36.0,,1.568,,,,,,,0.091,1.43,0.006
39.0,,2.093,,,,,,,0.089,2.05,0.004
42.0,,2.4890000000000003,,,,,,,0.088,2.59,0.003
45.0,,2.758,,,,,,,0.087,3.05,0.004
48.0,,2.815,,,,,,,0.085,3.5,0.005
51.0,,2.5810000000000004,,,,,,,0.084,3.27,0.007
54.0,,2.236,,,,,,,0.083,3.0,0.012
57.0,,1.864,,,,,,,0.082,2.68,0.013
60.0,,1.496,,,,,,,0.081,2.33,0.012
63.0,,1.185,,,,,,,0.079,2.0,0.01
66.0,,0.976,,,,,,,0.078,1.76,0.008
69.0,,0.846,,,,,,,0.078,1.56,0.01
72.0,,0.753,,,,,,,0.077,1.42,0.013
75.0,,0.6659999999999999,,,,,,,0.076,1.29,0.02
78.0,,0.643,,,,,,,0.075,1.23,0.027
81.0,,0.621,,,,,,,0.072,1.23,0.035
84.0,,0.638,,,,,,,0.068,1.26,0.043
87.0,,0.599,,,,,,,0.065,1.27,0.049
90.0,,0.6,,,,,,,0.063,1.27,0.049
93.0,,0.573,,,,,,,0.061,1.25,0.053
96.0,,0.554,,,,,,,0.06,1.23,0.057
99.0,,0.543,,,,,,,0.059,1.21,0.058
102.0,,0.527,,,,,,,0.058,1.21,0.056
105.0,,0.524,,,,,,,0.057,1.22,0.051
108.0,,0.537,,,,,,,0.056,1.23,0.052
111.0,,0.525,,,,,,,0.056,1.23,0.058
114.0,,0.529,,,,,,,0.055,1.23,0.057
117.0,,0.516,,,,,,,0.055,1.24,0.059
120.0,,0.507,,,,,,,0.054,1.22,0.062
123.0,,0.505,,,,,,,0.053,1.24,0.065
126.0,,0.502,,,,,,,0.052,1.25,0.068
129.0,,0.49,,,,,,,0.052,1.23,0.07
132.0,,0.493,,,,,,,0.051,1.23,0.073
135.0,,0.49600000000000005,,,,,,,0.051,1.24,0.078
138.0,,0.48700000000000004,,,,,,,0.051,1.23,0.08
141.0,,0.45,,,,,,,0.051,1.2,0.082
144.0,,0.43200000000000005,,,,,,,0.05,1.15,0.081
147.0,,0.408,,,,,,,0.05,1.13,0.082
150.0,,0.4,,,,,,,0.049,1.1,0.078
153.0,,0.387,,,,,,,0.048,1.09,0.075
156.0,,0.383,,,,,,,0.048,1.09,0.076
159.0,,0.387,,,,,,,0.047,1.09,0.073
162.0,,0.385,,,,,,,0.046,1.09,0.07
165.0,,0.38799999999999996,,,,,,,0.046,1.09,0.07
168.0,,0.363,,,,,,,0.046,1.06,0.078
171.0,,0.364,,,,,,,0.046,1.05,0.082
174.0,,0.371,,,,,,,0.045,1.08,0.086
177.0,,0.376,,,,,,,0.046,1.07,0.09
180.0,,0.376,,,,,,,0.046,1.08,0.091
183.0,,0.38200000000000006,,,,,,,0.045,1.1,0.091
186.0,,0.378,,,,,,,0.045,1.11,0.095
189.0,,0.387,,,,,,,0.044,1.15,0.095
192.0,,0.373,,,,,,,0.045,1.14,0.096
195.0,,0.364,,,,,,,0.045,1.15,0.096
198.0,,0.36200000000000004,,,,,,,0.045,1.14,0.093
201.0,,0.349,,,,,,,0.045,1.14,0.092
204.0,,0.35600000000000004,,,,,,,0.045,1.14,0.088
207.0,,0.37200000000000005,,,,,,,0.044,1.14,0.083
210.0,,0.368,,,,,,,0.044,1.13,0.086
213.0,,0.336,,,,,,,0.044,1.08,0.094
216.0,,0.3,,,,,,,0.044,1.02,0.1
219.0,,0.28500000000000003,,,,,,,0.043,1.0,0.104
222.0,,0.287,,,,,,,0.043,0.99,0.106
225.0,,0.278,,,,,,,0.043,0.98,0.105
228.0,,0.27399999999999997,,,,,,,0.043,0.98,0.108
231.0,,0.29100000000000004,,,,,,,0.042,1.0,0.115
234.0,,0.28800000000000003,,,,,,,0.043,0.98,0.115
237.0,,0.294,,,,,,,0.042,1.0,0.119
240.0,,0.276,,,,,,,0.042,1.0,0.125
243.0,,0.287,,,,,,,0.041,1.03,0.135
246.0,,0.30100000000000005,,,,,,,0.041,1.06,0.141
249.0,,0.294,,,,,,,0.039,1.12,0.147
252.0,,0.28600000000000003,,,,,,,0.039,1.13,0.14
255.0,,0.28,,,,,,,0.039,1.1,0.134
258.0,,0.263,,,,,,,0.039,1.08,0.13
261.0,,0.267,,,,,,,0.039,1.06,0.124
264.0,,0.28300000000000003,,,,,,,0.039,1.09,0.132
267.0,,0.30100000000000005,,,,,,,0.039,1.11,0.126
270.0,,0.277,,,,,,,0.038,1.11,0.121
273.0,,0.28500000000000003,,,,,,,0.038,1.1,0.119
276.0,,0.269,,,,,,,0.037,1.09,0.118
279.0,,0.265,,,,,,,0.037,1.08,0.118
282.0,,0.26,,,,,,,0.036,1.09,0.121
285.0,,0.27399999999999997,,,,,,,0.036,1.07,0.125
288.0,,0.264,,,,,,,0.036,1.07,0.127
