Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,216.0,,,,,,,,,,,,,
5.0,216.0,,,,,,,,,,,,,
10.0,216.264,,,,,,,,,,,,,
15.0,216.264,,,,,,,,,,,,,
20.0,216.0,,,,,,,,,,,,,
25.0,216.088,,,,,,,,,,,,,
30.0,216.176,,,,,,,,,,,,,
35.0,216.264,,,,,,,,,,,,,
40.0,216.088,,,,,,,,,,,,,
45.0,216.0,,,,,,,,,,,,,
50.0,216.0,,,,,,,,,,,,,
55.0,216.352,,,,,,,,,,,,,
60.0,216.44,,,,,,,,,,,,,
65.0,216.704,,,,,,,,,,,,,
70.0,216.352,,,,,,,,,,,,,
75.0,216.352,,,,,,,,,,,,,
80.0,216.352,,,,,,,,,,,,,
85.0,216.528,,,,,,,,,,,,,
90.0,216.352,,,,,,,,,,,,,
95.0,216.616,,,,,,,,,,,,,
99.9,216.44,,,,,,,,,,,,,
104.9,216.264,,,,,,,,,,,,,
110.0,216.0,,,,,,,,,,,,,
115.0,216.176,,,,,,,,,,,,,
120.0,216.088,,,,,,,,,,,,,
125.0,216.088,,,,,,,,,,,,,
130.0,216.176,,,,,,,,,,,,,
134.9,216.0,,,,,,,,,,,,,
140.0,216.088,,,,,,,,,,,,,
145.0,216.0,,,,,,,,,,,,,
150.0,216.0,,,,,,,,,,,,,
155.0,216.0,,,,,,,,,,,,,
160.0,216.176,,,,,,,,,,,,,
164.9,216.0,,,,,,,,,,,,,
169.9,216.0,,,,,,,,,,,,,
174.9,216.088,,,,,,,,,,,,,
180.0,215.912,,,,,,,,,,,,,
185.0,216.0,,,,,,,,,,,,,
190.0,216.0,,,,,,,,,,,,,
195.0,215.824,,,,,,,,,,,,,
200.0,215.912,,,,,,,,,,,,,
205.0,216.088,,,,,,,,,,,,,
