Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.01144,,,,,,,0.0,0.0,0.0
6.0,,-0.00528,,,,,,,0.0,0.0,0.0
12.0,,-0.01232,,,,,,,0.0,0.0,0.0
18.0,,-0.00264,,,,,,,0.0,0.0,0.0
24.0,,-0.0035200000000000006,,,,,,,0.0,0.0,0.0
30.0,,0.13640000000000002,,,,,,,0.169,0.86,0.154
36.0,,2.17096,,,,,,,0.177,1.16,0.087
42.0,,2.3654400000000004,,,,,,,0.142,1.74,0.092
48.0,,2.2246400000000004,,,,,,,0.089,2.21,0.253
54.0,,2.02224,,,,,,,0.059,3.12,0.447
60.0,,1.8779200000000003,,,,,,,0.054,3.09,0.266
66.0,,1.5048000000000001,,,,,,,0.043,3.2,0.138
72.0,,0.9433600000000001,,,,,,,0.02,6.41,0.211
78.0,,0.91256,,,,,,,0.01,13.42,0.352
84.0,,0.9451200000000001,,,,,,,0.01,10.9,0.363
90.0,,0.5324,,,,,,,0.01,7.81,0.44
96.0,,0.32736000000000004,,,,,,,0.009,7.72,0.501
102.0,,0.31328000000000006,,,,,,,0.007,9.95,0.705
108.0,,0.30448000000000003,,,,,,,0.01,7.18,0.474
114.0,,0.35024,,,,,,,0.014,4.73,0.277
120.0,,0.28072,,,,,,,0.014,4.74,0.271
126.0,,0.33440000000000003,,,,,,,0.017,3.91,0.234
132.0,,0.33264,,,,,,,0.015,4.49,0.268
138.0,,0.29128000000000004,,,,,,,0.008,8.63,0.538
