Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.003,,,,,,,0.0,0.0,13.2,0.8612,0.0,0.0172,0.6962
5.0,,0.013000000000000001,,,,,,,0.0,0.0,99.99,0.9854,0.0,0.0398,0.6963
10.0,,0.111,,,,,,,494.03,0.374,0.96,0.0021,0.0,0.0016,0.0
15.0,,2.326,,,,,,,887.12,0.3678,1.34,0.0074,0.0,0.0036,0.0
20.0,,5.794,,,,,,,1223.97,0.35740000000000005,1.7,0.0075,0.0,0.0053,0.0
25.0,,7.139,,,,,,,1314.32,0.34130000000000005,2.02,0.0208,0.0,0.0056,0.0
30.0,,8.352,,,,,,,1485.14,0.32189999999999996,2.33,0.0219,0.0,0.0062,0.0
35.0,,9.781,,,,,,,1650.07,0.3044,2.56,0.0432,0.0,0.0067,0.0
40.0,,9.977,,,,,,,1682.98,0.2868,2.58,0.044,0.0,0.0071,0.0
45.0,,10.417,,,,,,,1793.93,0.2691,2.64,0.0489,0.0,0.0072,0.0
50.0,,10.083,,,,,,,1860.65,0.25,2.68,0.0529,0.0,0.0062,0.0
55.0,,9.675,,,,,,,1939.81,0.2353,2.58,0.0574,0.0,0.0061,0.0
60.0,,9.048,,,,,,,1958.27,0.222,2.63,0.0612,0.0,0.0064,0.0
65.0,,8.274,,,,,,,2170.99,0.1981,2.77,0.0697,0.0,0.0072,0.0
70.0,,7.795,,,,,,,2230.82,0.1829,2.83,0.0753,0.0,0.0066,0.0
75.0,,7.6610000000000005,,,,,,,2173.56,0.1822,2.59,0.0773,0.0,0.0067,0.0
80.0,,7.199,,,,,,,2114.43,0.17500000000000002,2.45,0.0821,0.0,0.006,0.0
85.0,,6.528,,,,,,,2223.56,0.15560000000000002,2.52,0.0922,0.0,0.0066,0.0
90.0,,5.9750000000000005,,,,,,,2714.97,0.1308,2.78,0.1123,0.0,0.0085,0.0
