Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,-0.0176,,,,,,,0.0,0.0,0.0
6.0,,-0.02288,,,,,,,0.0,0.0,0.0
12.0,,-0.014960000000000001,,,,,,,0.0,0.0,0.0
18.0,,-0.02112,,,,,,,0.0,0.0,0.0
24.0,,-0.014080000000000002,,,,,,,0.0,0.0,0.0
30.0,,-0.014080000000000002,,,,,,,0.0,0.0,0.0
36.0,,0.0044,,,,,,,0.092,1.57,0.322
42.0,,2.6162400000000003,,,,,,,0.151,1.16,0.157
48.0,,1.8022400000000003,,,,,,,0.171,0.78,0.065
54.0,,0.9345600000000001,,,,,,,0.099,1.28,0.154
60.0,,1.1193600000000001,,,,,,,0.038,3.97,0.813
66.0,,1.9122400000000002,,,,,,,0.023,6.76,1.035
72.0,,1.44496,,,,,,,0.017,7.25,0.574
78.0,,0.7251200000000001,,,,,,,0.014,6.74,0.404
84.0,,0.39512,,,,,,,0.011,6.03,0.535
90.0,,0.19888000000000003,,,,,,,0.013,4.6,0.431
96.0,,0.18568,,,,,,,0.013,3.55,0.324
102.0,,0.19008000000000003,,,,,,,0.013,4.2,0.341
108.0,,0.17072,,,,,,,0.009,5.68,0.436
114.0,,0.17248000000000002,,,,,,,0.011,4.83,0.388
120.0,,0.19888000000000003,,,,,,,0.009,5.31,0.366
126.0,,0.16984000000000002,,,,,,,0.007,7.11,0.548
132.0,,0.15488000000000002,,,,,,,0.012,3.93,0.281
138.0,,0.14872,,,,,,,0.008,5.68,0.408
