Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,277.0,,,,,,,,,,,,,
5.0,277.0,,,,,,,,,,,,,
10.0,276.912,0.01584,,,,,,,137.0,1.61,0.0008,1.4815,0.0013,
15.0,276.032,0.6204000000000001,,,,,,,181.0,1.91,0.0006,1.1544,0.0015,
20.0,275.24,2.17272,,,,,,,225.0,1.8,0.003,1.0678,0.0015,
25.0,274.976,3.04656,,,,,,,269.0,1.71,0.0026,0.9968,0.0014,
30.0,274.096,3.36424,,,,,,,313.0,1.68,0.0061,0.9451,0.0014,
35.0,272.864,3.59832,,,,,,,357.0,1.52,0.0055,0.848,0.0014,
40.1,272.336,3.7452800000000006,,,,,,,401.0,1.56,0.0099,0.8404,0.0018,
45.0,271.544,3.7224,,,,,,,423.0,1.44,0.0097,0.7618,0.002,
50.0,270.576,3.6484800000000006,,,,,,,446.0,1.29,0.0127,0.6592,0.0021,
55.0,269.52,3.4786400000000004,,,,,,,484.0,1.22,0.0137,0.6556,0.0027,
60.0,268.992,3.1504000000000003,,,,,,,547.0,1.26,0.0179,0.6953,0.0032,
65.0,268.288,2.80632,,,,,,,623.0,1.4,0.0226,0.809,0.0039,
70.0,267.672,2.54584,,,,,,,626.0,1.5,0.0268,0.9067,0.005,
75.0,267.408,2.2968,,,,,,,594.0,1.78,0.0343,1.1154,0.0059,
80.0,267.144,2.11464,,,,,,,574.0,1.26,0.0236,0.7687,0.0047,
85.0,266.704,1.95008,,,,,,,615.0,0.94,0.0186,0.5955,0.0039,
90.0,265.56,1.86208,,,,,,,750.0,1.08,0.0204,0.6923,0.0054,
95.0,265.032,1.7468,,,,,,,806.0,1.44,0.0277,0.8278,0.0069,
100.0,265.296,1.71688,,,,,,,771.0,2.16,0.0434,1.3465,0.0133,
