Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),CO2 (kg/kg),CO (kg/kg)
0.0,,0.014960000000000001,,,,,,,0.0,0.0,0.0
5.0,,-0.00792,,,,,,,0.0,0.0,0.0
10.0,,0.00616,,,,,,,0.0,0.0,0.0
15.0,,0.0,,,,,,,0.0,0.0,0.0
20.0,,-0.00616,,,,,,,0.0,0.0,0.0
25.0,,-0.0044,,,,,,,0.0,0.0,0.0
30.0,,0.0,,,,,,,0.0,0.0,0.0
35.0,,-0.0044,,,,,,,0.0,0.0,0.0
40.0,,0.02464,,,,,,,0.022,1.08,0.038
45.0,,0.01232,,,,,,,0.005,87.78,7.645
50.0,,0.02024,,,,,,,0.003,86.48,2.636
55.0,,0.0704,,,,,,,0.009,3.03,0.13
60.0,,0.02024,,,,,,,0.009,2.78,0.076
65.0,,0.01232,,,,,,,0.004,85.96,3.236
70.0,,0.01056,,,,,,,0.005,84.87,3.171
75.0,,0.0017600000000000003,,,,,,,0.007,3.2,0.075
80.0,,0.0017600000000000003,,,,,,,0.007,3.11,0.109
85.0,,-0.0017600000000000003,,,,,,,0.007,3.21,0.104
90.0,,0.01232,,,,,,,0.003,81.63,2.558
95.0,,0.0017600000000000003,,,,,,,0.01,2.42,0.089
100.0,,-0.00616,,,,,,,0.009,2.46,0.077
105.0,,0.00792,,,,,,,0.007,3.1,0.104
110.0,,0.01232,,,,,,,0.004,83.23,3.233
115.0,,0.01232,,,,,,,0.004,82.26,4.14
120.0,,0.0,,,,,,,0.004,79.67,2.873
125.0,,0.0017600000000000003,,,,,,,0.007,3.42,0.076
130.0,,0.01056,,,,,,,0.001,81.64,2.281
