Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,,,,
5.0,,,,,,,,,0.0,2.6,93.3,2.162
10.0,,,,,,,,,0.0,0.7,92.46,3.273
15.0,,,,,,,,,0.0,1.2,92.68,4.06
20.0,,,,,,,,,0.0,0.7,90.54,1.916
25.0,,,,,,,,,0.0,0.7,91.25,2.161
30.0,,,,,,,,,0.0,32.8,191.11,11.095
35.0,,,,,,,,,0.0,201.8,521.25,67.785
40.0,,,,,,,,,0.0,170.5,572.64,40.361
45.0,,,,,,,,,0.0,167.3,621.01,23.848
50.0,,,,,,,,,0.0,151.7,603.75,17.938
55.0,,,,,,,,,0.0,101.4,488.18,17.255
60.0,,,,,,,,,0.021,81.9,5.31,0.322
65.0,,,,,,,,,0.047,73.2,2.1,0.213
70.0,,,,,,,,,0.075,80.2,1.29,0.142
75.0,,,,,,,,,0.074,83.2,1.32,0.127
80.0,,,,,,,,,0.046,83.8,2.17,0.184
85.0,,,,,,,,,0.023,59.4,3.68,0.303
90.0,,,,,,,,,0.032,41.0,2.24,0.202
95.0,,,,,,,,,0.049,34.8,1.31,0.132
100.0,,,,,,,,,0.037,37.6,1.75,0.182
105.0,,,,,,,,,0.019,34.6,3.37,0.346
110.0,,,,,,,,,0.011,35.6,5.76,0.629
115.0,,,,,,,,,0.008,32.9,7.86,0.766
120.0,,,,,,,,,0.016,34.4,3.83,0.4
125.0,,,,,,,,,0.034,32.9,1.78,0.162
130.0,,,,,,,,,0.049,28.9,1.2,0.104
135.0,,,,,,,,,0.045,26.5,1.24,0.132
140.0,,,,,,,,,0.028,26.0,1.89,0.204
145.0,,,,,,,,,0.013,28.7,4.27,0.483
150.0,,,,,,,,,0.003,26.8,195.58,20.32
155.0,,,,,,,,,0.001,24.1,192.96,18.965
160.0,,,,,,,,,0.004,23.2,190.21,18.136
165.0,,,,,,,,,0.013,27.9,4.37,0.403
170.0,,,,,,,,,0.027,25.9,2.01,0.19
175.0,,,,,,,,,0.038,24.1,1.37,0.129
180.0,,,,,,,,,0.039,24.2,1.39,0.117
185.0,,,,,,,,,0.024,26.5,2.28,0.191
190.0,,,,,,,,,0.012,25.1,4.72,0.415
195.0,,,,,,,,,0.008,25.0,6.61,0.58
200.0,,,,,,,,,0.006,24.8,8.95,0.813
205.0,,,,,,,,,0.005,21.8,191.85,16.204
210.0,,,,,,,,,0.011,22.3,5.08,0.39
215.0,,,,,,,,,0.02,26.7,2.88,0.24
220.0,,,,,,,,,0.023,24.8,2.4,0.193
225.0,,,,,,,,,0.023,24.9,2.43,0.181
