Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,295.8,,,,,,,,,,,,,
5.0,295.8,,,,,,,,,,,,,
9.9,295.976,,,,,,,,,,,,,
15.0,295.8,0.02552,,,,,,,113.0,1.29,0.0004,1.1042,0.0003,
20.0,295.272,0.4857600000000001,,,,,,,158.0,1.13,0.0012,0.8341,0.0002,
25.0,294.568,1.3684,,,,,,,204.0,1.13,0.001,0.8103,0.0001,
30.0,294.128,1.76968,,,,,,,249.0,1.15,0.0033,0.784,0.0001,
35.0,293.6,1.90784,,,,,,,294.0,1.29,0.0034,0.8704,0.0001,
40.0,292.808,2.00552,,,,,,,339.0,1.29,0.0062,0.8336,0.0001,
45.0,292.368,2.1234400000000004,,,,,,,385.0,1.33,0.0063,0.8408,0.0001,
50.0,291.488,2.3012,,,,,,,434.0,1.27,0.0102,0.8162,0.0001,
55.0,291.136,2.3012,,,,,,,465.0,1.23,0.0111,0.8275,0.0001,
60.0,290.344,2.09968,,,,,,,463.0,1.17,0.0153,0.7691,0.0001,
65.0,290.08,1.94656,,,,,,,450.0,1.08,0.0164,0.7433,0.0001,
70.0,289.288,1.72304,,,,,,,445.0,0.92,0.0171,0.6271,0.0001,
75.0,289.024,1.5162400000000005,,,,,,,438.0,0.9,0.0186,0.6608,0.0002,
80.0,288.232,1.35168,,,,,,,442.0,1.16,0.0227,0.842,0.0002,
85.0,288.144,1.22496,,,,,,,402.0,1.26,0.0265,0.8579,0.0002,
89.9,287.968,1.12728,,,,,,,360.0,1.6,0.0282,1.1598,0.0003,
95.0,287.704,1.03224,,,,,,,310.0,1.2,0.0224,0.8021,0.0003,
99.9,287.44,0.9363200000000002,,,,,,,262.0,1.22,0.0172,0.8606,0.0003,
104.9,287.088,0.8606400000000001,,,,,,,201.0,1.15,0.0182,0.7735,0.0003,
109.9,287.088,0.79024,,,,,,,142.0,1.26,0.0134,0.9357,0.0004,
114.9,286.736,0.7286400000000001,,,,,,,94.0,1.18,0.0122,0.7102,0.0004,
120.0,286.736,0.64768,,,,,,,56.0,0.89,0.0054,0.5319,0.0003,
125.0,286.296,0.58168,,,,,,,36.0,1.14,0.0077,0.7707,0.0005,
130.0,286.12,0.52536,,,,,,,20.0,0.9,0.0039,0.6538,0.0004,
135.0,286.12,0.4796,,,,,,,12.0,0.92,0.004,0.5314,0.0004,
140.0,285.856,0.4488,,,,,,,9.0,0.88,0.0026,0.4937,0.0004,
145.0,285.504,0.41536,,,,,,,8.0,1.03,0.003,0.5212,0.0005,
149.9,285.504,0.39864,,,,,,,,,,,,
155.0,285.592,0.39512,,,,,,,,,,,,
159.9,285.504,0.36344,,,,,,,,,,,,
165.0,285.152,0.36168,,,,,,,,,,,,
170.0,285.592,0.34408,,,,,,,,,,,,
175.0,285.592,0.34144,,,,,,,,,,,,
180.0,284.976,0.3388,,,,,,,5.0,0.7,0.0061,0.4146,0.0004,
185.0,285.152,0.34672,,,,,,,5.0,0.7,0.0062,0.4052,0.0004,
190.0,284.88800000000003,0.35112,,,,,,,5.0,1.35,0.0159,0.7503,0.0009,
194.9,284.712,0.34672,,,,,,,7.0,1.15,0.012,0.7246,0.0007,
199.9,284.712,0.35112,,,,,,,7.0,1.44,0.0142,0.7962,0.0008,
205.0,284.624,0.35288,,,,,,,,,,,,
210.0,284.44800000000004,0.37312,,,,,,,10.0,1.19,0.0092,0.7387,0.0006,
215.0,284.44800000000004,0.38104,,,,,,,10.0,1.31,0.0104,0.7862,0.0007,
220.0,284.184,0.39952,,,,,,,16.0,0.99,0.0062,0.6278,0.0005,
225.0,284.184,0.40832,,,,,,,17.0,1.23,0.0075,0.7616,0.0006,
230.0,283.832,0.41448,,,,,,,,,,,,
235.0,284.00800000000004,0.41448,,,,,,,,,,,,
239.9,284.00800000000004,0.41448,,,,,,,10.0,0.96,0.0042,0.8926,0.0006,
245.0,283.832,0.42504,,,,,,,8.0,0.84,0.0035,0.6916,0.0005,
250.0,283.216,0.4197600000000001,,,,,,,9.0,0.74,0.003,0.5795,0.0004,
255.0,283.568,0.42328,,,,,,,8.0,1.21,0.0044,0.9033,0.0006,
260.0,283.128,0.4136,,,,,,,,,,,,
265.0,283.128,0.41888,,,,,,,6.0,1.23,0.0037,0.9624,0.0006,
270.0,283.128,0.4197600000000001,,,,,,,7.0,1.12,0.0039,0.8964,0.0007,
275.0,282.86400000000003,0.41536,,,,,,,7.0,1.65,0.0049,1.2185,0.0008,
280.0,282.688,0.43208,,,,,,,7.0,1.24,0.0036,0.9549,0.0006,
285.0,282.952,0.44352,,,,,,,6.0,0.91,0.0026,0.6717,0.0004,
290.0,282.512,0.44968,,,,,,,7.0,1.21,0.0033,0.85,0.0006,
295.0,282.072,0.45496,,,,,,,9.0,0.82,0.002,0.5516,0.0003,
299.9,282.336,0.45672,,,,,,,11.0,1.42,0.0037,0.8911,0.0006,
305.0,281.808,0.46552,,,,,,,11.0,1.85,0.0054,1.4798,0.0009,
310.0,281.98400000000004,0.46992,,,,,,,10.0,1.72,0.0034,1.2287,0.0008,
314.9,281.808,0.4796,,,,,,,10.0,1.08,0.0022,0.8307,0.0005,
320.0,281.808,0.49456,,,,,,,11.0,0.77,0.0016,0.5963,0.0004,
325.0,281.016,0.49632,,,,,,,12.0,0.84,0.0016,0.5644,0.0003,
329.9,281.192,0.51568,,,,,,,12.0,1.17,0.0021,0.9134,0.0005,
335.0,281.016,0.50512,,,,,,,13.0,1.15,0.0022,0.9436,0.0005,
340.0,281.016,0.5112800000000001,,,,,,,16.0,0.76,0.0022,0.6683,0.0004,
345.0,280.312,0.51568,,,,,,,22.0,1.02,0.0023,0.821,0.0004,
349.9,280.488,0.52624,,,,,,,23.0,1.01,0.0024,0.8629,0.0004,
355.0,280.312,0.5596800000000001,,,,,,,24.0,1.68,0.0036,1.2429,0.0006,
360.0,280.048,0.56408,,,,,,,28.0,0.87,0.002,0.7166,0.0003,
365.0,279.872,0.58344,,,,,,,30.0,0.95,0.002,0.7307,0.0003,
370.0,279.52,0.57552,,,,,,,39.0,1.19,0.0026,0.9162,0.0004,
375.0,279.432,0.5825600000000001,,,,,,,42.0,1.0,0.0022,0.7714,0.0004,
380.0,279.432,0.5808,,,,,,,52.0,1.48,0.0031,1.1698,0.0005,
385.0,278.904,0.5896,,,,,,,61.0,1.18,0.0024,0.9439,0.0004,
389.9,278.992,0.6019200000000001,,,,,,,64.0,1.46,0.0037,1.1147,0.0005,
395.0,278.64,0.6327200000000001,,,,,,,72.0,1.19,0.003,0.9721,0.0004,
400.0,278.728,0.64592,,,,,,,81.0,0.82,0.0021,0.6354,0.0003,
405.0,278.024,0.6635200000000001,,,,,,,106.0,0.89,0.0023,0.7882,0.0003,
410.0,277.848,0.6855200000000001,,,,,,,132.0,0.81,0.0023,0.6304,0.0003,
415.0,277.76,0.68904,,,,,,,152.0,1.08,0.0029,0.789,0.0003,
419.9,277.32,0.71544,,,,,,,187.0,1.05,0.0033,0.8325,0.0003,
425.0,277.05600000000004,0.7524000000000001,,,,,,,220.0,0.99,0.0028,0.6915,0.0003,
430.0,276.968,0.7735200000000001,,,,,,,235.0,1.28,0.0042,0.9053,0.0003,
435.0,276.528,0.77968,,,,,,,234.0,1.22,0.0042,0.8739,0.0004,
440.0,276.528,0.7876000000000001,,,,,,,237.0,1.02,0.0043,0.8053,0.0003,
445.0,276.176,0.80608,,,,,,,242.0,0.8,0.0033,0.6323,0.0002,
450.0,275.824,0.8201600000000001,,,,,,,257.0,0.91,0.004,0.719,0.0002,
455.0,275.12,0.8377600000000001,,,,,,,290.0,1.01,0.0043,0.7592,0.0003,
460.0,275.472,0.8483200000000001,,,,,,,293.0,1.15,0.0053,0.8778,0.0003,
465.0,274.856,0.85888,,,,,,,293.0,1.41,0.0065,1.0109,0.0004,
469.9,274.592,0.87648,,,,,,,297.0,1.06,0.005,0.7436,0.0003,
475.0,274.504,0.88264,,,,,,,291.0,0.95,0.0047,0.7642,0.0002,
480.0,274.152,0.88528,,,,,,,287.0,0.94,0.005,0.7422,0.0002,
485.0,273.536,0.90728,,,,,,,300.0,0.89,0.0044,0.6374,0.0002,
490.0,273.44800000000004,0.924,,,,,,,301.0,0.99,0.0052,0.7233,0.0002,
495.0,273.00800000000004,0.92312,,,,,,,338.0,1.15,0.0063,0.9453,0.0003,
499.9,272.744,0.9372,,,,,,,353.0,1.13,0.0063,0.8539,0.0003,
504.9,272.568,0.94512,,,,,,,358.0,1.47,0.0084,1.1322,0.0003,
510.0,272.216,0.95304,,,,,,,342.0,1.25,0.0074,1.0055,0.0003,
514.9,272.128,0.9636,,,,,,,333.0,1.16,0.0067,0.8708,0.0003,
520.0,271.6,0.96096,,,,,,,320.0,0.84,0.0054,0.6942,0.0002,
525.0,271.42400000000004,0.99176,,,,,,,314.0,0.98,0.0057,0.7383,0.0002,
530.0,270.72,0.99176,,,,,,,316.0,0.92,0.0059,0.6956,0.0002,
535.0,270.808,1.01904,,,,,,,314.0,0.97,0.0062,0.7762,0.0002,
540.0,270.104,1.03048,,,,,,,324.0,0.99,0.007,0.76,0.0002,
545.0,269.928,1.05072,,,,,,,333.0,0.95,0.0062,0.6753,0.0002,
550.0,269.40000000000003,1.0692000000000002,,,,,,,348.0,0.97,0.0069,0.6873,0.0002,
555.0,269.136,1.07976,,,,,,,386.0,0.9,0.0065,0.7217,0.0002,
560.0,268.52,1.1176,,,,,,,425.0,0.96,0.0076,0.7377,0.0002,
565.0,268.344,1.1396000000000002,,,,,,,448.0,1.14,0.0089,0.8908,0.0002,
569.9,267.904,1.17832,,,,,,,489.0,1.25,0.0101,0.9778,0.0003,
575.0,267.81600000000003,1.14928,,,,,,,507.0,1.12,0.0084,0.7895,0.0002,
579.9,267.288,1.19592,,,,,,,520.0,1.32,0.0109,0.9682,0.0003,
585.0,266.848,1.20736,,,,,,,536.0,1.1,0.0094,0.8718,0.0002,
590.0,266.848,1.2355200000000002,,,,,,,530.0,1.09,0.0104,0.8281,0.0002,
