Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),Extinction Area (m2/kg),MLR (g/s),CO2 (kg/kg),CO (kg/kg),H2O (kg/kg),H'carbs (kg/kg),HCl (kg/kg)
0.0,,0.009000000000000001,,,,,,,0.0,0.0,20.8,0.0,2.2477,0.0552,0.0
5.0,,0.0,,,,,,,0.0,0.0,20.47,0.0307,0.0,0.0595,0.0
10.0,,0.006,,,,,,,641.98,0.0018,11.27,0.0166,0.0,0.0763,0.0
15.0,,0.006999999999999999,,,,,,,0.0,0.0034000000000000002,6.32,0.0022,0.7547,0.0465,0.0
20.0,,0.013000000000000001,,,,,,,254.38,0.0139,1.53,0.0,2.751,0.0417,0.0
25.0,,0.006,,,,,,,64.1,0.0526,1.29,0.0,1.2372,0.0501,0.0
30.0,,0.10099999999999999,,,,,,,130.29,0.0965,1.86,0.0017,0.6291,0.0184,0.0
35.0,,1.6130000000000002,,,,,,,844.75,0.1076,1.59,0.0019,0.5142,0.0152,0.0
40.0,,2.096,,,,,,,1141.68,0.10400000000000001,1.63,0.0069,0.5217,0.0125,0.0
45.0,,1.9880000000000002,,,,,,,1190.05,0.1038,1.63,0.0062,0.5722,0.0138,0.0
50.0,,1.9669999999999999,,,,,,,1188.74,0.1038,1.65,0.0087,0.6272,0.0131,0.0
55.0,,2.0100000000000002,,,,,,,1174.43,0.1079,1.64,0.0091,0.595,0.0133,0.0
60.0,,2.069,,,,,,,1142.89,0.1121,1.61,0.0123,0.5471,0.0127,0.0
65.0,,2.142,,,,,,,1246.49,0.1085,1.59,0.0121,0.5714,0.011,0.0
70.0,,2.122,,,,,,,1218.88,0.1026,1.68,0.011,0.6437,0.0106,0.0
75.0,,1.9840000000000002,,,,,,,1060.96,0.1076,1.67,0.0109,0.6277,0.0104,0.0
80.0,,2.035,,,,,,,912.36,0.11800000000000001,1.58,0.0107,0.5998,0.0113,0.0
85.0,,2.164,,,,,,,892.16,0.1231,1.59,0.0113,0.5541,0.0085,0.0
90.0,,2.24,,,,,,,911.73,0.1207,1.52,0.0106,0.5801,0.0098,0.0
95.0,,2.185,,,,,,,918.6,0.11960000000000001,1.64,0.01,0.6108,0.0098,0.0
100.0,,2.235,,,,,,,956.68,0.1247,1.55,0.0106,0.5765,0.0124,0.0
105.0,,2.2390000000000003,,,,,,,935.84,0.1253,1.6,0.011,0.5569,0.0083,0.0
110.0,,2.2680000000000002,,,,,,,984.88,0.12380000000000001,1.62,0.0109,0.5636,0.0075,0.0
115.0,,2.326,,,,,,,918.11,0.1264,1.57,0.0105,0.5689,0.0116,0.0
120.0,,2.285,,,,,,,884.28,0.1298,1.58,0.0098,0.5931,0.0123,0.0
125.0,,2.351,,,,,,,899.57,0.13570000000000002,1.54,0.0095,0.5874,0.0078,0.0
130.0,,2.422,,,,,,,944.64,0.1401,1.53,0.0103,0.5628,0.0085,0.0
135.0,,2.4930000000000003,,,,,,,950.98,0.1392,1.51,0.0107,0.5459,0.0114,0.0
140.0,,2.475,,,,,,,1011.01,0.1355,1.57,0.0119,0.5541,0.0116,0.0
145.0,,2.4930000000000003,,,,,,,1033.07,0.1365,1.54,0.0123,0.536,0.0112,0.0
150.0,,2.509,,,,,,,1012.53,0.142,1.46,0.0131,0.5065,0.009,0.0
155.0,,2.459,,,,,,,992.39,0.1386,1.45,0.0125,0.5407,0.0098,0.0
160.0,,2.407,,,,,,,1052.06,0.1328,1.56,0.0127,0.5435,0.0078,0.0
165.0,,2.402,,,,,,,1079.6,0.1293,1.64,0.0121,0.5833,0.0101,0.0
170.0,,2.467,,,,,,,1056.46,0.1297,1.56,0.0123,0.5431,0.0109,0.0
175.0,,2.401,,,,,,,1058.76,0.1325,1.51,0.0118,0.5524,0.0105,0.0
180.0,,2.351,,,,,,,1019.97,0.1303,1.53,0.0122,0.5343,0.0099,0.0
185.0,,2.375,,,,,,,1027.98,0.1317,1.5,0.0126,0.5164,0.0115,0.0
190.0,,2.3240000000000003,,,,,,,1074.75,0.1272,1.52,0.0123,0.5363,0.0091,0.0
195.0,,2.277,,,,,,,1128.61,0.11789999999999999,1.63,0.0121,0.576,0.0087,0.0
200.0,,2.248,,,,,,,1005.08,0.1241,1.56,0.0116,0.5358,0.0071,0.0
205.0,,2.281,,,,,,,985.92,0.12789999999999999,1.49,0.0118,0.5167,0.0076,0.0
210.0,,2.21,,,,,,,1075.32,0.1155,1.59,0.0115,0.5482,0.0128,0.0
215.0,,2.187,,,,,,,1142.1,0.1066,1.68,0.0118,0.5684,0.0113,0.0
220.0,,2.088,,,,,,,1094.37,0.1052,1.68,0.0119,0.5489,0.0077,0.0
225.0,,2.062,,,,,,,1071.45,0.10460000000000001,1.62,0.0118,0.5547,0.0084,0.0
230.0,,2.0140000000000002,,,,,,,1015.7,0.1073,1.55,0.0114,0.5342,0.0112,0.0
235.0,,1.9540000000000002,,,,,,,986.12,0.1068,1.53,0.0116,0.5265,0.0069,0.0
240.0,,1.885,,,,,,,1003.65,0.0994,1.54,0.0116,0.5155,0.0074,0.0
245.0,,1.82,,,,,,,956.12,0.0931,1.62,0.0121,0.5287,0.008,0.0
250.0,,1.7850000000000001,,,,,,,1084.04,0.0894,1.67,0.0118,0.5059,0.007,0.0
255.0,,1.74,,,,,,,989.03,0.08560000000000001,1.64,0.0115,0.5315,0.0058,0.0
260.0,,1.6869999999999998,,,,,,,937.55,0.08539999999999999,1.62,0.0105,0.5082,0.0057,0.0
