Time (s),Mass (g),HRR (kW),MFR (kg/s),T Duct (K),O2 (Vol fr),CO2 (Vol fr),CO (Vol fr),K Smoke (1/m),MLR (g/s),HRRPUA (kW/m2),CO2 (kg/kg),CO (kg/kg)
0.0,,,,,,,,,0.0,-1.0,0.0,0.0
5.0,,,,,,,,,0.0,-2.4,0.0,0.0
10.0,,,,,,,,,0.0,-3.1,0.0,0.0
15.0,,,,,,,,,0.0,-1.5,0.0,0.0
20.0,,,,,,,,,0.0,-0.7,0.0,0.0
25.0,,,,,,,,,0.017,1.4,1.37,0.024
30.0,,,,,,,,,0.017,1.0,1.44,0.066
35.0,,,,,,,,,0.066,78.9,0.47,0.038
40.0,,,,,,,,,0.091,169.3,1.31,0.166
45.0,,,,,,,,,0.053,68.3,2.14,0.202
50.0,,,,,,,,,0.016,28.7,5.23,0.428
55.0,,,,,,,,,0.023,9.7,2.69,0.14
60.0,,,,,,,,,0.048,-2.9,0.83,0.036
65.0,,,,,,,,,0.034,-1.4,0.85,0.031
70.0,,,,,,,,,0.005,-1.0,90.31,4.28
75.0,,,,,,,,,0.005,-1.0,83.38,2.011
80.0,,,,,,,,,0.003,-0.2,82.81,2.144
85.0,,,,,,,,,0.032,0.5,0.77,0.026
90.0,,,,,,,,,0.006,0.0,83.27,1.205
95.0,,,,,,,,,0.006,1.2,84.29,2.024
100.0,,,,,,,,,0.006,-0.5,82.55,3.438
105.0,,,,,,,,,0.022,0.7,1.11,23741.079
110.0,,,,,,,,,0.012,0.7,1.96,0.042
115.0,,,,,,,,,0.012,0.7,1.98,0.076
120.0,,,,,,,,,0.003,-0.2,83.7,2.794
125.0,,,,,,,,,0.019,-0.5,1.28,0.048
130.0,,,,,,,,,0.016,1.4,1.58,0.037
135.0,,,,,,,,,0.007,1.4,3.63,0.107
140.0,,,,,,,,,0.006,1.9,4.21,0.266
145.0,,,,,,,,,0.014,-1.4,1.71,0.049
150.0,,,,,,,,,0.01,0.2,2.47,0.048
155.0,,,,,,,,,0.01,1.2,2.4,0.046
160.0,,,,,,,,,0.01,-0.7,2.45,0.072
165.0,,,,,,,,,0.007,0.0,3.43,0.114
170.0,,,,,,,,,0.027,-1.4,0.91,0.025
175.0,,,,,,,,,0.027,0.0,0.93,0.04
180.0,,,,,,,,,0.027,-0.2,0.94,0.029
185.0,,,,,,,,,0.011,-0.5,2.18,0.068
190.0,,,,,,,,,0.024,1.4,1.0,0.041
195.0,,,,,,,,,0.021,0.2,1.15,0.028
200.0,,,,,,,,,0.016,-0.7,1.54,0.051
205.0,,,,,,,,,0.009,-0.5,2.55,0.0
210.0,,,,,,,,,0.014,-1.2,1.71,0.046
215.0,,,,,,,,,0.01,-1.0,2.39,0.082
220.0,,,,,,,,,0.01,0.0,2.36,0.052
225.0,,,,,,,,,0.01,0.7,2.34,0.092
